x0000,y0000
1.25e-06,224,
1.26e-06,214,
1.27e-06,241,
1.28e-06,231,
1.29e-06,236,
1.3e-06,212,
1.31e-06,223,
1.32e-06,215,
1.33e-06,212,
1.34e-06,236,
1.35e-06,210,
1.36e-06,187,
1.37e-06,196,
1.38e-06,218,
1.39e-06,232,
1.4e-06,218,
1.41e-06,219,
1.42e-06,219,
1.43e-06,220,
1.44e-06,235,
1.45e-06,234,
1.46e-06,233,
1.47e-06,215,
1.48e-06,212,
1.49e-06,218,
1.5e-06,223,
1.51e-06,250,
1.52e-06,245,
1.53e-06,233,
1.54e-06,211,
1.55e-06,255,
1.56e-06,249,
1.57e-06,225,
1.58e-06,203,
1.59e-06,228,
1.6e-06,225,
1.61e-06,208,
1.62e-06,195,
1.63e-06,216,
1.64e-06,234,
1.65e-06,230,
1.66e-06,206,
1.67e-06,207,
1.68e-06,201,
1.69e-06,188,
1.7e-06,218,
1.71e-06,235,
1.72e-06,199,
1.73e-06,206,
1.74e-06,189,
1.75e-06,233,
1.76e-06,222,
1.77e-06,217,
1.78e-06,231,
1.79e-06,222,
1.8e-06,225,
1.81e-06,223,
1.82e-06,245,
1.83e-06,234,
1.84e-06,237,
1.85e-06,208,
1.86e-06,209,
1.87e-06,206,
1.88e-06,213,
1.89e-06,198,
1.9e-06,214,
1.91e-06,216,
1.92e-06,199,
1.93e-06,224,
1.94e-06,215,
1.95e-06,221,
1.96e-06,230,
1.97e-06,217,
1.98e-06,215,
1.99e-06,238,
2e-06,206,
2.01e-06,196,
2.02e-06,210,
2.03e-06,214,
2.04e-06,201,
2.05e-06,216,
2.06e-06,218,
2.07e-06,225,
2.08e-06,214,
2.09e-06,226,
2.1e-06,241,
2.11e-06,215,
2.12e-06,208,
2.13e-06,207,
2.14e-06,198,
2.15e-06,227,
2.16e-06,228,
2.17e-06,233,
2.18e-06,204,
2.19e-06,221,
2.2e-06,209,
2.21e-06,221,
2.22e-06,191,
2.23e-06,215,
2.24e-06,212,
2.25e-06,220,
2.26e-06,249,
2.27e-06,190,
2.28e-06,219,
2.29e-06,238,
2.3e-06,226,
2.31e-06,235,
2.32e-06,206,
2.33e-06,209,
2.34e-06,223,
2.35e-06,196,
2.36e-06,211,
2.37e-06,196,
2.38e-06,228,
2.39e-06,220,
2.4e-06,208,
2.41e-06,194,
2.42e-06,202,
2.43e-06,232,
2.44e-06,221,
2.45e-06,201,
2.46e-06,224,
2.47e-06,220,
2.48e-06,243,
2.49e-06,212,
2.5e-06,229,
2.51e-06,241,
2.52e-06,210,
2.53e-06,220,
2.54e-06,210,
2.55e-06,221,
2.56e-06,221,
2.57e-06,205,
2.58e-06,224,
2.59e-06,219,
2.6e-06,203,
2.61e-06,235,
2.62e-06,232,
2.63e-06,235,
2.64e-06,239,
2.65e-06,222,
2.66e-06,202,
2.67e-06,221,
2.68e-06,218,
2.69e-06,229,
2.7e-06,214,
2.71e-06,228,
2.72e-06,237,
2.73e-06,246,
2.74e-06,226,
2.75e-06,239,
2.76e-06,208,
2.77e-06,213,
2.78e-06,233,
2.79e-06,211,
2.8e-06,227,
2.81e-06,228,
2.82e-06,223,
2.83e-06,214,
2.84e-06,200,
2.85e-06,189,
2.86e-06,224,
2.87e-06,204,
2.88e-06,195,
2.89e-06,242,
2.9e-06,211,
2.91e-06,207,
2.92e-06,180,
2.93e-06,221,
2.94e-06,222,
2.95e-06,224,
2.96e-06,217,
2.97e-06,218,
2.98e-06,206,
2.99e-06,222,
3e-06,217,
3.01e-06,229,
3.02e-06,193,
3.03e-06,202,
3.04e-06,203,
3.05e-06,227,
3.06e-06,259,
3.07e-06,237,
3.08e-06,233,
3.09e-06,224,
3.1e-06,217,
3.11e-06,220,
3.12e-06,206,
3.13e-06,203,
3.14e-06,226,
3.15e-06,243,
3.16e-06,225,
3.17e-06,223,
3.18e-06,193,
3.19e-06,214,
3.2e-06,221,
3.21e-06,213,
3.22e-06,217,
3.23e-06,244,
3.24e-06,197,
3.25e-06,212,
3.26e-06,230,
3.27e-06,205,
3.28e-06,199,
3.29e-06,220,
3.3e-06,225,
3.31e-06,211,
3.32e-06,216,
3.33e-06,227,
3.34e-06,201,
3.35e-06,214,
3.36e-06,225,
3.37e-06,216,
3.38e-06,216,
3.39e-06,221,
3.4e-06,206,
3.41e-06,220,
3.42e-06,238,
3.43e-06,225,
3.44e-06,222,
3.45e-06,215,
3.46e-06,215,
3.47e-06,230,
3.48e-06,230,
3.49e-06,210,
3.5e-06,236,
3.51e-06,201,
3.52e-06,196,
3.53e-06,242,
3.54e-06,230,
3.55e-06,201,
3.56e-06,218,
3.57e-06,212,
3.58e-06,218,
3.59e-06,231,
3.6e-06,224,
3.61e-06,211,
3.62e-06,233,
3.63e-06,205,
3.64e-06,209,
3.65e-06,203,
3.66e-06,242,
3.67e-06,198,
3.68e-06,204,
3.69e-06,213,
3.7e-06,218,
3.71e-06,197,
3.72e-06,219,
3.73e-06,205,
3.74e-06,197,
3.75e-06,196,
3.76e-06,204,
3.77e-06,230,
3.78e-06,233,
3.79e-06,202,
3.8e-06,246,
3.81e-06,207,
3.82e-06,240,
3.83e-06,249,
3.84e-06,195,
3.85e-06,209,
3.86e-06,216,
3.87e-06,221,
3.88e-06,238,
3.89e-06,196,
3.9e-06,206,
3.91e-06,210,
3.92e-06,211,
3.93e-06,239,
3.94e-06,213,
3.95e-06,203,
3.96e-06,256,
3.97e-06,238,
3.98e-06,220,
3.99e-06,220,
4e-06,227,
4.01e-06,186,
4.02e-06,230,
4.03e-06,217,
4.04e-06,218,
4.05e-06,211,
4.06e-06,214,
4.07e-06,232,
4.08e-06,230,
4.09e-06,240,
4.1e-06,229,
4.11e-06,234,
4.12e-06,205,
4.13e-06,239,
4.14e-06,233,
4.15e-06,223,
4.16e-06,230,
4.17e-06,232,
4.18e-06,211,
4.19e-06,204,
4.2e-06,198,
4.21e-06,209,
4.22e-06,233,
4.23e-06,219,
4.24e-06,220,
4.25e-06,198,
4.26e-06,218,
4.27e-06,220,
4.28e-06,201,
4.29e-06,199,
4.3e-06,210,
4.31e-06,206,
4.32e-06,234,
4.33e-06,189,
4.34e-06,210,
4.35e-06,213,
4.36e-06,219,
4.37e-06,209,
4.38e-06,238,
4.39e-06,208,
4.4e-06,228,
4.41e-06,225,
4.42e-06,210,
4.43e-06,237,
4.44e-06,220,
4.45e-06,212,
4.46e-06,213,
4.47e-06,209,
4.48e-06,253,
4.49e-06,236,
4.5e-06,215,
4.51e-06,216,
4.52e-06,198,
4.53e-06,209,
4.54e-06,224,
4.55e-06,200,
4.56e-06,208,
4.57e-06,223,
4.58e-06,206,
4.59e-06,199,
4.6e-06,219,
4.61e-06,220,
4.62e-06,204,
4.63e-06,207,
4.64e-06,238,
4.65e-06,233,
4.66e-06,189,
4.67e-06,239,
4.68e-06,220,
4.69e-06,215,
4.7e-06,230,
4.71e-06,207,
4.72e-06,216,
4.73e-06,199,
4.74e-06,258,
4.75e-06,247,
4.76e-06,215,
4.77e-06,215,
4.78e-06,204,
4.79e-06,207,
4.8e-06,213,
4.81e-06,219,
4.82e-06,199,
4.83e-06,224,
4.84e-06,209,
4.85e-06,253,
4.86e-06,212,
4.87e-06,209,
4.88e-06,201,
4.89e-06,239,
4.9e-06,237,
4.91e-06,216,
4.92e-06,235,
4.93e-06,206,
4.94e-06,229,
4.95e-06,225,
4.96e-06,223,
4.97e-06,210,
4.98e-06,182,
4.99e-06,221,
5e-06,214,
5.01e-06,211,
5.02e-06,240,
5.03e-06,221,
5.04e-06,210,
5.05e-06,213,
5.06e-06,230,
5.07e-06,180,
5.08e-06,235,
5.09e-06,215,
5.1e-06,229,
5.11e-06,197,
5.12e-06,214,
5.13e-06,214,
5.14e-06,234,
5.15e-06,203,
5.16e-06,217,
5.17e-06,201,
5.18e-06,220,
5.19e-06,195,
5.2e-06,203,
5.21e-06,216,
5.22e-06,233,
5.23e-06,217,
5.24e-06,185,
5.25e-06,199,
5.26e-06,224,
5.27e-06,226,
5.28e-06,213,
5.29e-06,191,
5.3e-06,198,
5.31e-06,207,
5.32e-06,224,
5.33e-06,248,
5.34e-06,239,
5.35e-06,225,
5.36e-06,222,
5.37e-06,206,
5.38e-06,198,
5.39e-06,207,
5.4e-06,240,
5.41e-06,198,
5.42e-06,242,
5.43e-06,198,
5.44e-06,234,
5.45e-06,214,
5.46e-06,213,
5.47e-06,191,
5.48e-06,200,
5.49e-06,218,
5.5e-06,198,
5.51e-06,223,
5.52e-06,230,
5.53e-06,224,
5.54e-06,225,
5.55e-06,216,
5.56e-06,202,
5.57e-06,227,
5.58e-06,217,
5.59e-06,226,
5.6e-06,226,
5.61e-06,207,
5.62e-06,230,
5.63e-06,214,
5.64e-06,253,
5.65e-06,204,
5.66e-06,209,
5.67e-06,205,
5.68e-06,234,
5.69e-06,247,
5.7e-06,195,
5.71e-06,215,
5.72e-06,217,
5.73e-06,253,
5.74e-06,232,
5.75e-06,221,
5.76e-06,221,
5.77e-06,213,
5.78e-06,184,
5.79e-06,225,
5.8e-06,223,
5.81e-06,225,
5.82e-06,185,
5.83e-06,217,
5.84e-06,188,
5.85e-06,209,
5.86e-06,215,
5.87e-06,205,
5.88e-06,232,
5.89e-06,210,
5.9e-06,227,
5.91e-06,205,
5.92e-06,229,
5.93e-06,211,
5.94e-06,246,
5.95e-06,230,
5.96e-06,213,
5.97e-06,204,
5.98e-06,242,
5.99e-06,182,
6e-06,199,
6.01e-06,214,
6.02e-06,215,
6.03e-06,212,
6.04e-06,211,
6.05e-06,221,
6.06e-06,239,
6.07e-06,219,
6.08e-06,235,
6.09e-06,191,
6.1e-06,223,
6.11e-06,199,
6.12e-06,237,
6.13e-06,244,
6.14e-06,226,
6.15e-06,208,
6.16e-06,212,
6.17e-06,228,
6.18e-06,214,
6.19e-06,218,
6.2e-06,221,
6.21e-06,192,
6.22e-06,220,
6.23e-06,211,
6.24e-06,206,
6.25e-06,217,
6.26e-06,189,
6.27e-06,220,
6.28e-06,193,
6.29e-06,227,
6.3e-06,215,
6.31e-06,210,
6.32e-06,213,
6.33e-06,210,
6.34e-06,251,
6.35e-06,230,
6.36e-06,217,
6.37e-06,209,
6.38e-06,215,
6.39e-06,226,
6.4e-06,206,
6.41e-06,189,
6.42e-06,207,
6.43e-06,229,
6.44e-06,200,
6.45e-06,222,
6.46e-06,178,
6.47e-06,215,
6.48e-06,228,
6.49e-06,214,
6.5e-06,217,
6.51e-06,193,
6.52e-06,221,
6.53e-06,209,
6.54e-06,199,
6.55e-06,223,
6.56e-06,208,
6.57e-06,206,
6.58e-06,227,
6.59e-06,199,
6.6e-06,236,
6.61e-06,205,
6.62e-06,215,
6.63e-06,204,
6.64e-06,227,
6.65e-06,206,
6.66e-06,210,
6.67e-06,210,
6.68e-06,218,
6.69e-06,218,
6.7e-06,218,
6.71e-06,187,
6.72e-06,251,
6.73e-06,180,
6.74e-06,221,
6.75e-06,250,
6.76e-06,244,
6.77e-06,223,
6.78e-06,216,
6.79e-06,215,
6.8e-06,212,
6.81e-06,200,
6.82e-06,200,
6.83e-06,241,
6.84e-06,203,
6.85e-06,230,
6.86e-06,200,
6.87e-06,183,
6.88e-06,218,
6.89e-06,198,
6.9e-06,232,
6.91e-06,211,
6.92e-06,206,
6.93e-06,214,
6.94e-06,214,
6.95e-06,214,
6.96e-06,202,
6.97e-06,212,
6.98e-06,205,
6.99e-06,200,
7e-06,216,
7.01e-06,199,
7.02e-06,213,
7.03e-06,204,
7.04e-06,219,
7.05e-06,222,
7.06e-06,206,
7.07e-06,209,
7.08e-06,196,
7.09e-06,220,
7.1e-06,198,
7.11e-06,190,
7.12e-06,209,
7.13e-06,210,
7.14e-06,201,
7.15e-06,204,
7.16e-06,201,
7.17e-06,183,
7.18e-06,210,
7.19e-06,206,
7.2e-06,194,
7.21e-06,219,
7.22e-06,234,
7.23e-06,221,
7.24e-06,209,
7.25e-06,216,
7.26e-06,205,
7.27e-06,203,
7.28e-06,210,
7.29e-06,225,
7.3e-06,198,
7.31e-06,203,
7.32e-06,220,
7.33e-06,228,
7.34e-06,231,
7.35e-06,209,
7.36e-06,213,
7.37e-06,226,
7.38e-06,215,
7.39e-06,189,
7.4e-06,219,
7.41e-06,201,
7.42e-06,217,
7.43e-06,242,
7.44e-06,201,
7.45e-06,238,
7.46e-06,217,
7.47e-06,206,
7.48e-06,224,
7.49e-06,207,
7.5e-06,202,
7.51e-06,202,
7.52e-06,197,
7.53e-06,192,
7.54e-06,214,
7.55e-06,197,
7.56e-06,213,
7.57e-06,204,
7.58e-06,206,
7.59e-06,211,
7.6e-06,236,
7.61e-06,215,
7.62e-06,202,
7.63e-06,195,
7.64e-06,226,
7.65e-06,218,
7.66e-06,211,
7.67e-06,232,
7.68e-06,196,
7.69e-06,213,
7.7e-06,178,
7.71e-06,206,
7.72e-06,179,
7.73e-06,203,
7.74e-06,206,
7.75e-06,214,
7.76e-06,222,
7.77e-06,227,
7.78e-06,211,
7.79e-06,190,
7.8e-06,226,
7.81e-06,215,
7.82e-06,215,
7.83e-06,203,
7.84e-06,208,
7.85e-06,220,
7.86e-06,217,
7.87e-06,219,
7.88e-06,236,
7.89e-06,208,
7.9e-06,231,
7.91e-06,236,
7.92e-06,214,
7.93e-06,220,
7.94e-06,220,
7.95e-06,209,
7.96e-06,200,
7.97e-06,209,
7.98e-06,205,
7.99e-06,228,
8e-06,196,
8.01e-06,221,
8.02e-06,232,
8.03e-06,232,
8.04e-06,225,
8.05e-06,222,
8.06e-06,238,
8.07e-06,208,
8.08e-06,208,
8.09e-06,224,
8.1e-06,197,
8.11e-06,224,
8.12e-06,227,
8.13e-06,183,
8.14e-06,207,
8.15e-06,210,
8.16e-06,207,
8.17e-06,203,
8.18e-06,244,
8.19e-06,214,
8.2e-06,209,
8.21e-06,223,
8.22e-06,187,
8.23e-06,210,
8.24e-06,189,
8.25e-06,85,
8.26e-06,7,
8.27e-06,2,
8.28e-06,3,
8.29e-06,6,
8.3e-06,6,
8.31e-06,1,
8.32e-06,0,
8.33e-06,4,
8.34e-06,3,
8.35e-06,3,
8.36e-06,5,
8.37e-06,1,
8.38e-06,4,
8.39e-06,1,
8.4e-06,3,
8.41e-06,2,
8.42e-06,4,
8.43e-06,2,
8.44e-06,1,
8.45e-06,4,
8.46e-06,1,
8.47e-06,3,
8.48e-06,2,
8.49e-06,4,
8.5e-06,2,
8.51e-06,1,
8.52e-06,2,
8.53e-06,6,
8.54e-06,6,
8.55e-06,4,
8.56e-06,2,
8.57e-06,4,
8.58e-06,3,
8.59e-06,2,
8.6e-06,5,
8.61e-06,3,
8.62e-06,1,
8.63e-06,1,
8.64e-06,2,
8.65e-06,1,
8.66e-06,0,
8.67e-06,1,
8.68e-06,1,
8.69e-06,0,
8.7e-06,2,
8.71e-06,2,
8.72e-06,2,
8.73e-06,0,
8.74e-06,1,
8.75e-06,0,
8.76e-06,3,
8.77e-06,2,
8.78e-06,2,
8.79e-06,2,
8.8e-06,2,
8.81e-06,0,
8.82e-06,0,
8.83e-06,3,
8.84e-06,1,
8.85e-06,4,
8.86e-06,1,
8.87e-06,1,
8.88e-06,2,
8.89e-06,4,
8.9e-06,1,
8.91e-06,0,
8.92e-06,0,
8.93e-06,1,
8.94e-06,2,
8.95e-06,0,
8.96e-06,2,
8.97e-06,2,
8.98e-06,0,
8.99e-06,1,
9e-06,2,
9.01e-06,0,
9.02e-06,0,
9.03e-06,3,
9.04e-06,3,
9.05e-06,5,
9.06e-06,2,
9.07e-06,1,
9.08e-06,3,
9.09e-06,3,
9.1e-06,2,
9.11e-06,1,
9.12e-06,1,
9.13e-06,4,
9.14e-06,0,
9.15e-06,3,
9.16e-06,0,
9.17e-06,3,
9.18e-06,4,
9.19e-06,4,
9.2e-06,2,
9.21e-06,1,
9.22e-06,2,
9.23e-06,1,
9.24e-06,2,
9.25e-06,3,
9.26e-06,3,
9.27e-06,1,
9.28e-06,1,
9.29e-06,1,
9.3e-06,1,
9.31e-06,4,
9.32e-06,0,
9.33e-06,2,
9.34e-06,1,
9.35e-06,3,
9.36e-06,0,
9.37e-06,3,
9.38e-06,1,
9.39e-06,3,
9.4e-06,0,
9.41e-06,3,
9.42e-06,1,
9.43e-06,1,
9.44e-06,0,
9.45e-06,3,
9.46e-06,1,
9.47e-06,2,
9.48e-06,0,
9.49e-06,1,
9.5e-06,2,
9.51e-06,1,
9.52e-06,2,
9.53e-06,3,
9.54e-06,3,
9.55e-06,1,
9.56e-06,2,
9.57e-06,2,
9.58e-06,3,
9.59e-06,1,
9.6e-06,2,
9.61e-06,1,
9.62e-06,0,
9.63e-06,1,
9.64e-06,0,
9.65e-06,2,
9.66e-06,1,
9.67e-06,3,
9.68e-06,0,
9.69e-06,2,
9.7e-06,3,
9.71e-06,0,
9.72e-06,1,
9.73e-06,2,
9.74e-06,1,
9.75e-06,1,
9.76e-06,1,
9.77e-06,0,
9.78e-06,1,
9.79e-06,2,
9.8e-06,3,
9.81e-06,0,
9.82e-06,1,
9.83e-06,0,
9.84e-06,3,
9.85e-06,1,
9.86e-06,2,
9.87e-06,2,
9.88e-06,2,
9.89e-06,3,
9.9e-06,0,
9.91e-06,4,
9.92e-06,1,
9.93e-06,0,
9.94e-06,3,
9.95e-06,3,
9.96e-06,2,
9.97e-06,2,
9.98e-06,2,
9.99e-06,0,
1e-05,4,
1.001e-05,2,
1.002e-05,2,
1.003e-05,2,
1.004e-05,1,
1.005e-05,2,
1.006e-05,9,
1.007e-05,2,
1.008e-05,0,
1.009e-05,0,
1.01e-05,2,
1.011e-05,3,
1.012e-05,1,
1.013e-05,1,
1.014e-05,2,
1.015e-05,1,
1.016e-05,2,
1.017e-05,2,
1.018e-05,1,
1.019e-05,0,
1.02e-05,4,
1.021e-05,2,
1.022e-05,3,
1.023e-05,1,
1.024e-05,1,
1.025e-05,0,
1.026e-05,2,
1.027e-05,1,
1.028e-05,1,
1.029e-05,2,
1.03e-05,5,
1.031e-05,1,
1.032e-05,5,
1.033e-05,1,
1.034e-05,5,
1.035e-05,0,
1.036e-05,0,
1.037e-05,1,
1.038e-05,1,
1.039e-05,0,
1.04e-05,1,
1.041e-05,1,
1.042e-05,1,
1.043e-05,4,
1.044e-05,2,
1.045e-05,0,
1.046e-05,1,
1.047e-05,0,
1.048e-05,2,
1.049e-05,0,
1.05e-05,1,
1.051e-05,0,
1.052e-05,0,
1.053e-05,0,
1.054e-05,1,
1.055e-05,2,
1.056e-05,2,
1.057e-05,1,
1.058e-05,3,
1.059e-05,1,
1.06e-05,1,
1.061e-05,3,
1.062e-05,2,
1.063e-05,2,
1.064e-05,1,
1.065e-05,1,
1.066e-05,1,
1.067e-05,1,
1.068e-05,2,
1.069e-05,5,
1.07e-05,2,
1.071e-05,3,
1.072e-05,0,
1.073e-05,1,
1.074e-05,1,
1.075e-05,1,
1.076e-05,2,
1.077e-05,1,
1.078e-05,1,
1.079e-05,4,
1.08e-05,1,
1.081e-05,1,
1.082e-05,4,
1.083e-05,3,
1.084e-05,3,
1.085e-05,1,
1.086e-05,4,
1.087e-05,1,
1.088e-05,1,
1.089e-05,1,
1.09e-05,0,
1.091e-05,1,
1.092e-05,2,
1.093e-05,1,
1.094e-05,2,
1.095e-05,2,
1.096e-05,0,
1.097e-05,1,
1.098e-05,1,
1.099e-05,1,
1.1e-05,0,
1.101e-05,2,
1.102e-05,1,
1.103e-05,1,
1.104e-05,0,
1.105e-05,3,
1.106e-05,4,
1.107e-05,3,
1.108e-05,2,
1.109e-05,1,
1.11e-05,2,
1.111e-05,2,
1.112e-05,2,
1.113e-05,2,
1.114e-05,3,
1.115e-05,0,
1.116e-05,2,
1.117e-05,1,
1.118e-05,0,
1.119e-05,0,
1.12e-05,3,
1.121e-05,3,
1.122e-05,3,
1.123e-05,2,
1.124e-05,1,
1.125e-05,1,
1.126e-05,2,
1.127e-05,0,
1.128e-05,3,
1.129e-05,2,
1.13e-05,1,
1.131e-05,1,
1.132e-05,1,
1.133e-05,1,
1.134e-05,1,
1.135e-05,2,
1.136e-05,2,
1.137e-05,0,
1.138e-05,0,
1.139e-05,3,
1.14e-05,0,
1.141e-05,3,
1.142e-05,1,
1.143e-05,1,
1.144e-05,2,
1.145e-05,0,
1.146e-05,0,
1.147e-05,1,
1.148e-05,2,
1.149e-05,2,
1.15e-05,1,
1.151e-05,1,
1.152e-05,2,
1.153e-05,1,
1.154e-05,0,
1.155e-05,1,
1.156e-05,0,
1.157e-05,2,
1.158e-05,3,
1.159e-05,4,
1.16e-05,3,
1.161e-05,2,
1.162e-05,0,
1.163e-05,1,
1.164e-05,2,
1.165e-05,0,
1.166e-05,0,
1.167e-05,1,
1.168e-05,2,
1.169e-05,2,
1.17e-05,2,
1.171e-05,1,
1.172e-05,3,
1.173e-05,1,
1.174e-05,0,
1.175e-05,0,
1.176e-05,4,
1.177e-05,3,
1.178e-05,3,
1.179e-05,1,
1.18e-05,1,
1.181e-05,1,
1.182e-05,1,
1.183e-05,6,
1.184e-05,2,
1.185e-05,1,
1.186e-05,1,
1.187e-05,1,
1.188e-05,0,
1.189e-05,2,
1.19e-05,1,
1.191e-05,0,
1.192e-05,1,
1.193e-05,1,
1.194e-05,0,
1.195e-05,2,
1.196e-05,1,
1.197e-05,3,
1.198e-05,4,
1.199e-05,3,
1.2e-05,1,
1.201e-05,3,
1.202e-05,5,
1.203e-05,1,
1.204e-05,1,
1.205e-05,2,
1.206e-05,2,
1.207e-05,1,
1.208e-05,1,
1.209e-05,2,
1.21e-05,5,
1.211e-05,0,
1.212e-05,2,
1.213e-05,2,
1.214e-05,3,
1.215e-05,1,
1.216e-05,1,
1.217e-05,0,
1.218e-05,2,
1.219e-05,0,
1.22e-05,1,
1.221e-05,1,
1.222e-05,3,
1.223e-05,3,
1.224e-05,1,
1.225e-05,0,
1.226e-05,1,
1.227e-05,2,
1.228e-05,0,
1.229e-05,0,
1.23e-05,2,
1.231e-05,2,
1.232e-05,2,
1.233e-05,1,
1.234e-05,3,
1.235e-05,4,
1.236e-05,7,
1.237e-05,7,
1.238e-05,2,
1.239e-05,2,
1.24e-05,3,
1.241e-05,2,
1.242e-05,1,
1.243e-05,4,
1.244e-05,1,
1.245e-05,3,
1.246e-05,2,
1.247e-05,3,
1.248e-05,1,
1.249e-05,2,
1.25e-05,2,
1.251e-05,3,
1.252e-05,2,
1.253e-05,0,
1.254e-05,0,
1.255e-05,0,
1.256e-05,3,
1.257e-05,2,
1.258e-05,2,
1.259e-05,1,
1.26e-05,4,
1.261e-05,1,
1.262e-05,2,
1.263e-05,1,
1.264e-05,1,
1.265e-05,1,
1.266e-05,2,
1.267e-05,1,
1.268e-05,1,
1.269e-05,3,
1.27e-05,0,
1.271e-05,3,
1.272e-05,1,
1.273e-05,0,
1.274e-05,1,
1.275e-05,3,
1.276e-05,2,
1.277e-05,1,
1.278e-05,1,
1.279e-05,2,
1.28e-05,3,
1.281e-05,3,
1.282e-05,3,
1.283e-05,1,
1.284e-05,2,
1.285e-05,0,
1.286e-05,3,
1.287e-05,2,
1.288e-05,2,
1.289e-05,4,
1.29e-05,1,
1.291e-05,1,
1.292e-05,1,
1.293e-05,1,
1.294e-05,4,
1.295e-05,0,
1.296e-05,1,
1.297e-05,2,
1.298e-05,1,
1.299e-05,3,
1.3e-05,1,
1.301e-05,3,
1.302e-05,1,
1.303e-05,5,
1.304e-05,2,
1.305e-05,3,
1.306e-05,0,
1.307e-05,3,
1.308e-05,4,
1.309e-05,1,
1.31e-05,2,
1.311e-05,0,
1.312e-05,0,
1.313e-05,1,
1.314e-05,0,
1.315e-05,1,
1.316e-05,2,
1.317e-05,1,
1.318e-05,2,
1.319e-05,1,
1.32e-05,2,
1.321e-05,2,
1.322e-05,2,
