x0000,y0000
0,4,
2.9999e-08,3,
5.9998e-08,3,
8.9997e-08,4,
1.19996e-07,3,
1.49995e-07,2,
1.79994e-07,2,
2.09993e-07,10,
2.39992e-07,413,
2.69991e-07,447,
2.9999e-07,468,
3.29989e-07,463,
3.59988e-07,468,
3.89987e-07,439,
4.19986e-07,411,
4.49985e-07,392,
4.79984e-07,396,
5.09983e-07,385,
5.39982e-07,380,
5.69981e-07,352,
5.9998e-07,363,
6.29979e-07,356,
6.59978e-07,354,
6.89977e-07,342,
7.19976e-07,336,
7.49975e-07,300,
7.79974e-07,326,
8.09973e-07,319,
8.39972e-07,297,
8.69971e-07,306,
8.9997e-07,313,
9.29969e-07,299,
9.59968e-07,298,
9.89967e-07,305,
1.019966e-06,272,
1.049965e-06,269,
1.079964e-06,284,
1.109963e-06,268,
1.139962e-06,261,
1.169961e-06,253,
1.19996e-06,267,
1.229959e-06,240,
1.259958e-06,281,
1.289957e-06,223,
1.319956e-06,242,
1.349955e-06,266,
1.379954e-06,240,
1.409953e-06,224,
1.439952e-06,250,
1.469951e-06,277,
1.49995e-06,238,
1.529949e-06,242,
1.559948e-06,232,
1.589947e-06,238,
1.619946e-06,243,
1.649945e-06,253,
1.679944e-06,227,
1.709943e-06,231,
1.739942e-06,249,
1.769941e-06,231,
1.79994e-06,250,
1.829939e-06,232,
1.859938e-06,214,
1.889937e-06,208,
1.919936e-06,223,
1.949935e-06,221,
1.979934e-06,254,
2.009933e-06,251,
2.039932e-06,221,
2.069931e-06,194,
2.09993e-06,231,
2.129929e-06,218,
2.159928e-06,199,
2.189927e-06,237,
2.219926e-06,226,
2.249925e-06,234,
2.279924e-06,226,
2.309923e-06,235,
2.339922e-06,221,
2.369921e-06,243,
2.39992e-06,207,
2.429919e-06,215,
2.459918e-06,221,
2.489917e-06,229,
2.519916e-06,226,
2.549915e-06,213,
2.579914e-06,216,
2.609913e-06,236,
2.639912e-06,219,
2.669911e-06,221,
2.69991e-06,235,
2.729909e-06,235,
2.759908e-06,255,
2.789907e-06,220,
2.819906e-06,230,
2.849905e-06,201,
2.879904e-06,214,
2.909903e-06,205,
2.939902e-06,213,
2.969901e-06,231,
2.9999e-06,197,
3.029899e-06,200,
3.059898e-06,239,
3.089897e-06,208,
3.119896e-06,219,
3.149895e-06,219,
3.179894e-06,241,
3.209893e-06,243,
3.239892e-06,237,
3.269891e-06,212,
3.29989e-06,219,
3.329889e-06,223,
3.359888e-06,194,
3.389887e-06,215,
3.419886e-06,226,
3.449885e-06,229,
3.479884e-06,226,
3.509883e-06,234,
3.539882e-06,206,
3.569881e-06,218,
3.59988e-06,217,
3.629879e-06,232,
3.659878e-06,196,
3.689877e-06,220,
3.719876e-06,220,
3.749875e-06,219,
3.779874e-06,189,
3.809873e-06,226,
3.839872e-06,224,
3.869871e-06,219,
3.89987e-06,235,
3.929869e-06,209,
3.959868e-06,196,
3.989867e-06,239,
4.019866e-06,222,
4.049865e-06,204,
4.079864e-06,253,
4.109863e-06,233,
4.139862e-06,210,
4.169861e-06,212,
4.19986e-06,211,
4.229859e-06,234,
4.259858e-06,235,
4.289857e-06,188,
4.319856e-06,240,
4.349855e-06,202,
4.379854e-06,227,
4.409853e-06,216,
4.439852e-06,194,
4.469851e-06,199,
4.49985e-06,226,
4.529849e-06,187,
4.559848e-06,221,
4.589847e-06,223,
4.619846e-06,222,
4.649845e-06,206,
4.679844e-06,223,
4.709843e-06,213,
4.739842e-06,227,
4.769841e-06,232,
4.79984e-06,232,
4.829839e-06,213,
4.859838e-06,231,
4.889837e-06,213,
4.919836e-06,201,
4.949835e-06,240,
4.979834e-06,254,
5.009833e-06,210,
5.039832e-06,199,
5.069831e-06,222,
5.09983e-06,225,
5.129829e-06,228,
5.159828e-06,193,
5.189827e-06,212,
5.219826e-06,195,
5.249825e-06,219,
5.279824e-06,216,
5.309823e-06,210,
5.339822e-06,242,
5.369821e-06,222,
5.39982e-06,201,
5.429819e-06,218,
5.459818e-06,213,
5.489817e-06,250,
5.519816e-06,207,
5.549815e-06,230,
5.579814e-06,211,
5.609813e-06,200,
5.639812e-06,228,
5.669811e-06,207,
5.69981e-06,205,
5.729809e-06,225,
5.759808e-06,218,
5.789807e-06,215,
5.819806e-06,228,
5.849805e-06,240,
5.879804e-06,184,
5.909803e-06,240,
5.939802e-06,215,
5.969801e-06,232,
5.9998e-06,239,
6.029799e-06,225,
6.059798e-06,207,
6.089797e-06,211,
6.119796e-06,252,
6.149795e-06,201,
6.179794e-06,215,
6.209793e-06,222,
6.239792e-06,221,
6.269791e-06,208,
6.29979e-06,222,
6.329789e-06,222,
6.359788e-06,204,
6.389787e-06,214,
6.419786e-06,219,
6.449785e-06,208,
6.479784e-06,194,
6.509783e-06,223,
6.539782e-06,222,
6.569781e-06,216,
6.59978e-06,231,
6.629779e-06,235,
6.659778e-06,250,
6.689777e-06,208,
6.719776e-06,235,
6.749775e-06,226,
6.779774e-06,224,
6.809773e-06,207,
6.839772e-06,199,
6.869771e-06,221,
6.89977e-06,245,
6.929769e-06,239,
6.959768e-06,227,
6.989767e-06,232,
7.019766e-06,220,
7.049765e-06,227,
7.079764e-06,233,
7.109763e-06,229,
7.139762e-06,200,
7.169761e-06,217,
7.19976e-06,229,
7.229759e-06,217,
7.259758e-06,245,
7.289757e-06,189,
7.319756e-06,218,
7.349755e-06,225,
7.379754e-06,225,
7.409753e-06,218,
7.439752e-06,203,
7.469751e-06,221,
7.49975e-06,249,
7.529749e-06,227,
7.559748e-06,220,
7.589747e-06,225,
7.619746e-06,220,
7.649745e-06,231,
7.679744e-06,208,
7.709743e-06,215,
7.739742e-06,229,
7.769741e-06,215,
7.79974e-06,205,
7.829739e-06,197,
7.859738e-06,209,
7.889737e-06,232,
7.919736e-06,221,
7.949735e-06,180,
7.979734e-06,221,
