x0000,y0000
2.99e-06,130,
3e-06,117,
3.01e-06,140,
3.02e-06,138,
3.03e-06,108,
3.04e-06,135,
3.05e-06,132,
3.06e-06,134,
3.07e-06,130,
3.08e-06,108,
3.09e-06,133,
3.1e-06,146,
3.11e-06,112,
3.12e-06,128,
3.13e-06,116,
3.14e-06,129,
3.15e-06,128,
3.16e-06,118,
3.17e-06,146,
3.18e-06,114,
3.19e-06,122,
3.2e-06,134,
3.21e-06,151,
3.22e-06,97,
3.23e-06,137,
3.24e-06,105,
3.25e-06,128,
3.26e-06,121,
3.27e-06,149,
3.28e-06,131,
3.29e-06,131,
3.3e-06,127,
3.31e-06,133,
3.32e-06,166,
3.33e-06,128,
3.34e-06,125,
3.35e-06,119,
3.36e-06,97,
3.37e-06,99,
3.38e-06,145,
3.39e-06,117,
3.4e-06,145,
3.41e-06,119,
3.42e-06,116,
3.43e-06,134,
3.44e-06,124,
3.45e-06,129,
3.46e-06,132,
3.47e-06,106,
3.48e-06,126,
3.49e-06,110,
3.5e-06,150,
3.51e-06,126,
3.52e-06,118,
3.53e-06,141,
3.54e-06,119,
3.55e-06,117,
3.56e-06,128,
3.57e-06,114,
3.58e-06,131,
3.59e-06,152,
3.6e-06,136,
3.61e-06,114,
3.62e-06,141,
3.63e-06,128,
3.64e-06,126,
3.65e-06,128,
3.66e-06,123,
3.67e-06,109,
3.68e-06,126,
3.69e-06,116,
3.7e-06,125,
3.71e-06,127,
3.72e-06,122,
3.73e-06,144,
3.74e-06,123,
3.75e-06,124,
3.76e-06,121,
3.77e-06,133,
3.78e-06,128,
3.79e-06,141,
3.8e-06,131,
3.81e-06,138,
3.82e-06,122,
3.83e-06,128,
3.84e-06,121,
3.85e-06,139,
3.86e-06,121,
3.87e-06,133,
3.88e-06,131,
3.89e-06,126,
3.9e-06,128,
3.91e-06,126,
3.92e-06,153,
3.93e-06,120,
3.94e-06,125,
3.95e-06,146,
3.96e-06,117,
3.97e-06,123,
3.98e-06,149,
3.99e-06,131,
4e-06,133,
4.01e-06,141,
4.02e-06,133,
4.03e-06,142,
4.04e-06,129,
4.05e-06,109,
4.06e-06,140,
4.07e-06,141,
4.08e-06,118,
4.09e-06,102,
4.1e-06,128,
4.11e-06,125,
4.12e-06,140,
4.13e-06,116,
4.14e-06,110,
4.15e-06,108,
4.16e-06,138,
4.17e-06,125,
4.18e-06,129,
4.19e-06,127,
4.2e-06,145,
4.21e-06,130,
4.22e-06,121,
4.23e-06,123,
4.24e-06,133,
4.25e-06,128,
4.26e-06,123,
4.27e-06,117,
4.28e-06,134,
4.29e-06,129,
4.3e-06,124,
4.31e-06,125,
4.32e-06,134,
4.33e-06,140,
4.34e-06,127,
4.35e-06,148,
4.36e-06,120,
4.37e-06,139,
4.38e-06,123,
4.39e-06,141,
4.4e-06,114,
4.41e-06,137,
4.42e-06,119,
4.43e-06,131,
4.44e-06,118,
4.45e-06,153,
4.46e-06,147,
4.47e-06,141,
4.48e-06,124,
4.49e-06,120,
4.5e-06,128,
4.51e-06,115,
4.52e-06,108,
4.53e-06,128,
4.54e-06,130,
4.55e-06,128,
4.56e-06,122,
4.57e-06,120,
4.58e-06,113,
4.59e-06,111,
4.6e-06,145,
4.61e-06,123,
4.62e-06,117,
4.63e-06,122,
4.64e-06,114,
4.65e-06,140,
4.66e-06,119,
4.67e-06,149,
4.68e-06,111,
4.69e-06,110,
4.7e-06,137,
4.71e-06,99,
4.72e-06,126,
4.73e-06,124,
4.74e-06,135,
4.75e-06,119,
4.76e-06,149,
4.77e-06,131,
4.78e-06,122,
4.79e-06,148,
4.8e-06,116,
4.81e-06,116,
4.82e-06,131,
4.83e-06,132,
4.84e-06,142,
4.85e-06,121,
4.86e-06,122,
4.87e-06,116,
4.88e-06,127,
4.89e-06,131,
4.9e-06,132,
4.91e-06,130,
4.92e-06,128,
4.93e-06,126,
4.94e-06,129,
4.95e-06,123,
4.96e-06,121,
4.97e-06,112,
4.98e-06,129,
4.99e-06,129,
5e-06,135,
5.01e-06,110,
5.02e-06,137,
5.03e-06,115,
5.04e-06,125,
5.05e-06,136,
5.06e-06,124,
5.07e-06,127,
5.08e-06,122,
5.09e-06,128,
5.1e-06,134,
5.11e-06,138,
5.12e-06,137,
5.13e-06,122,
5.14e-06,116,
5.15e-06,122,
5.16e-06,128,
5.17e-06,116,
5.18e-06,118,
5.19e-06,109,
5.2e-06,133,
5.21e-06,117,
5.22e-06,144,
5.23e-06,128,
5.24e-06,124,
5.25e-06,120,
5.26e-06,143,
5.27e-06,111,
5.28e-06,137,
5.29e-06,131,
5.3e-06,137,
5.31e-06,126,
5.32e-06,102,
5.33e-06,125,
5.34e-06,132,
5.35e-06,107,
5.36e-06,130,
5.37e-06,138,
5.38e-06,133,
5.39e-06,130,
5.4e-06,150,
5.41e-06,117,
5.42e-06,122,
5.43e-06,128,
5.44e-06,121,
5.45e-06,121,
5.46e-06,125,
5.47e-06,138,
5.48e-06,127,
5.49e-06,128,
5.5e-06,118,
5.51e-06,138,
5.52e-06,131,
5.53e-06,135,
5.54e-06,119,
5.55e-06,120,
5.56e-06,143,
5.57e-06,131,
5.58e-06,136,
5.59e-06,134,
5.6e-06,116,
5.61e-06,117,
5.62e-06,129,
5.63e-06,147,
5.64e-06,119,
5.65e-06,141,
5.66e-06,139,
5.67e-06,131,
5.68e-06,124,
5.69e-06,148,
5.7e-06,125,
5.71e-06,110,
5.72e-06,112,
5.73e-06,108,
5.74e-06,139,
5.75e-06,114,
5.76e-06,107,
5.77e-06,119,
5.78e-06,122,
5.79e-06,128,
5.8e-06,125,
5.81e-06,143,
5.82e-06,142,
5.83e-06,116,
5.84e-06,135,
5.85e-06,117,
5.86e-06,124,
5.87e-06,113,
5.88e-06,123,
5.89e-06,130,
5.9e-06,128,
5.91e-06,118,
5.92e-06,131,
5.93e-06,134,
5.94e-06,117,
5.95e-06,121,
5.96e-06,112,
5.97e-06,145,
5.98e-06,109,
5.99e-06,119,
6e-06,135,
6.01e-06,121,
6.02e-06,131,
6.03e-06,151,
6.04e-06,123,
6.05e-06,133,
6.06e-06,119,
6.07e-06,137,
6.08e-06,137,
6.09e-06,126,
6.1e-06,136,
6.11e-06,107,
6.12e-06,140,
6.13e-06,117,
6.14e-06,124,
6.15e-06,132,
6.16e-06,124,
6.17e-06,126,
6.18e-06,140,
6.19e-06,112,
6.2e-06,131,
6.21e-06,120,
6.22e-06,143,
6.23e-06,127,
6.24e-06,149,
6.25e-06,132,
6.26e-06,119,
6.27e-06,118,
6.28e-06,123,
6.29e-06,126,
6.3e-06,111,
6.31e-06,126,
6.32e-06,110,
6.33e-06,146,
6.34e-06,136,
6.35e-06,133,
6.36e-06,109,
6.37e-06,117,
6.38e-06,117,
6.39e-06,134,
6.4e-06,124,
6.41e-06,125,
6.42e-06,126,
6.43e-06,117,
6.44e-06,133,
6.45e-06,120,
6.46e-06,126,
6.47e-06,105,
6.48e-06,108,
6.49e-06,126,
6.5e-06,113,
6.51e-06,110,
6.52e-06,127,
6.53e-06,110,
6.54e-06,140,
6.55e-06,125,
6.56e-06,141,
6.57e-06,142,
6.58e-06,106,
6.59e-06,98,
6.6e-06,121,
6.61e-06,108,
6.62e-06,130,
6.63e-06,111,
6.64e-06,124,
6.65e-06,137,
6.66e-06,135,
6.67e-06,130,
6.68e-06,139,
6.69e-06,128,
6.7e-06,117,
6.71e-06,118,
6.72e-06,105,
6.73e-06,123,
6.74e-06,118,
6.75e-06,140,
6.76e-06,128,
6.77e-06,133,
6.78e-06,122,
6.79e-06,135,
6.8e-06,122,
6.81e-06,117,
6.82e-06,117,
6.83e-06,118,
6.84e-06,135,
6.85e-06,123,
6.86e-06,139,
6.87e-06,125,
6.88e-06,115,
6.89e-06,111,
6.9e-06,122,
6.91e-06,119,
6.92e-06,110,
6.93e-06,127,
6.94e-06,132,
6.95e-06,113,
6.96e-06,104,
6.97e-06,127,
6.98e-06,113,
6.99e-06,144,
7e-06,104,
7.01e-06,121,
7.02e-06,129,
7.03e-06,112,
7.04e-06,142,
7.05e-06,133,
7.06e-06,130,
7.07e-06,133,
7.08e-06,117,
7.09e-06,120,
7.1e-06,129,
7.11e-06,113,
7.12e-06,122,
7.13e-06,128,
7.14e-06,130,
7.15e-06,131,
7.16e-06,121,
7.17e-06,114,
7.18e-06,139,
7.19e-06,126,
7.2e-06,115,
7.21e-06,121,
7.22e-06,121,
7.23e-06,122,
7.24e-06,102,
7.25e-06,137,
7.26e-06,112,
7.27e-06,122,
7.28e-06,100,
7.29e-06,130,
7.3e-06,107,
7.31e-06,132,
7.32e-06,115,
7.33e-06,121,
7.34e-06,97,
7.35e-06,105,
7.36e-06,120,
7.37e-06,103,
7.38e-06,147,
7.39e-06,125,
7.4e-06,132,
7.41e-06,116,
7.42e-06,134,
7.43e-06,129,
7.44e-06,129,
7.45e-06,109,
7.46e-06,112,
7.47e-06,110,
7.48e-06,120,
7.49e-06,126,
7.5e-06,120,
7.51e-06,112,
7.52e-06,102,
7.53e-06,118,
7.54e-06,137,
7.55e-06,128,
7.56e-06,130,
7.57e-06,121,
7.58e-06,121,
7.59e-06,122,
7.6e-06,123,
7.61e-06,122,
7.62e-06,119,
7.63e-06,130,
7.64e-06,116,
7.65e-06,135,
7.66e-06,136,
7.67e-06,130,
7.68e-06,124,
7.69e-06,141,
7.7e-06,138,
7.71e-06,112,
7.72e-06,149,
7.73e-06,112,
7.74e-06,130,
7.75e-06,121,
7.76e-06,123,
7.77e-06,124,
7.78e-06,132,
7.79e-06,126,
7.8e-06,130,
7.81e-06,129,
7.82e-06,118,
7.83e-06,134,
7.84e-06,108,
7.85e-06,131,
7.86e-06,131,
7.87e-06,117,
7.88e-06,125,
7.89e-06,113,
7.9e-06,135,
7.91e-06,110,
7.92e-06,119,
7.93e-06,152,
7.94e-06,142,
7.95e-06,120,
7.96e-06,131,
7.97e-06,130,
7.98e-06,131,
7.99e-06,116,
8e-06,132,
8.01e-06,115,
8.02e-06,134,
8.03e-06,125,
8.04e-06,116,
8.05e-06,134,
8.06e-06,135,
8.07e-06,120,
8.08e-06,121,
8.09e-06,109,
8.1e-06,139,
8.11e-06,119,
8.12e-06,110,
8.13e-06,102,
8.14e-06,122,
8.15e-06,129,
8.16e-06,113,
8.17e-06,107,
8.18e-06,119,
8.19e-06,122,
8.2e-06,160,
8.21e-06,128,
8.22e-06,110,
8.23e-06,115,
8.24e-06,125,
8.25e-06,54,
8.26e-06,5,
8.27e-06,2,
8.28e-06,2,
8.29e-06,4,
8.3e-06,3,
8.31e-06,1,
8.32e-06,4,
8.33e-06,2,
8.34e-06,2,
8.35e-06,2,
8.36e-06,4,
8.37e-06,3,
8.38e-06,4,
8.39e-06,2,
8.4e-06,0,
8.41e-06,5,
8.42e-06,1,
8.43e-06,3,
8.44e-06,1,
8.45e-06,3,
8.46e-06,3,
8.47e-06,2,
8.48e-06,6,
8.49e-06,6,
8.5e-06,1,
8.51e-06,2,
8.52e-06,1,
8.53e-06,2,
8.54e-06,2,
8.55e-06,4,
8.56e-06,5,
8.57e-06,3,
8.58e-06,1,
8.59e-06,3,
8.6e-06,3,
8.61e-06,3,
8.62e-06,1,
8.63e-06,0,
8.64e-06,3,
8.65e-06,1,
8.66e-06,1,
8.67e-06,0,
8.68e-06,2,
8.69e-06,1,
8.7e-06,3,
8.71e-06,2,
8.72e-06,2,
8.73e-06,1,
8.74e-06,1,
8.75e-06,1,
8.76e-06,0,
8.77e-06,2,
8.78e-06,1,
8.79e-06,0,
8.8e-06,2,
8.81e-06,3,
8.82e-06,4,
8.83e-06,1,
8.84e-06,2,
8.85e-06,5,
8.86e-06,2,
8.87e-06,0,
8.88e-06,3,
8.89e-06,3,
8.9e-06,2,
8.91e-06,0,
8.92e-06,2,
8.93e-06,2,
8.94e-06,1,
8.95e-06,2,
8.96e-06,1,
8.97e-06,1,
8.98e-06,2,
8.99e-06,2,
9e-06,3,
9.01e-06,2,
9.02e-06,1,
9.03e-06,2,
9.04e-06,1,
9.05e-06,8,
9.06e-06,0,
9.07e-06,1,
9.08e-06,2,
9.09e-06,0,
9.1e-06,2,
9.11e-06,1,
9.12e-06,5,
9.13e-06,0,
9.14e-06,1,
9.15e-06,0,
9.16e-06,3,
9.17e-06,2,
9.18e-06,3,
9.19e-06,2,
9.2e-06,2,
9.21e-06,1,
9.22e-06,2,
9.23e-06,1,
9.24e-06,0,
9.25e-06,2,
9.26e-06,4,
9.27e-06,2,
9.28e-06,1,
9.29e-06,2,
9.3e-06,1,
9.31e-06,0,
9.32e-06,1,
9.33e-06,2,
9.34e-06,0,
9.35e-06,5,
9.36e-06,2,
9.37e-06,3,
9.38e-06,1,
9.39e-06,2,
9.4e-06,3,
9.41e-06,0,
9.42e-06,0,
9.43e-06,1,
9.44e-06,2,
9.45e-06,3,
9.46e-06,1,
9.47e-06,4,
9.48e-06,2,
9.49e-06,6,
9.5e-06,1,
9.51e-06,2,
9.52e-06,2,
9.53e-06,3,
9.54e-06,1,
9.55e-06,1,
9.56e-06,2,
9.57e-06,2,
9.58e-06,2,
9.59e-06,2,
9.6e-06,1,
9.61e-06,1,
9.62e-06,0,
9.63e-06,2,
9.64e-06,2,
9.65e-06,3,
9.66e-06,2,
9.67e-06,0,
9.68e-06,2,
9.69e-06,1,
9.7e-06,1,
9.71e-06,3,
9.72e-06,0,
9.73e-06,1,
9.74e-06,0,
9.75e-06,2,
9.76e-06,1,
9.77e-06,4,
9.78e-06,4,
9.79e-06,2,
9.8e-06,3,
9.81e-06,3,
9.82e-06,0,
9.83e-06,2,
9.84e-06,0,
9.85e-06,4,
9.86e-06,3,
9.87e-06,1,
9.88e-06,3,
9.89e-06,1,
9.9e-06,2,
9.91e-06,3,
9.92e-06,0,
9.93e-06,2,
9.94e-06,2,
9.95e-06,0,
9.96e-06,4,
9.97e-06,1,
9.98e-06,0,
9.99e-06,2,
1e-05,2,
1.001e-05,0,
1.002e-05,1,
1.003e-05,1,
1.004e-05,2,
1.005e-05,1,
1.006e-05,0,
1.007e-05,2,
1.008e-05,0,
1.009e-05,2,
1.01e-05,0,
1.011e-05,1,
1.012e-05,0,
1.013e-05,1,
1.014e-05,2,
1.015e-05,4,
1.016e-05,1,
1.017e-05,2,
1.018e-05,2,
1.019e-05,0,
1.02e-05,2,
1.021e-05,0,
1.022e-05,3,
1.023e-05,4,
1.024e-05,2,
1.025e-05,2,
1.026e-05,3,
1.027e-05,0,
1.028e-05,1,
1.029e-05,1,
1.03e-05,3,
1.031e-05,1,
1.032e-05,1,
1.033e-05,2,
1.034e-05,0,
1.035e-05,0,
1.036e-05,3,
1.037e-05,2,
1.038e-05,1,
1.039e-05,2,
1.04e-05,2,
1.041e-05,2,
1.042e-05,1,
1.043e-05,0,
1.044e-05,1,
1.045e-05,2,
1.046e-05,2,
1.047e-05,3,
1.048e-05,2,
1.049e-05,2,
1.05e-05,2,
1.051e-05,0,
1.052e-05,4,
1.053e-05,5,
1.054e-05,2,
1.055e-05,2,
1.056e-05,1,
1.057e-05,0,
1.058e-05,3,
1.059e-05,1,
1.06e-05,0,
1.061e-05,1,
1.062e-05,3,
1.063e-05,3,
1.064e-05,1,
1.065e-05,4,
1.066e-05,1,
1.067e-05,3,
1.068e-05,3,
1.069e-05,3,
1.07e-05,4,
1.071e-05,1,
1.072e-05,0,
1.073e-05,5,
1.074e-05,2,
1.075e-05,3,
1.076e-05,2,
1.077e-05,0,
1.078e-05,1,
1.079e-05,1,
1.08e-05,2,
1.081e-05,1,
1.082e-05,2,
1.083e-05,3,
1.084e-05,4,
1.085e-05,0,
1.086e-05,0,
1.087e-05,1,
1.088e-05,0,
1.089e-05,3,
1.09e-05,1,
1.091e-05,2,
1.092e-05,1,
1.093e-05,2,
1.094e-05,1,
1.095e-05,0,
1.096e-05,1,
1.097e-05,1,
1.098e-05,2,
1.099e-05,1,
1.1e-05,0,
1.101e-05,2,
1.102e-05,2,
1.103e-05,1,
1.104e-05,1,
1.105e-05,2,
1.106e-05,2,
1.107e-05,0,
1.108e-05,1,
1.109e-05,0,
1.11e-05,1,
1.111e-05,3,
1.112e-05,2,
1.113e-05,0,
1.114e-05,1,
1.115e-05,1,
1.116e-05,2,
1.117e-05,2,
1.118e-05,3,
1.119e-05,3,
1.12e-05,0,
1.121e-05,0,
1.122e-05,0,
1.123e-05,1,
1.124e-05,2,
1.125e-05,5,
1.126e-05,1,
1.127e-05,2,
1.128e-05,1,
1.129e-05,0,
1.13e-05,2,
1.131e-05,1,
1.132e-05,3,
1.133e-05,4,
1.134e-05,2,
1.135e-05,1,
1.136e-05,4,
1.137e-05,0,
1.138e-05,2,
1.139e-05,1,
1.14e-05,1,
1.141e-05,2,
1.142e-05,1,
1.143e-05,0,
1.144e-05,2,
1.145e-05,1,
1.146e-05,2,
1.147e-05,0,
1.148e-05,2,
1.149e-05,0,
1.15e-05,2,
1.151e-05,3,
1.152e-05,0,
1.153e-05,2,
1.154e-05,1,
1.155e-05,2,
1.156e-05,2,
1.157e-05,2,
1.158e-05,4,
1.159e-05,2,
1.16e-05,0,
1.161e-05,4,
1.162e-05,3,
1.163e-05,2,
1.164e-05,1,
1.165e-05,0,
1.166e-05,3,
1.167e-05,0,
1.168e-05,3,
1.169e-05,2,
1.17e-05,0,
1.171e-05,2,
1.172e-05,0,
1.173e-05,1,
1.174e-05,1,
1.175e-05,3,
1.176e-05,0,
1.177e-05,1,
1.178e-05,1,
1.179e-05,3,
1.18e-05,5,
1.181e-05,0,
1.182e-05,3,
1.183e-05,3,
1.184e-05,2,
1.185e-05,1,
1.186e-05,0,
1.187e-05,1,
1.188e-05,4,
1.189e-05,0,
1.19e-05,0,
1.191e-05,3,
1.192e-05,1,
1.193e-05,4,
1.194e-05,2,
1.195e-05,1,
1.196e-05,4,
1.197e-05,5,
1.198e-05,1,
1.199e-05,0,
1.2e-05,1,
1.201e-05,1,
1.202e-05,2,
1.203e-05,1,
1.204e-05,0,
1.205e-05,3,
1.206e-05,0,
1.207e-05,1,
1.208e-05,1,
1.209e-05,2,
1.21e-05,1,
1.211e-05,3,
1.212e-05,3,
1.213e-05,2,
1.214e-05,2,
1.215e-05,0,
1.216e-05,0,
1.217e-05,1,
1.218e-05,3,
1.219e-05,2,
1.22e-05,1,
1.221e-05,5,
1.222e-05,1,
1.223e-05,3,
1.224e-05,0,
1.225e-05,1,
1.226e-05,2,
1.227e-05,4,
1.228e-05,2,
1.229e-05,0,
1.23e-05,2,
1.231e-05,3,
1.232e-05,3,
1.233e-05,2,
1.234e-05,0,
1.235e-05,0,
1.236e-05,3,
1.237e-05,2,
1.238e-05,1,
1.239e-05,3,
1.24e-05,2,
1.241e-05,0,
1.242e-05,4,
1.243e-05,0,
1.244e-05,2,
1.245e-05,2,
1.246e-05,3,
1.247e-05,1,
1.248e-05,2,
1.249e-05,0,
1.25e-05,0,
1.251e-05,3,
1.252e-05,1,
1.253e-05,4,
1.254e-05,4,
1.255e-05,1,
1.256e-05,2,
1.257e-05,1,
1.258e-05,0,
1.259e-05,0,
1.26e-05,0,
1.261e-05,0,
1.262e-05,1,
1.263e-05,1,
1.264e-05,1,
1.265e-05,6,
1.266e-05,4,
1.267e-05,2,
1.268e-05,2,
1.269e-05,0,
1.27e-05,1,
1.271e-05,1,
1.272e-05,4,
1.273e-05,2,
1.274e-05,2,
1.275e-05,4,
1.276e-05,4,
1.277e-05,2,
1.278e-05,1,
1.279e-05,2,
1.28e-05,1,
1.281e-05,1,
1.282e-05,2,
1.283e-05,2,
1.284e-05,1,
1.285e-05,2,
1.286e-05,6,
1.287e-05,1,
1.288e-05,0,
1.289e-05,2,
1.29e-05,1,
1.291e-05,1,
1.292e-05,1,
1.293e-05,2,
1.294e-05,2,
1.295e-05,0,
1.296e-05,1,
1.297e-05,2,
1.298e-05,5,
1.299e-05,2,
1.3e-05,1,
1.301e-05,4,
1.302e-05,2,
1.303e-05,0,
1.304e-05,2,
1.305e-05,1,
1.306e-05,0,
1.307e-05,1,
1.308e-05,0,
1.309e-05,1,
1.31e-05,0,
1.311e-05,3,
1.312e-05,0,
1.313e-05,2,
1.314e-05,2,
1.315e-05,0,
1.316e-05,1,
1.317e-05,0,
1.318e-05,0,
1.319e-05,1,
1.32e-05,2,
1.321e-05,2,
1.322e-05,0,
