m	lambda (Hz)	Angular frequency (rad/s)	Damping ratio (1)	Quality factor (1)
11.000	4.4021E10+1.1370E9i	2.7659E11+7.1438E9i	0.025819	19.366
11.000	4.4027E10+1.5624E9i	2.7663E11+9.8170E9i	0.035466	14.098
11.000	4.4046E10+2.3603E9i	2.7675E11+1.4830E10i	0.053510	9.3440
11.000	4.4068E10+9.2105E8i	2.7689E11+5.7871E9i	0.020896	23.928
11.000	4.4083E10+1.8242E9i	2.7698E11+1.1462E10i	0.041346	12.093
11.000	4.4159E10+9.4148E8i	2.7746E11+5.9155E9i	0.021315	23.457
11.000	4.4250E10+7.5372E8i	2.7803E11+4.7358E9i	0.017031	29.359
11.000	4.4252E10+2.4551E9i	2.7805E11+1.5426E10i	0.055394	9.0262
11.000	4.4288E10+1.3481E9i	2.7827E11+8.4706E9i	0.030426	16.433
11.000	4.4333E10+1.4961E9i	2.7855E11+9.4005E9i	0.033729	14.824
11.000	4.4386E10+1.1236E9i	2.7888E11+7.0599E9i	0.025307	19.758
11.000	4.4387E10+9.7738E8i	2.7889E11+6.1411E9i	0.022014	22.713
11.000	4.4426E10+7.6700E8i	2.7914E11+4.8192E9i	0.017262	28.966
11.000	4.4457E10+9.1627E8i	2.7933E11+5.7571E9i	0.020606	24.265
11.000	4.4497E10+1.3741E9i	2.7958E11+8.6336E9i	0.030866	16.199
11.000	4.4525E10+9.6297E8i	2.7976E11+6.0505E9i	0.021623	23.124
11.000	4.4587E10+9.9799E8i	2.8015E11+6.2705E9i	0.022378	22.344
11.000	4.4646E10+2.5931E9i	2.8052E11+1.6293E10i	0.057983	8.6231
11.000	4.4651E10+6.3531E8i	2.8055E11+3.9917E9i	0.014227	35.145
11.000	4.4673E10+1.2655E9i	2.8069E11+7.9511E9i	0.028316	17.658
11.000	4.4687E10+1.5368E9i	2.8078E11+9.6562E9i	0.034371	14.547
11.000	4.4740E10+7.3669E8i	2.8111E11+4.6288E9i	0.016464	30.370
11.000	4.4747E10+1.0548E9i	2.8116E11+6.6278E9i	0.023567	21.216
11.000	4.4799E10+1.3924E9i	2.8148E11+8.7487E9i	0.031066	16.095
11.000	4.4817E10+2.9288E9i	2.8159E11+1.8402E10i	0.065211	7.6674
11.000	4.4846E10+9.5378E8i	2.8178E11+5.9928E9i	0.021263	23.515
11.000	4.5003E10+1.4037E9i	2.8276E11+8.8200E9i	0.031177	16.037
11.000	4.5064E10+1.3636E9i	2.8314E11+8.5677E9i	0.030245	16.532
11.000	4.5073E10+1.0656E9i	2.8320E11+6.6955E9i	0.023635	21.155
11.000	4.5092E10+1.8876E9i	2.8332E11+1.1860E10i	0.041824	11.955
11.000	4.5111E10+1.0211E9i	2.8344E11+6.4158E9i	0.022629	22.095
11.000	4.5151E10+1.7349E9i	2.8369E11+1.0901E10i	0.038396	13.022
11.000	4.5152E10+7.6575E8i	2.8370E11+4.8114E9i	0.016957	29.486
11.000	4.5205E10+1.1317E9i	2.8403E11+7.1105E9i	0.025026	19.979
11.000	4.5258E10+9.3091E8i	2.8437E11+5.8491E9i	0.020564	24.314
11.000	4.5328E10+1.0530E9i	2.8480E11+6.6161E9i	0.023224	21.529
11.000	4.5353E10+1.1317E9i	2.8496E11+7.1104E9i	0.024945	20.044
11.000	4.5396E10+2.7827E9i	2.8523E11+1.7484E10i	0.061184	8.1721
11.000	4.5455E10+1.0788E9i	2.8560E11+6.7783E9i	0.023727	21.073
11.000	4.5483E10+7.2974E8i	2.8578E11+4.5851E9i	0.016042	31.168
11.000	4.5483E10+9.9589E8i	2.8578E11+6.2574E9i	0.021890	22.841
11.000	4.5500E10+8.0567E8i	2.8589E11+5.0622E9i	0.017704	28.242
11.000	4.5509E10+1.1219E9i	2.8594E11+7.0489E9i	0.024644	20.289
11.000	4.5580E10+1.0997E9i	2.8639E11+6.9098E9i	0.024121	20.729
11.000	4.5596E10+9.0136E8i	2.8649E11+5.6634E9i	0.019765	25.298
11.000	4.5606E10+1.0564E9i	2.8655E11+6.6377E9i	0.023158	21.591
11.000	4.5637E10+1.6309E9i	2.8674E11+1.0247E10i	0.035714	14.000
11.000	4.5676E10+9.7661E8i	2.8699E11+6.1362E9i	0.021376	23.390
11.000	4.5732E10+1.1088E9i	2.8735E11+6.9671E9i	0.024239	20.628
11.000	4.5772E10+1.0827E9i	2.8760E11+6.8029E9i	0.023648	21.144
11.000	4.5784E10+2.3281E9i	2.8767E11+1.4628E10i	0.050784	9.8455
11.000	4.5787E10+1.4830E9i	2.8769E11+9.3180E9i	0.032372	15.445
11.000	4.5799E10+2.9536E9i	2.8776E11+1.8558E10i	0.064358	7.7691
11.000	4.5894E10+2.4004E9i	2.8836E11+1.5082E10i	0.052233	9.5726
11.000	4.5911E10+1.0141E9i	2.8847E11+6.3718E9i	0.022083	22.642
11.000	4.5921E10+7.2870E8i	2.8853E11+4.5786E9i	0.015867	31.513
11.000	4.5975E10+1.1430E9i	2.8887E11+7.1818E9i	0.024854	20.118
11.000	4.6010E10+9.4304E8i	2.8909E11+5.9253E9i	0.020492	24.400
11.000	4.6049E10+1.6887E9i	2.8934E11+1.0610E10i	0.036647	13.644
11.000	4.6137E10+6.6345E8i	2.8989E11+4.1686E9i	0.014379	34.774
11.000	4.6176E10+1.1031E9i	2.9013E11+6.9309E9i	0.023882	20.936
11.000	4.6216E10+1.5335E9i	2.9038E11+9.6351E9i	0.033162	15.077
11.000	4.6218E10+1.1425E9i	2.9040E11+7.1786E9i	0.024712	20.233
11.000	4.6228E10+3.3379E8i	2.9046E11+2.0972E9i	0.0072203	69.250
11.000	4.6283E10+1.1925E9i	2.9080E11+7.4926E9i	0.025757	19.413
11.000	4.6307E10+6.7546E8i	2.9095E11+4.2440E9i	0.014585	34.282
11.000	4.6328E10+9.6759E8i	2.9109E11+6.0796E9i	0.020881	23.945
11.000	4.6392E10+3.1879E9i	2.9149E11+2.0030E10i	0.068555	7.2934
11.000	4.6400E10+8.5062E8i	2.9154E11+5.3446E9i	0.018329	27.278
11.000	4.6435E10+2.3693E9i	2.9176E11+1.4887E10i	0.050958	9.8121
11.000	4.6438E10+1.2193E9i	2.9178E11+7.6612E9i	0.026248	19.049
11.000	4.6442E10+1.0549E9i	2.9181E11+6.6281E9i	0.022708	22.019
11.000	4.6490E10+2.9546E9i	2.9210E11+1.8564E10i	0.063425	7.8833
11.000	4.6492E10+3.1235E9i	2.9212E11+1.9626E10i	0.067033	7.4590
11.000	4.6516E10+9.1501E8i	2.9227E11+5.7492E9i	0.019667	25.423
11.000	4.6549E10+2.3728E9i	2.9247E11+1.4909E10i	0.050909	9.8214
11.000	4.6562E10+8.5199E8i	2.9256E11+5.3532E9i	0.018295	27.330
11.000	4.6604E10+3.0637E9i	2.9282E11+1.9250E10i	0.065597	7.6223
11.000	4.6604E10+1.2218E9i	2.9282E11+7.6766E9i	0.026207	19.079
11.000	4.6638E10+1.6001E9i	2.9303E11+1.0054E10i	0.034290	14.581
11.000	4.6718E10+1.3373E9i	2.9354E11+8.4027E9i	0.028614	17.474
11.000	4.6799E10+7.0266E8i	2.9405E11+4.4149E9i	0.015013	33.305
11.000	4.6807E10+1.1112E9i	2.9410E11+6.9819E9i	0.023733	21.068
11.000	4.6828E10+8.3705E8i	2.9423E11+5.2593E9i	0.017872	27.976
11.000	4.6837E10+6.2743E8i	2.9429E11+3.9423E9i	0.013395	37.328
11.000	4.6844E10+1.0369E9i	2.9433E11+6.5150E9i	0.022130	22.594
11.000	4.6934E10+1.4770E9i	2.9490E11+9.2801E9i	0.031453	15.897
11.000	4.6964E10+8.4332E8i	2.9508E11+5.2987E9i	0.017954	27.849
11.000	4.6966E10+6.2605E8i	2.9509E11+3.9336E9i	0.013329	37.513
11.000	4.6978E10+3.0445E9i	2.9517E11+1.9129E10i	0.064670	7.7315
11.000	4.6989E10+5.9701E8i	2.9524E11+3.7511E9i	0.012704	39.357
11.000	4.7033E10+2.8158E9i	2.9552E11+1.7692E10i	0.059760	8.3668
11.000	4.7123E10+6.7364E8i	2.9608E11+4.2326E9i	0.014294	34.979
11.000	4.7154E10+9.6071E8i	2.9628E11+6.0363E9i	0.020370	24.546
11.000	4.7193E10+6.5096E8i	2.9652E11+4.0901E9i	0.013792	36.252
11.000	4.7238E10+1.3641E9i	2.9681E11+8.5711E9i	0.028866	17.322
11.000	4.7258E10+1.2471E9i	2.9693E11+7.8355E9i	0.026379	18.954
11.000	4.7273E10+6.8749E8i	2.9703E11+4.3196E9i	0.014541	34.385
