#Saved Data from the class pulsed_measurement_logic on 18.11.2022 at 10h34m53s.
#
#Parameters:
#===========
#
#bin width (s): 5.0000000000000001e-09
#record length (s): 1.0025000000000000e-05
#gated counting: False
#extraction parameters: {'conv_std_dev': 5.0, 'method': 'conv_deriv'}
#
#Data:
#=====
#Signal (counts)
13	2
28	11
23	13
30	27
27	34
32	25
31	36
25	26
27	35
35	29
32	29
23	28
25	22
32	22
27	33
27	25
31	26
25	24
28	21
25	28
31	27
23	25
18	27
18	22
16	19
27	18
21	26
24	21
23	23
20	25
27	25
20	19
15	19
21	21
19	18
21	27
20	17
20	28
23	24
19	17
23	25
24	23
22	17
21	30
20	13
21	19
24	16
28	23
18	26
20	20
17	16
20	13
16	20
13	25
13	15
22	14
18	19
19	12
13	19
9	17
18	19
24	17
13	14
20	18
16	11
27	19
22	14
18	22
16	24
14	18
16	13
15	21
19	14
16	14
25	20
17	17
18	11
13	19
15	25
18	20
20	16
18	15
17	21
22	24
13	18
14	14
24	20
12	17
24	14
22	14
9	11
24	14
15	12
15	14
10	13
15	15
10	17
15	13
21	13
18	23
8	11
20	13
14	18
21	20
11	6
16	11
22	14
14	16
11	14
15	19
17	21
17	14
14	15
14	13
20	16
23	13
13	19
17	12
16	9
12	17
5	20
16	12
19	10
14	12
9	9
15	17
16	23
12	13
12	14
15	9
20	19
17	12
8	14
10	12
14	14
10	7
15	12
13	10
14	17
8	12
12	20
9	13
12	12
11	12
9	16
14	20
10	9
10	13
19	13
14	14
14	17
14	17
13	14
12	8
15	14
13	14
13	13
18	8
13	10
13	11
16	15
10	14
13	11
13	15
21	11
23	12
8	13
12	12
6	15
13	14
12	17
6	7
11	12
18	13
16	7
13	14
19	22
11	16
14	11
17	13
7	6
16	10
10	15
11	12
16	20
11	14
14	8
15	16
13	13
13	12
11	9
12	14
10	14
10	7
18	10
17	12
12	12
13	14
9	11
10	13
14	13
13	11
8	19
6	16
8	17
9	14
12	11
10	15
10	12
13	15
8	16
9	15
16	13
13	15
8	11
11	11
15	17
13	12
11	15
9	13
16	18
7	11
11	15
15	14
15	11
8	11
11	11
13	3
15	14
15	11
14	9
15	16
11	9
16	14
13	15
13	13
11	14
15	11
6	11
12	15
11	19
12	10
7	9
16	10
15	14
11	21
13	16
16	15
10	10
16	15
11	14
13	13
14	9
10	14
16	14
10	11
9	7
4	20
13	13
14	11
13	15
8	19
10	15
10	7
11	9
15	13
11	12
7	13
12	23
15	22
15	19
8	8
10	18
10	12
11	17
12	20
14	18
7	11
12	13
23	9
14	12
20	20
14	12
8	19
12	10
7	15
12	11
14	13
14	15
10	17
11	14
11	13
10	9
10	17
14	8
12	14
11	11
9	13
11	13
10	13
8	12
11	16
18	8
7	10
13	13
11	15
7	18
10	14
11	11
14	10
10	14
10	8
7	7
12	14
15	7
10	11
12	12
18	18
19	4
18	5
11	8
13	9
13	13
9	12
13	11
16	18
13	18
16	12
19	17
10	13
6	9
10	9
6	15
8	11
10	11
12	10
10	12
16	13
18	14
12	14
13	7
13	16
11	14
7	11
5	14
10	14
7	10
14	8
10	9
12	9
10	13
17	9
11	6
16	19
12	17
7	13
10	12
11	7
13	15
6	15
3	15
13	12
16	15
8	10
20	21
10	11
15	13
19	13
11	11
21	15
12	16
13	12
8	7
9	15
13	15
19	10
11	17
15	16
21	12
10	17
9	7
9	15
15	21
12	13
10	9
10	7
14	6
13	13
17	14
10	8
11	18
14	9
7	6
13	12
7	7
10	12
16	11
9	15
12	5
12	1
15	1
10	2
