#Saved Data from the class pulsed_measurement_logic on 18.11.2022 at 10h37m10s.
#
#Parameters:
#===========
#
#bin width (s): 5.0000000000000001e-09
#record length (s): 1.0025000000000000e-05
#gated counting: False
#extraction parameters: {'conv_std_dev': 5.0, 'method': 'conv_deriv'}
#
#Data:
#=====
#Signal (counts)
8	13
23	26
32	30
35	33
37	38
39	42
39	37
47	31
50	42
38	35
33	46
46	31
37	45
31	37
35	46
34	31
43	37
46	39
42	42
39	33
34	33
29	33
35	34
43	35
33	32
46	30
32	43
29	38
34	37
31	26
32	39
28	24
28	23
32	39
35	28
40	28
31	30
34	40
32	33
35	38
31	27
31	31
34	33
35	39
25	36
33	29
21	37
39	29
20	37
29	33
33	24
25	29
37	35
22	33
28	25
38	32
21	27
25	32
27	24
30	26
30	28
24	24
29	36
31	36
34	31
29	22
39	40
26	35
33	20
22	31
38	32
32	25
31	28
28	25
25	28
31	31
26	34
38	34
42	33
25	25
36	32
18	34
28	35
32	35
27	35
29	35
23	25
24	32
27	29
32	28
34	23
36	25
28	32
31	25
19	27
27	36
21	22
24	30
39	36
34	23
32	37
35	21
23	27
36	28
27	30
17	16
33	22
30	33
29	28
24	21
41	28
23	28
29	33
27	25
22	23
30	31
20	25
19	27
28	27
31	20
23	23
21	28
28	40
24	28
27	20
26	18
32	24
27	33
23	32
36	19
25	25
24	30
31	27
23	25
31	28
24	29
28	23
32	20
25	32
24	22
21	20
26	26
26	20
32	28
23	28
30	20
26	37
30	32
23	20
19	15
21	25
21	22
26	24
20	22
22	24
16	23
21	31
22	28
20	17
31	21
20	24
19	23
18	18
21	19
21	24
31	27
24	22
24	26
12	24
28	24
23	26
23	25
21	20
28	17
23	29
35	23
33	17
26	25
14	22
33	21
14	16
16	27
22	24
27	27
23	26
21	27
21	22
25	23
23	22
15	25
25	19
22	19
30	30
26	21
18	25
18	26
23	31
19	21
15	20
22	24
24	27
38	24
21	31
24	19
30	19
18	31
28	20
18	21
20	22
26	27
29	30
21	40
24	30
32	22
20	27
26	17
21	26
20	19
24	19
20	16
21	22
23	26
21	24
26	25
22	26
29	30
19	16
24	19
19	24
20	23
25	22
23	29
18	24
24	15
34	17
24	24
24	19
22	29
24	18
23	23
25	17
19	27
20	24
27	25
23	28
22	16
24	28
19	20
25	24
22	29
20	34
23	23
18	30
32	20
21	19
24	17
18	23
25	27
24	18
22	16
27	23
19	27
19	25
19	28
17	16
25	30
18	25
17	19
29	20
18	22
17	21
32	35
16	18
20	30
29	23
13	20
21	24
26	21
21	19
28	22
13	24
31	24
27	24
17	23
19	27
15	16
34	22
23	24
18	16
30	22
19	20
25	23
23	16
26	28
18	23
25	18
19	19
18	23
30	23
18	24
23	24
28	22
23	18
23	28
32	19
26	23
25	19
25	27
25	23
22	24
17	21
35	16
24	18
22	25
28	34
19	18
32	21
16	19
25	27
28	16
27	13
25	28
21	26
28	18
20	22
23	15
25	30
21	20
22	21
24	18
23	21
22	24
18	28
26	22
34	24
27	22
21	23
26	28
22	28
15	18
20	15
26	19
28	23
19	17
16	26
20	22
38	19
20	25
19	20
25	24
22	26
21	22
18	20
27	25
20	26
26	25
21	23
17	22
29	35
20	20
17	27
21	33
25	17
27	22
30	28
27	17
12	17
22	27
31	30
27	23
17	22
19	19
21	26
17	20
20	17
15	19
28	21
17	27
16	22
17	17
24	18
24	25
23	27
24	21
24	22
22	20
26	23
27	19
19	21
29	16
25	15
20	21
21	13
32	17
22	25
18	22
26	19
14	15
20	8
18	2
30	2
