#Saved Data from the class pulsed_measurement_logic on 18.11.2022 at 16h47m42s.
#
#Parameters:
#===========
#
#bin width (s): 5.0000000000000001e-09
#record length (s): 8.6824999999999996e-05
#gated counting: False
#extraction parameters: {'conv_std_dev': 2.0, 'method': 'conv_deriv'}
#
#Data:
#=====
#Signal (counts)
21	66	45	58	50	45	60	61	52	51	45	57	56	64	40	59	35	59	54	48	46	58	58	52	43	70	56	46	67	59	57	38	52	53	45	46	66	67	53	48	55	43	48	45	53	49	48	53	20	65	54	48	24	58	43	71	48	31	50	40	60	26	59	47	73	62	31	55	46	56	27	44	34	56	25	44	54	46	27	50	66	42	30	46	46	50	44	25	49	46	60	49	20	57	38	46	43	70	45	24	50	72	30	52	35	73	54	38	46	56	39	27	50	59	48	22	59	46	61	50	22	45	59	19	55	47	46	18	48	40	53	46	30	50	49	52	49	21	46	55	59	43	33	65	37	48	28	54	55	56	32	48	38	48	47	31
29	50	50	51	59	52	41	51	52	42	60	40	45	44	48	61	48	51	47	58	54	45	44	35	37	40	42	45	45	54	54	56	54	43	37	50	57	56	43	48	59	44	47	51	44	54	47	50	22	50	49	49	26	61	40	68	63	18	41	41	48	23	54	45	50	33	33	34	53	48	17	54	52	48	35	50	51	36	41	45	52	42	29	60	48	60	55	32	44	47	53	51	30	46	51	45	37	49	52	26	50	55	28	42	41	43	37	25	45	58	50	22	47	47	52	24	37	47	45	48	28	59	60	33	46	50	54	20	46	34	51	52	26	39	39	42	46	23	51	55	57	51	29	57	36	61	32	48	53	45	34	32	44	53	45	24
33	45	54	45	45	58	46	52	55	39	57	53	50	40	44	35	44	54	42	46	49	58	32	43	37	56	39	49	59	52	38	49	53	37	46	44	67	54	48	46	60	48	47	53	45	58	53	50	27	40	48	51	35	43	39	48	61	24	40	42	47	23	47	40	62	50	25	46	42	52	19	34	33	56	26	45	46	46	19	45	42	43	27	46	32	44	47	30	46	41	49	38	20	43	46	48	49	45	43	26	41	45	20	35	39	54	38	24	50	39	52	25	59	42	65	23	46	36	50	35	24	50	52	29	51	46	43	18	40	43	46	43	25	49	31	49	49	30	55	48	43	45	18	37	32	50	27	56	56	48	29	38	31	47	41	20
29	50	37	47	52	42	51	52	44	37	40	53	50	48	49	48	43	47	45	54	34	44	49	37	43	42	44	42	54	47	56	45	43	40	50	34	56	43	48	50	53	47	36	44	36	38	50	32	36	41	49	34	21	40	34	63	44	21	41	35	46	17	45	33	33	39	21	53	44	50	23	52	34	47	17	44	36	43	29	38	42	54	25	48	41	55	40	32	47	37	51	34	31	47	45	38	45	52	50	28	44	49	32	41	25	37	48	19	48	50	51	24	47	36	43	20	47	32	48	52	30	44	48	29	42	54	55	23	34	32	52	53	26	39	47	46	38	28	55	41	51	26	24	36	34	50	27	41	45	53	20	44	47	45	37	22
27	54	35	37	58	40	42	55	37	37	53	35	40	44	42	44	32	42	30	49	40	32	56	37	38	39	49	39	52	44	49	38	37	48	44	34	54	51	46	33	57	47	39	45	45	37	50	50	20	49	51	48	22	39	35	61	40	21	42	38	37	18	40	34	50	42	29	42	39	38	17	33	44	52	19	50	46	40	29	36	43	47	23	32	36	47	36	19	41	31	38	41	28	32	48	38	37	43	42	28	42	43	22	39	28	38	35	24	34	52	34	28	42	28	48	16	36	43	35	43	22	47	55	24	38	43	36	20	43	29	43	40	15	31	31	49	46	24	48	37	45	29	30	32	32	62	24	42	48	48	32	31	35	41	36	20
29	37	37	38	42	31	43	44	37	43	53	39	41	49	33	43	31	45	37	34	26	49	33	43	35	44	41	44	47	41	45	36	40	43	34	26	43	51	50	42	41	36	39	36	46	40	32	36	29	30	34	36	23	34	31	44	36	18	35	33	44	22	33	36	39	51	25	44	28	42	21	34	44	52	25	35	43	37	14	40	54	29	27	41	24	40	48	27	37	42	34	40	17	49	38	36	37	50	32	32	51	27	25	25	30	48	38	24	33	51	48	24	36	39	38	21	32	30	52	45	22	39	55	26	39	55	46	10	32	36	53	35	22	47	36	38	46	27	41	45	26	44	34	34	29	51	23	39	53	33	16	47	46	37	33	21
23	35	27	34	40	44	32	37	36	41	35	35	42	42	40	32	33	30	36	40	35	56	37	38	29	49	40	40	44	38	38	25	48	39	34	32	51	46	33	36	38	39	33	45	50	34	50	34	20	43	48	39	17	35	37	40	29	27	38	35	42	19	34	25	42	39	27	39	29	45	15	44	26	28	30	38	40	24	21	22	47	32	23	36	40	36	31	17	31	29	41	39	24	36	38	21	36	42	43	19	35	36	25	28	36	35	38	13	39	34	44	25	28	26	38	26	43	18	43	36	19	30	33	26	36	36	35	20	29	29	40	35	20	31	31	46	37	20	37	28	29	39	25	32	38	56	24	36	48	35	34	35	32	36	38	24
24	37	32	41	31	38	29	37	36	25	39	35	35	33	47	31	29	37	22	26	29	33	37	35	27	41	34	38	41	23	36	33	43	27	26	33	51	38	42	26	46	39	35	46	33	49	36	34	17	30	36	48	13	31	24	36	35	20	33	26	29	18	36	34	51	36	12	28	31	39	26	44	35	40	20	43	37	30	17	19	29	29	21	24	25	48	40	20	42	28	40	45	24	22	36	46	26	32	41	20	31	40	22	30	32	38	34	22	43	48	31	22	39	30	30	28	30	22	45	38	16	28	46	22	31	46	38	30	36	23	35	29	27	36	25	46	35	22	45	31	44	36	23	29	25	31	18	30	33	25	18	46	32	33	38	22
16	27	30	30	44	31	29	36	35	37	35	38	29	40	37	33	26	36	43	35	30	37	23	29	20	40	35	33	38	34	25	31	39	38	32	40	46	37	36	28	37	33	21	50	30	38	34	33	23	29	39	32	25	37	34	29	48	20	35	29	43	31	25	26	39	37	17	29	32	41	23	26	31	38	17	33	24	34	22	25	32	31	23	40	28	31	36	21	29	31	39	26	18	30	21	25	26	43	34	22	35	42	26	36	28	38	30	16	29	44	43	20	26	27	37	18	18	26	36	34	19	49	32	32	33	35	44	18	29	22	35	35	30	31	26	37	38	18	28	25	39	38	26	38	33	32	28	33	35	35	14	32	23	38	32	22
15	32	27	29	38	23	38	36	42	39	35	39	19	47	28	29	27	22	23	29	23	37	34	27	32	34	28	39	23	28	33	29	27	36	33	32	38	32	26	28	37	35	24	33	45	41	34	36	11	31	48	34	21	24	30	35	38	18	26	23	32	16	34	30	36	46	18	31	33	30	24	35	35	33	16	30	30	23	22	24	29	31	21	25	25	40	31	18	28	36	45	31	13	29	46	40	25	41	34	23	37	34	17	32	23	34	33	25	28	31	37	27	30	25	41	18	22	21	38	40	22	31	40	14	22	38	26	25	23	22	29	31	16	25	32	35	29	20	31	29	36	26	26	25	33	34	23	41	25	40	19	32	26	38	38	20
20	30	32	29	31	37	38	35	36	30	38	44	39	37	28	26	28	43	31	30	34	23	20	20	27	35	30	29	34	26	31	26	38	30	40	19	37	29	28	23	31	21	37	30	34	21	33	24	19	21	32	32	25	34	28	48	37	17	29	27	40	18	26	29	37	25	23	32	32	30	18	31	19	38	15	34	34	26	20	26	31	25	18	28	26	36	39	12	31	21	26	32	21	35	25	32	20	34	42	17	32	33	21	28	24	30	36	24	24	43	33	14	27	37	30	22	26	29	34	49	21	26	42	29	35	44	41	26	22	25	35	30	28	26	24	38	26	19	25	29	38	37	18	33	28	23	23	32	35	42	15	23	24	32	27	22
23	27	34	40	23	30	37	42	28	24	39	31	28	28	23	27	25	23	19	23	21	34	31	32	25	28	34	25	28	43	29	20	36	33	32	22	32	28	28	26	30	24	23	45	34	27	36	33	13	29	34	31	19	30	16	38	30	22	23	35	38	20	30	31	46	27	16	33	23	37	23	35	23	33	23	23	23	31	26	27	31	28	30	25	23	31	42	11	36	22	31	30	22	28	40	28	23	34	26	17	32	36	20	23	27	33	29	23	21	37	22	15	25	20	47	19	21	19	40	28	15	30	36	15	32	26	25	15	22	23	31	31	13	32	24	29	26	19	29	18	26	36	23	33	27	25	24	28	40	32	24	26	23	38	28	20
17	32	28	25	37	33	33	36	21	23	44	24	22	28	29	28	26	31	33	34	14	20	20	27	21	30	22	24	26	40	26	26	30	21	19	26	29	23	23	22	32	37	21	34	20	19	24	31	31	30	32	30	23	28	25	37	29	13	27	28	34	18	29	21	25	21	14	32	27	35	19	19	22	30	18	25	26	24	17	24	25	30	27	26	30	39	29	18	21	24	32	26	22	28	32	29	30	42	28	22	27	32	18	24	20	36	27	23	26	33	33	16	37	22	34	21	29	24	49	27	22	26	40	14	23	41	29	23	25	30	30	29	16	24	25	26	26	21	29	26	37	30	25	28	25	32	22	22	42	30	17	24	25	27	24	26
16	34	30	19	30	25	26	28	29	18	31	27	27	23	40	25	18	19	35	21	22	31	35	25	25	34	23	20	43	30	20	26	33	22	22	23	28	31	26	21	29	23	16	34	24	26	33	24	15	18	31	36	15	16	15	30	27	15	35	24	27	16	31	21	27	21	18	23	17	24	20	23	17	28	18	23	31	25	20	26	28	23	20	23	22	42	34	12	22	26	30	30	19	26	28	27	22	26	37	16	23	33	13	27	18	29	23	27	23	22	24	23	20	18	29	10	19	20	28	22	20	24	32	23	23	25	17	21	23	20	31	18	21	24	18	26	27	12	18	24	36	27	23	27	25	24	16	22	32	32	19	23	22	28	21	25
17	28	31	29	33	24	30	21	26	21	24	27	16	29	31	26	20	33	23	14	20	20	31	21	12	22	23	28	40	32	26	18	21	24	26	28	23	34	22	21	28	21	22	20	31	16	31	22	19	15	30	25	15	25	17	29	23	13	28	21	37	17	21	27	21	28	13	27	22	40	19	22	20	29	16	27	24	30	12	21	30	25	17	30	16	29	19	19	24	15	26	32	16	31	29	28	22	28	23	19	21	19	26	20	16	27	30	17	30	33	29	23	22	28	37	19	24	20	27	19	17	24	22	24	25	29	31	16	30	20	29	25	15	25	26	26	36	15	26	25	30	28	19	25	28	23	19	24	30	15	29	25	19	24	25	28
18	30	28	20	25	31	21	29	27	22	27	29	27	40	22	18	27	35	22	22	17	35	22	25	20	23	17	22	30	19	26	21	22	28	23	20	31	31	21	21	24	16	12	24	25	18	24	35	18	22	36	27	19	15	19	27	23	16	24	23	27	19	21	25	21	15	17	17	13	19	23	17	26	26	23	25	25	36	24	23	23	20	18	22	17	34	23	24	26	16	30	22	18	21	27	23	30	37	19	23	29	25	22	18	24	23	24	18	30	24	26	17	18	22	29	18	20	27	22	20	23	24	23	18	23	17	25	19	20	23	18	31	27	18	33	27	17	25	24	30	27	37	24	25	15	45	22	19	32	34	18	22	15	21	21	19
12	31	29	26	24	24	24	26	28	18	27	32	27	31	26	20	13	23	25	20	21	31	24	12	17	23	26	24	32	25	18	22	24	17	28	18	34	21	21	13	41	22	24	31	27	24	22	22	16	24	25	20	22	17	18	23	21	12	21	24	19	16	27	18	28	23	22	22	19	23	14	20	17	30	17	20	30	25	11	21	25	27	20	16	27	19	24	22	15	12	32	28	19	31	28	23	30	23	15	19	21	21	14	16	12	30	31	13	8	29	22	15	28	26	20	24	20	22	19	33	10	31	27	23	22	31	28	17	20	22	25	16	21	26	16	36	35	24	25	21	28	27	21	28	10	40	9	15	15	28	25	19	21	25	22	19
19	28	34	24	31	29	17	27	21	19	29	25	26	22	22	27	14	22	28	17	14	22	29	20	21	17	21	20	19	26	21	15	28	28	20	15	31	16	21	19	31	12	24	25	21	23	35	19	11	22	27	25	18	19	24	23	30	12	23	24	22	17	25	9	15	29	13	13	20	40	22	26	19	20	14	23	36	25	12	24	20	27	23	17	13	23	32	17	16	19	22	24	18	30	23	24	16	19	30	18	23	28	15	24	19	24	22	18	18	26	32	19	22	20	21	20	27	19	20	18	18	22	22	23	21	25	24	19	23	22	31	25	13	33	14	17	14	16	30	20	37	31	21	15	24	24	17	22	34	17	14	15	22	21	29	19
18	29	21	23	24	28	10	28	26	24	32	21	24	26	24	13	24	25	24	21	19	24	20	17	19	26	14	20	25	35	22	24	17	23	18	22	21	29	13	22	23	24	18	27	21	26	22	24	16	18	20	18	26	18	11	21	27	20	24	18	22	16	18	25	23	16	20	19	11	28	12	17	13	28	18	22	25	23	21	16	27	19	18	27	24	24	31	15	12	16	28	20	24	16	23	28	14	15	18	14	19	19	27	12	26	31	14	21	20	22	17	20	26	21	17	21	22	14	33	20	14	20	24	11	18	28	20	18	22	29	16	28	14	16	16	35	32	12	21	16	27	23	17	10	22	30	25	22	28	21	20	21	12	22	21	18
17	34	14	20	29	18	17	21	21	24	25	27	20	22	22	14	16	28	25	14	20	29	24	21	13	21	27	27	26	24	15	26	28	22	15	25	16	22	19	23	27	24	16	21	27	21	19	24	13	20	25	28	13	24	13	30	26	22	24	22	19	22	9	19	29	23	13	20	18	25	15	19	20	20	13	20	25	23	22	13	27	24	11	13	15	32	16	22	19	23	24	19	15	18	24	26	17	30	22	20	21	30	11	19	19	22	22	25	21	32	18	14	20	23	30	17	19	21	18	20	15	15	14	16	14	24	25	15	22	18	25	22	19	14	10	14	16	13	20	18	31	27	13	24	25	19	18	15	17	25	19	22	21	29	22	18
18	21	18	27	28	23	15	26	25	23	21	21	21	24	17	24	20	24	25	19	24	20	19	19	25	14	18	26	35	10	24	19	23	22	22	11	29	14	22	13	17	18	20	21	27	17	24	21	25	21	18	28	18	11	23	27	18	18	18	21	15	20	25	14	16	16	19	11	15	22	17	13	22	20	11	19	23	20	11	16	19	24	19	24	20	31	23	24	16	20	20	20	17	25	28	15	13	18	11	14	24	30	16	26	18	14	29	13	23	17	23	16	21	10	31	16	14	18	20	30	19	19	25	14	15	20	27	19	29	11	28	18	11	16	16	32	20	15	16	13	23	16	14	22	17	14	19	21	21	19	19	12	19	21	23	21
7	14	26	14	18	15	20	21	21	20	27	15	12	22	30	16	22	25	18	20	21	24	14	13	21	27	26	16	24	31	26	17	22	20	25	15	22	22	23	19	18	16	21	27	21	20	24	19	14	19	28	17	12	13	15	26	19	14	22	20	18	16	19	21	23	25	18	18	17	26	13	20	20	21	16	16	23	18	17	19	24	18	18	15	15	16	19	13	23	14	19	27	19	28	26	17	20	22	17	21	22	22	13	19	15	22	22	19	14	18	16	15	23	17	28	15	21	13	20	22	19	18	31	18	22	25	24	11	18	20	22	19	20	10	17	16	15	20	18	16	27	20	24	25	15	25	17	18	25	21	17	21	11	22	19	17
14	18	20	21	23	15	25	25	14	13	21	20	16	17	21	20	12	25	22	24	17	19	19	25	20	18	13	15	10	17	19	9	22	23	11	12	14	16	13	20	11	20	14	27	25	20	21	17	14	7	28	23	15	23	22	18	23	12	21	17	27	14	14	14	16	24	17	15	11	22	9	22	24	30	18	11	20	33	15	16	24	24	14	20	15	23	21	14	20	15	20	36	15	15	15	18	23	11	22	12	17	16	18	18	14	29	29	17	17	23	34	11	10	15	20	17	18	20	30	20	15	14	30	17	23	27	20	18	11	14	18	17	16	16	15	20	25	19	13	14	16	19	15	17	18	20	13	17	19	23	17	19	18	23	20	20
16	26	20	15	15	21	18	21	30	19	15	24	15	30	12	22	19	18	19	21	23	14	23	21	13	26	18	16	31	25	17	12	20	17	15	15	22	24	19	11	23	21	20	21	14	13	19	18	18	16	17	25	9	15	13	19	16	19	20	16	15	12	21	21	25	23	12	17	14	20	10	20	14	23	23	18	18	23	14	13	18	30	8	15	15	19	26	14	14	13	27	19	16	15	17	28	16	17	16	23	20	27	15	15	15	22	12	11	19	16	15	14	17	20	29	16	13	22	22	16	9	11	22	15	16	24	19	19	20	19	19	21	16	17	20	15	24	16	16	18	20	18	17	15	23	19	12	12	21	20	22	11	17	19	18	14
12	20	25	25	15	16	16	14	19	15	20	13	19	21	26	12	14	22	19	17	13	19	31	20	11	13	20	13	17	12	9	18	23	25	12	17	16	25	20	12	22	14	11	25	13	16	17	23	11	20	23	15	19	22	18	23	24	15	17	16	16	19	14	15	24	21	25	11	15	19	15	24	17	21	13	21	33	15	24	17	24	20	13	15	15	21	24	13	15	16	36	15	17	16	18	27	21	22	23	18	20	18	24	14	10	29	14	17	14	34	30	24	15	17	23	14	20	15	20	25	13	10	23	22	14	20	21	10	14	16	17	16	20	15	15	25	15	14	14	9	19	21	20	18	9	20	16	15	23	22	20	18	11	20	27	24
16	20	16	10	21	15	17	30	16	17	24	16	16	12	16	19	17	19	18	23	19	23	19	13	15	18	22	18	25	15	12	16	17	22	15	10	24	21	11	12	16	20	14	14	19	12	18	19	15	25	25	14	16	13	11	16	20	12	16	18	18	11	21	15	23	21	13	14	15	21	16	14	5	20	15	9	23	16	13	15	30	17	15	15	17	26	21	20	13	13	19	14	18	13	28	12	20	16	15	17	11	28	14	15	9	12	26	20	15	15	17	18	20	16	21	16	22	13	16	20	20	25	16	20	16	19	26	22	19	14	21	16	18	20	7	24	16	17	18	10	18	15	19	23	14	23	15	9	20	24	17	17	13	18	18	14
10	25	26	14	16	24	16	19	27	21	13	17	13	26	20	14	22	19	16	13	12	31	14	11	7	20	18	16	12	14	18	10	25	28	17	6	25	20	12	15	23	11	10	13	26	15	23	13	18	11	15	23	13	18	15	24	21	15	16	18	13	8	15	12	21	27	20	15	20	14	21	17	15	19	13	11	15	19	20	20	20	22	13	15	14	24	13	20	16	15	15	15	13	13	27	13	22	23	23	15	11	19	10	10	17	14	20	20	15	30	16	18	17	12	24	18	15	13	25	17	11	19	19	12	14	21	21	17	16	16	16	17	19	15	18	15	16	16	9	12	21	21	16	9	14	17	12	13	22	19	10	11	10	27	15	21
11	16	15	19	15	20	12	16	16	14	16	21	10	16	21	17	11	18	22	19	6	19	15	15	19	22	21	17	15	14	16	16	22	16	10	13	21	19	12	12	15	14	18	19	20	13	19	17	18	13	14	22	12	11	16	20	24	21	18	21	22	17	15	12	21	21	14	15	11	24	12	5	20	21	14	14	16	24	12	11	17	24	13	17	10	21	17	12	13	14	14	20	16	17	12	14	7	15	23	17	14	26	23	9	13	26	16	12	14	17	23	19	16	15	21	17	13	16	20	14	22	17	19	19	15	26	30	21	14	12	16	14	19	7	12	16	17	16	10	13	15	21	16	14	13	26	17	10	24	22	9	13	15	18	19	11
12	26	14	11	24	19	14	27	19	19	17	26	24	20	20	22	8	16	16	12	14	14	20	7	11	18	29	13	14	16	10	5	28	19	6	11	20	26	15	13	21	10	20	26	18	9	13	12	11	11	23	15	8	15	20	21	25	8	18	14	18	17	12	11	27	27	17	20	13	16	15	15	13	13	21	16	19	13	13	9	22	22	17	14	11	13	17	17	15	12	15	21	12	15	13	21	17	23	12	21	17	16	18	17	14	20	22	14	12	16	18	18	12	18	21	19	13	19	17	24	16	13	20	21	21	21	17	8	16	10	17	15	13	18	9	16	19	14	12	14	21	19	17	14	14	11	18	22	19	22	11	10	16	15	16	24
11	15	18	14	20	13	10	16	22	19	21	14	7	21	14	11	17	22	17	6	17	15	12	19	22	21	16	12	14	23	16	13	16	19	13	17	19	20	12	6	16	18	10	20	19	18	17	19	19	16	22	20	21	16	7	24	15	10	21	15	19	13	12	15	21	19	16	11	12	22	12	20	15	14	19	11	24	16	17	10	24	18	17	10	9	17	15	11	14	10	20	15	12	13	14	24	13	23	19	18	13	15	17	13	15	16	16	15	10	23	16	12	15	11	17	19	16	8	14	14	27	13	16	19	13	30	24	18	12	14	14	12	15	12	15	17	18	19	13	9	21	11	11	13	14	20	9	15	22	15	11	15	8	19	16	14
8	14	18	16	19	9	10	19	17	9	26	16	10	20	13	8	12	16	26	14	9	20	10	11	6	29	21	12	16	21	5	14	19	21	11	13	26	28	13	13	14	20	17	18	20	16	12	16	15	10	15	16	11	20	12	25	16	11	14	14	17	18	11	12	27	21	15	13	7	15	11	13	11	22	8	9	13	19	17	12	22	17	8	11	15	17	17	18	12	15	21	15	11	18	21	23	10	12	20	12	17	13	16	14	15	22	17	19	13	18	9	20	18	12	21	14	19	15	24	22	20	9	14	17	17	17	14	13	10	16	15	16	23	9	13	19	18	18	14	15	19	17	19	14	13	11	12	14	22	18	16	16	10	16	18	18
7	18	18	16	13	12	15	22	16	13	14	12	14	14	17	17	16	17	23	17	16	12	21	22	7	16	20	23	23	19	13	18	19	22	17	14	20	26	6	10	17	10	15	19	10	15	19	18	19	17	20	16	14	7	15	15	10	19	15	9	21	14	15	15	19	19	20	12	13	19	17	15	14	18	9	10	16	22	20	12	18	19	19	9	10	15	19	16	10	15	15	15	21	14	24	16	14	19	21	13	19	21	15	15	15	16	17	21	12	16	16	18	11	17	13	19	8	14	14	14	14	15	20	9	14	24	19	15	14	15	12	17	13	15	15	18	9	17	9	13	11	18	13	14	15	9	14	8	15	14	12	8	9	16	13	20
8	18	14	16	9	21	13	17	18	7	16	13	13	13	19	12	4	26	15	9	11	10	23	6	16	21	13	9	21	15	14	7	21	18	13	14	28	15	13	14	25	17	14	20	15	12	16	14	17	8	16	18	11	12	19	16	23	12	14	14	21	18	12	13	21	15	17	7	10	16	13	11	11	18	13	10	19	14	15	10	17	13	12	15	15	17	24	10	15	13	15	20	17	11	23	11	19	20	22	21	13	17	13	15	16	17	13	13	11	9	23	16	12	12	17	14	15	9	22	16	19	7	16	17	14	14	12	10	16	9	16	17	12	13	10	18	12	20	15	16	17	18	17	13	16	13	13	12	18	16	17	10	13	18	26	12
