#Saved Data from the class pulsed_measurement_logic on 18.11.2022 at 13h47m14s.
#
#Parameters:
#===========
#
#bin width (s): 5.0000000000000001e-09
#record length (s): 3.7030000000000003e-05
#gated counting: False
#extraction parameters: {'conv_std_dev': 5.0, 'method': 'conv_deriv'}
#
#Data:
#=====
#Signal (counts)
27	44	41	37	36	40	34	39	33	36	48	39	37	36	38	49	34	30	44	47	43	33	38	57	36	13	7	6	13	8	3	9	5	7	11	10	1	8	6	43	36	55	40	35	46	40	41	39	45	49	51	37	42	36	43	56	46	42	39	46
34	45	44	41	33	35	42	39	49	27	41	39	37	35	27	42	29	44	44	30	50	32	46	41	42	4	6	8	11	6	9	6	6	7	6	9	13	11	14	47	58	33	43	57	51	41	40	41	42	58	48	37	38	51	45	39	58	37	63	47
42	41	42	47	38	31	34	51	43	46	39	46	63	51	44	37	36	40	41	35	44	33	29	42	27	7	8	7	12	8	7	8	9	5	14	9	36	38	45	44	32	29	48	42	35	32	43	37	30	35	37	46	46	49	31	39	46	58	44	50
49	35	52	48	40	45	37	40	40	47	39	44	43	42	43	30	48	36	35	42	36	36	26	27	34	40	17	7	21	9	13	6	8	5	9	11	54	47	47	30	39	38	25	32	30	37	32	48	41	46	51	51	55	40	54	48	54	58	51	60
54	55	58	51	47	49	54	58	49	50	50	48	51	58	45	63	54	48	45	46	46	36	39	51	29	44	39	13	14	1	9	4	5	4	9	9	35	44	36	27	28	33	32	44	33	42	32	44	54	57	45	56	55	59	60	68	45	65	65	66
48	38	42	30	51	72	63	42	59	51	56	51	49	64	54	52	52	60	56	36	46	38	31	28	23	37	45	36	7	9	10	9	8	5	6	12	26	39	41	19	24	32	36	33	43	41	47	46	51	57	54	59	55	65	62	49	64	56	71	63
45	45	40	50	55	45	57	46	54	60	71	63	55	56	54	51	59	62	55	50	34	37	41	26	32	38	34	46	16	46	11	61	36	6	7	11	22	23	30	30	29	25	44	34	64	62	52	54	51	53	72	61	66	59	50	77	47	74	66	51
34	44	44	48	47	34	44	57	46	52	51	58	56	56	63	61	63	42	57	52	54	36	47	29	36	28	33	39	16	55	62	58	45	57	15	12	20	22	25	23	29	38	47	54	55	65	67	68	60	52	52	67	56	51	44	54	62	64	53	63
30	52	47	56	42	54	47	60	56	48	41	56	66	66	54	58	65	62	61	54	46	33	44	39	23	27	31	40	70	34	66	50	34	64	47	56	23	18	20	32	29	33	46	45	53	47	69	56	45	46	65	60	52	65	56	60	63	46	64	58
57	47	45	39	39	54	57	38	43	38	52	50	55	56	72	49	48	53	66	43	51	47	34	34	30	36	27	22	62	28	55	53	28	35	58	39	18	20	19	31	49	43	39	33	55	46	47	51	63	60	57	62	45	53	65	58	58	58	55	49
54	45	55	52	48	45	48	45	56	49	57	49	51	54	48	49	58	50	43	59	54	48	31	30	43	36	28	26	53	27	48	42	33	35	43	42	19	31	26	41	50	46	49	44	45	50	54	47	46	43	50	50	59	50	63	55	56	54	74	73
53	47	36	40	56	41	59	56	50	51	44	46	43	54	66	48	60	52	49	61	46	42	52	39	37	30	22	17	47	20	42	40	19	43	41	41	12	18	37	37	46	43	50	56	55	54	52	57	55	64	74	62	56	55	64	57	58	65	68	56
57	54	49	53	48	53	41	37	52	54	45	48	64	52	50	64	60	55	43	41	54	41	32	38	29	27	26	27	43	30	21	32	21	31	40	31	19	25	31	30	43	47	43	45	49	58	51	58	49	60	54	57	55	52	62	66	58	74	56	59
53	40	40	59	58	36	39	42	47	51	51	52	44	35	46	42	55	69	62	54	48	34	41	37	39	29	25	21	29	21	27	18	21	17	35	25	19	28	19	51	44	37	47	33	55	49	48	56	49	65	75	60	49	53	74	64	69	53	57	58
48	37	64	40	35	52	52	53	46	58	63	56	55	51	42	62	70	47	53	45	52	51	38	33	45	29	22	19	36	11	23	19	17	27	20	29	23	28	29	44	33	35	31	44	45	62	44	50	65	46	50	47	64	72	57	53	59	60	45	63
42	43	52	47	36	55	50	49	48	52	49	58	60	59	60	48	60	40	48	48	41	51	35	40	38	27	29	20	19	15	27	19	8	16	16	20	25	30	33	39	41	39	48	44	57	42	41	53	54	51	50	62	52	47	54	60	63	66	60	66
58	47	39	40	51	64	40	54	59	49	47	52	46	57	46	64	56	50	56	55	50	36	44	41	40	30	31	13	18	19	13	15	16	23	18	24	35	27	39	46	37	44	42	33	40	46	43	53	59	68	57	57	66	64	62	61	58	59	56	70
43	56	41	57	48	45	46	47	56	68	52	50	56	67	62	46	50	58	72	60	49	50	42	45	30	24	24	17	14	11	22	22	10	17	13	7	28	38	25	39	41	36	42	40	40	36	53	58	63	51	62	53	53	44	51	44	50	57	57	54
46	58	46	37	54	49	49	47	41	64	53	53	51	57	55	54	54	56	57	43	42	49	51	46	38	25	21	19	29	21	14	10	7	6	16	18	32	40	36	31	42	45	48	42	56	49	52	55	56	46	40	46	62	56	55	52	63	53	59	45
45	48	53	43	49	53	40	43	42	44	42	56	43	59	63	43	52	52	62	55	59	54	46	43	37	25	15	18	11	14	17	11	10	13	13	12	24	28	25	33	51	49	41	41	52	39	53	56	55	52	40	52	42	58	52	49	71	57	65	59
44	52	38	42	47	48	58	41	62	57	50	49	50	46	44	52	39	51	47	47	36	44	37	21	31	21	19	18	13	13	13	11	9	11	15	5	19	32	35	45	31	35	46	49	46	52	49	69	60	46	47	59	64	54	56	69	71	61	60	54
47	44	46	65	34	62	40	49	38	45	49	46	58	57	60	61	54	57	51	64	39	47	41	30	39	25	29	9	12	11	15	7	9	8	10	11	24	37	35	31	43	38	35	46	57	49	46	46	52	66	61	66	44	61	50	63	55	56	74	63
34	52	48	54	51	39	46	51	42	40	50	45	59	51	61	50	58	50	51	38	48	48	41	44	35	30	20	12	13	13	9	16	5	16	14	8	20	26	39	44	40	47	43	39	55	46	45	53	51	44	48	60	57	64	68	54	64	62	58	62
45	37	51	58	41	48	44	55	43	52	54	55	63	45	63	60	47	67	51	49	44	42	36	41	29	30	27	25	16	12	9	15	4	5	11	16	25	29	38	43	30	39	47	44	57	66	45	61	51	58	52	53	56	45	68	55	57	56	67	73
46	42	43	44	35	50	47	50	46	38	51	55	48	57	56	58	56	53	65	53	37	36	54	44	38	31	19	18	7	9	8	7	11	12	5	6	22	24	23	32	54	40	31	49	46	51	43	60	53	60	43	49	48	62	77	56	61	62	49	54
38	47	44	40	44	34	45	54	50	49	47	52	59	64	41	51	52	43	49	59	50	36	36	44	32	33	20	16	5	10	10	8	14	7	6	7	24	34	30	40	42	49	47	47	34	42	59	57	49	43	65	47	52	43	58	47	57	57	59	56
38	38	49	54	41	48	55	53	53	37	56	46	45	62	71	52	53	52	59	42	54	59	41	34	39	25	23	13	12	15	11	13	7	4	6	9	33	35	40	37	33	48	42	50	52	43	40	46	49	52	58	45	51	58	46	61	62	59	61	58
50	38	41	54	52	41	44	64	52	52	62	37	52	51	58	55	52	50	52	50	59	35	51	43	32	21	20	12	8	9	5	7	5	11	14	5	27	32	34	31	40	39	54	38	52	42	49	53	45	68	53	58	57	64	52	55	55	64	63	52
47	45	32	49	54	53	42	37	55	35	40	57	48	49	54	49	44	60	47	47	49	40	44	38	41	23	18	8	8	5	13	15	5	3	5	8	20	42	38	36	37	41	38	41	41	60	55	42	49	51	55	59	38	65	49	55	61	61	78	45
48	45	51	44	44	48	48	36	42	53	54	53	44	46	51	46	55	47	41	52	45	45	49	41	32	21	24	13	7	14	2	9	5	2	13	6	27	26	27	44	27	49	46	58	49	47	62	54	47	52	58	49	59	60	63	54	56	61	63	77
41	48	39	49	44	43	41	54	48	60	48	57	62	52	55	56	60	44	50	51	40	40	52	24	33	23	18	14	17	8	7	8	5	9	6	9	34	29	43	31	45	49	36	59	40	48	53	51	58	65	57	60	64	65	40	57	64	54	63	69
39	41	45	59	48	60	47	44	49	53	50	56	50	50	60	52	42	57	49	62	52	45	36	32	37	30	18	12	10	11	6	13	8	5	9	3	19	31	30	40	42	43	50	45	46	53	55	42	48	64	63	49	46	64	51	76	51	51	63	68
38	51	54	47	49	49	40	41	48	39	50	47	52	48	41	50	37	57	65	37	51	38	65	44	43	23	16	17	6	9	7	5	9	7	8	5	36	29	30	44	45	34	35	37	47	67	57	44	51	56	50	52	57	48	59	60	56	60	61	69
42	54	56	48	42	54	49	49	55	54	53	54	56	47	56	48	43	44	50	51	61	50	39	37	35	21	32	17	6	9	6	5	5	10	6	7	25	30	33	40	36	41	43	44	46	41	46	66	64	54	68	64	61	50	58	68	55	43	60	59
44	46	57	52	45	40	53	50	47	58	44	46	40	58	57	48	62	61	56	37	51	50	42	42	33	26	24	7	7	9	6	5	6	14	10	9	33	33	31	48	44	52	47	55	54	49	44	39	50	48	64	49	48	57	53	64	64	60	69	58
47	55	52	44	51	44	38	70	58	45	44	59	57	49	60	33	45	38	71	50	33	56	45	51	37	25	18	17	9	5	2	7	5	2	13	8	23	33	31	47	31	38	48	49	37	41	48	44	61	63	63	64	60	56	60	53	56	66	64	58
47	39	51	51	55	39	43	43	48	59	54	55	46	47	53	55	65	37	47	61	47	59	35	49	41	30	26	17	10	9	13	13	3	7	8	7	23	35	31	29	41	41	40	48	38	55	60	50	61	62	61	48	62	62	43	79	62	51	63	69
64	47	40	52	37	39	53	52	47	50	36	48	53	66	46	57	47	53	39	53	52	54	49	43	28	31	18	18	3	9	11	8	8	6	6	6	36	28	31	46	37	49	42	45	62	47	52	62	57	64	52	39	63	44	49	58	64	65	47	53
55	53	46	52	50	50	44	63	44	38	46	38	49	49	66	54	68	60	52	55	58	58	56	40	30	34	23	23	5	11	3	7	5	4	6	3	26	35	34	33	47	54	45	30	49	53	53	53	53	56	51	62	54	61	63	54	50	65	57	52
50	38	49	49	49	38	49	47	52	57	64	38	50	56	71	45	53	57	44	46	39	56	44	31	35	23	16	18	8	10	2	11	6	7	6	9	22	26	37	47	46	45	40	46	42	51	48	52	60	53	63	52	67	57	67	60	57	54	65	58
39	49	44	31	52	50	48	33	41	63	53	37	43	60	59	36	42	45	45	45	43	47	43	51	36	27	21	15	6	9	9	5	5	13	7	11	26	24	33	30	44	41	41	48	47	50	55	47	55	53	48	45	61	59	59	80	59	60	60	66
50	43	44	57	56	62	35	54	45	46	57	45	53	63	52	52	53	56	57	49	49	46	41	39	26	24	18	18	6	10	8	8	7	6	6	7	24	31	31	30	46	42	34	47	40	48	46	56	51	50	57	54	68	47	62	67	53	70	65	57
44	62	49	45	54	48	47	50	43	40	49	43	62	69	66	49	47	50	50	45	59	44	51	43	33	28	30	19	4	7	5	10	3	4	5	9	29	34	34	36	55	44	42	45	38	42	50	58	45	47	51	52	49	55	48	48	66	45	72	48
