#Saved Data from the class pulsed_measurement_logic on 18.11.2022 at 10h50m11s.
#
#Parameters:
#===========
#
#bin width (s): 1.0000000000000000e-08
#record length (s): 1.0030000000000001e-05
#gated counting: False
#extraction parameters: {'conv_std_dev': 1.0, 'method': 'conv_deriv'}
#
#Data:
#=====
#Signal (counts)
17	19
36	21
32	32
32	28
30	46
30	29
40	35
48	37
37	41
43	29
38	33
38	49
33	33
40	27
41	47
25	42
40	34
48	30
35	40
39	43
31	37
36	25
25	33
34	31
34	37
29	35
33	28
35	33
34	30
30	31
31	33
38	37
34	35
29	43
34	24
34	31
34	37
32	35
28	23
31	35
35	37
39	32
24	40
40	35
49	31
34	31
40	41
31	34
34	34
29	43
41	28
39	28
36	35
23	33
38	38
39	31
32	34
27	28
38	39
28	33
42	30
35	33
38	28
28	38
34	22
39	30
29	32
26	29
33	35
34	41
31	26
26	32
41	21
31	29
35	36
50	29
28	26
29	27
35	29
24	28
35	31
39	30
37	23
33	33
38	30
30	30
34	30
37	38
25	38
31	31
36	36
25	27
35	41
32	30
28	39
42	43
36	35
38	31
26	34
27	37
33	33
28	19
22	39
33	41
35	32
39	25
34	30
41	27
26	32
24	36
31	31
20	20
23	33
24	27
31	35
26	35
30	25
36	34
25	47
31	33
35	33
31	27
34	28
27	30
40	29
33	28
38	26
29	32
20	37
25	29
28	27
32	29
43	27
33	35
33	37
24	35
27	31
27	23
33	41
32	38
29	24
26	37
37	33
24	27
27	39
35	29
31	28
35	34
26	30
32	29
31	27
43	25
23	26
31	38
44	30
31	32
32	33
27	19
32	34
30	32
30	35
29	39
36	27
37	29
30	38
24	35
31	34
31	24
38	33
44	30
27	33
23	42
25	30
39	19
27	33
30	28
32	25
28	32
26	35
21	24
25	31
38	25
24	32
29	24
27	35
26	28
27	26
17	31
25	24
36	25
34	30
32	38
31	24
36	39
32	37
27	32
36	28
32	36
