#Saved Data from the class pulsed_measurement_logic on 18.11.2022 at 11h31m21s.
#
#Parameters:
#===========
#
#bin width (s): 1.0000000000000000e-08
#record length (s): 1.0030000000000001e-05
#gated counting: False
#extraction parameters: {'conv_std_dev': 1.0, 'method': 'conv_deriv'}
#
#Data:
#=====
#Signal (counts)
3	3
44	31
61	56
66	54
58	79
76	63
56	67
51	67
58	59
54	50
48	60
49	50
59	48
43	43
63	43
61	49
39	39
41	34
32	46
49	44
35	40
28	25
41	37
36	33
43	30
38	30
38	35
31	38
35	26
42	24
32	32
34	47
22	36
20	26
35	43
26	23
24	35
26	32
30	26
23	34
18	15
27	33
28	30
29	30
30	17
32	23
22	16
25	21
20	23
30	30
23	19
25	30
21	21
19	24
18	27
26	18
21	27
17	22
22	16
18	20
19	19
19	22
27	18
20	17
14	21
25	31
20	18
33	21
17	19
18	15
21	18
23	16
22	20
18	19
31	15
16	21
21	17
18	18
13	23
22	22
25	26
21	19
26	23
10	22
11	20
22	28
26	23
10	14
18	19
18	28
22	17
22	22
19	22
18	18
23	17
14	19
19	26
14	23
14	19
27	24
16	31
23	27
23	22
16	28
15	18
12	22
22	15
17	21
27	20
21	12
23	25
19	20
24	19
18	13
20	14
21	30
23	25
19	27
24	25
22	23
16	20
16	17
18	18
11	21
15	25
18	19
24	15
21	17
24	23
20	17
21	22
13	16
21	11
20	24
28	22
18	20
20	19
15	18
13	10
15	15
25	17
16	18
23	16
12	23
20	17
27	22
23	21
24	19
20	15
15	15
16	18
22	18
18	17
16	20
23	19
18	30
22	27
21	21
23	25
17	15
13	14
25	17
35	22
28	16
21	17
20	25
22	20
20	15
24	22
12	24
15	25
19	23
26	27
24	33
20	24
10	9
11	19
16	16
25	17
24	15
22	21
20	21
20	15
18	12
15	22
20	20
28	16
20	16
19	19
21	18
19	23
16	19
20	19
25	18
24	21
22	28
23	13
19	24
17	23
