#Saved Data from the class pulsed_measurement_logic on 18.11.2022 at 10h32m06s.
#
#Parameters:
#===========
#
#bin width (s): 5.0000000000000001e-09
#record length (s): 1.0025000000000000e-05
#gated counting: False
#extraction parameters: {'conv_std_dev': 5.0, 'method': 'conv_deriv'}
#
#Data:
#=====
#Signal (counts)
0	1
2	7
10	30
27	22
30	25
37	28
39	38
40	25
32	37
29	30
31	21
18	23
22	21
32	27
23	26
29	30
22	38
26	25
23	15
23	26
18	15
18	20
16	27
30	30
22	25
17	20
30	25
21	15
16	20
21	10
18	17
21	16
17	17
23	29
17	18
23	22
20	16
10	26
22	19
12	17
22	15
12	11
15	17
21	12
22	12
11	15
10	17
13	10
16	6
15	14
12	11
12	17
14	10
13	11
11	9
16	16
9	11
15	10
13	16
17	11
13	15
19	16
10	6
13	14
11	8
15	14
13	12
17	9
15	9
11	16
12	12
15	5
10	14
16	12
10	12
14	16
10	12
20	13
15	9
7	9
13	3
10	7
5	8
8	13
14	6
10	7
6	6
8	8
11	13
11	11
9	8
14	14
10	13
11	12
5	15
6	9
7	12
5	11
16	11
9	8
4	6
8	15
7	7
11	6
10	15
16	14
8	8
4	9
10	11
12	8
9	13
10	14
8	9
11	8
11	9
9	9
10	9
10	9
6	7
5	14
14	6
9	8
6	8
9	11
11	9
9	9
9	7
12	8
5	11
5	11
10	6
6	7
9	7
7	13
14	8
11	10
9	9
7	7
3	5
6	9
10	10
10	6
5	8
7	8
11	4
12	8
9	10
7	10
15	7
6	7
10	6
10	11
8	9
8	4
8	4
8	12
4	13
12	9
14	3
6	11
6	10
5	13
13	7
8	9
10	9
10	8
5	17
7	4
7	11
7	8
5	13
7	4
9	8
11	10
7	14
14	11
3	5
9	8
11	7
6	5
4	7
7	9
12	7
14	10
10	8
6	8
7	7
9	7
9	9
9	9
5	8
5	10
6	12
10	8
8	12
7	15
6	12
5	10
7	10
8	8
11	6
7	6
11	17
14	9
7	10
8	12
16	5
15	15
8	6
10	6
5	7
8	10
11	8
10	11
12	10
9	11
3	10
7	12
16	8
4	10
10	9
5	9
7	8
7	7
6	15
9	6
6	14
11	7
7	8
14	10
6	8
10	3
14	7
8	13
6	2
12	9
11	8
11	9
10	2
6	8
15	8
6	9
11	7
8	6
8	6
6	15
10	7
3	10
6	11
11	5
13	8
4	9
6	4
6	9
5	4
11	12
14	12
10	15
8	5
8	8
12	7
9	13
10	7
5	11
6	9
5	14
2	7
6	8
9	10
8	10
11	8
2	9
10	9
7	6
5	11
10	9
8	4
11	12
8	11
9	5
6	4
11	5
9	9
6	8
13	9
15	11
10	11
7	7
8	11
7	7
8	17
8	5
9	6
12	11
12	12
2	8
9	10
5	5
14	5
11	10
4	10
3	7
11	12
10	7
8	12
13	9
10	9
10	7
8	6
5	5
4	7
10	8
10	6
7	10
11	12
3	11
7	4
9	6
7	8
8	10
7	6
4	9
9	4
10	8
10	10
8	13
10	3
17	11
10	6
10	7
9	8
9	11
7	10
6	11
15	13
10	9
9	13
12	8
9	7
6	10
6	7
9	7
7	9
7	7
6	14
10	6
13	8
11	10
8	8
6	13
4	7
12	14
9	8
5	9
11	7
10	5
5	10
10	7
12	9
9	9
5	8
8	6
9	6
10	11
11	4
9	6
12	6
8	5
7	11
9	10
11	5
10	12
10	4
6	9
8	6
6	14
13	7
11	15
5	7
12	8
10	6
8	13
11	12
7	12
5	4
8	3
5	7
12	5
9	13
12	9
9	6
9	5
4	10
10	9
6	8
6	12
7	9
8	8
6	2
9	0
9	0
8	1
9	1
9	0
