#Saved Data from the class pulsed_measurement_logic on 18.11.2022 at 14h13m10s.
#
#Parameters:
#===========
#
#Approx. measurement time (s): 1.5599684214591980e+02
#Measurement sweeps: -1
#Number of laser pulses: 19
#Laser ignore indices: [0]
#alternating: False
#analysis parameters: {'signal_start': 1.05e-06, 'signal_end': 1.986e-06, 'method': 'mean'}
#extraction parameters: {'conv_std_dev': 8.0, 'method': 'conv_deriv'}
#fast counter settings: {'bin_width': 3e-09, 'record_length': 5.8404e-05, 'number_of_gates': 0, 'is_gated': False}
#
#Data:
#=====
#Controlled variable(s)	Signal
1.000000000000000e-07	0.000000000000000e+00
2.000000000000000e-07	0.000000000000000e+00
3.000000000000000e-07	0.000000000000000e+00
4.000000000000000e-07	0.000000000000000e+00
5.000000000000000e-07	0.000000000000000e+00
6.000000000000000e-07	0.000000000000000e+00
7.000000000000000e-07	0.000000000000000e+00
8.000000000000000e-07	0.000000000000000e+00
9.000000000000000e-07	0.000000000000000e+00
1.000000000000000e-06	0.000000000000000e+00
1.100000000000000e-06	0.000000000000000e+00
1.200000000000000e-06	0.000000000000000e+00
1.300000000000000e-06	0.000000000000000e+00
1.400000000000000e-06	0.000000000000000e+00
1.500000000000000e-06	0.000000000000000e+00
1.600000000000000e-06	0.000000000000000e+00
1.700000000000000e-06	0.000000000000000e+00
1.800000000000000e-06	0.000000000000000e+00
