#Saved Data from the class wavemeter_logger_logic on 22.11.2022 at 14h20m08s.
#
#Parameters:
#===========
#
#Start Time (s): 22.11.2022 14h:19min:45s
#Stop Time (s): 22.11.2022 14h:20min:08s
#
#Data:
#=====
#Measurement Time (s)	Signal (counts/s)	Interpolated Wavelength (nm)
1.128900051117e+00	8.000000000000e+02	7.370756065406e+02
1.149065256119e+00	6.500000000000e+02	7.370756124700e+02
1.168542385101e+00	8.500000000000e+02	7.370756183119e+02
1.188745975494e+00	9.000000000000e+02	7.370756241347e+02
1.208795547485e+00	8.000000000000e+02	7.370756241347e+02
1.229028463364e+00	4.500000000000e+02	7.370756274845e+02
1.248891592026e+00	4.500000000000e+02	7.370756338092e+02
1.269060850143e+00	2.500000000000e+02	7.370756380493e+02
1.289087057114e+00	8.000000000000e+02	7.370756421436e+02
1.309084892273e+00	7.000000000000e+02	7.370756431635e+02
1.329052448273e+00	7.500000000000e+02	7.370756496060e+02
1.349013805389e+00	1.350000000000e+03	7.370756554224e+02
1.368933200836e+00	5.000000000000e+02	7.370756598260e+02
1.388920783997e+00	5.000000000000e+02	7.370756635778e+02
1.408861637115e+00	3.500000000000e+02	7.370756635778e+02
1.429014205933e+00	4.500000000000e+02	7.370756702130e+02
1.448424339294e+00	5.000000000000e+02	7.370756758141e+02
1.468554496765e+00	5.000000000000e+01	7.370756805543e+02
1.488870143890e+00	4.000000000000e+02	7.370756833290e+02
1.509847164154e+00	3.500000000000e+02	7.370756887256e+02
1.528989315033e+00	3.500000000000e+02	7.370756978607e+02
1.549069166183e+00	5.000000000000e+02	7.370757033823e+02
1.568931102753e+00	5.000000000000e+01	7.370757033823e+02
1.589887380600e+00	4.000000000000e+02	7.370757093672e+02
1.608798027039e+00	4.500000000000e+02	7.370757150038e+02
1.629066944122e+00	4.500000000000e+02	7.370757217565e+02
1.649837970734e+00	2.500000000000e+02	7.370757229939e+02
1.668799400330e+00	5.000000000000e+02	7.370757245963e+02
1.688826560974e+00	2.500000000000e+02	7.370757310081e+02
1.708746910095e+00	2.000000000000e+02	7.370757377166e+02
1.729069948196e+00	3.500000000000e+02	7.370757432776e+02
1.749187231064e+00	4.500000000000e+02	7.370757432776e+02
1.769025802612e+00	1.000000000000e+02	7.370757470810e+02
1.789158105850e+00	3.000000000000e+02	7.370757534502e+02
1.808980941772e+00	2.500000000000e+02	7.370757601907e+02
1.829065799713e+00	2.000000000000e+02	7.370757628550e+02
1.848952054977e+00	4.000000000000e+02	7.370757632646e+02
1.869065046310e+00	5.000000000000e+01	7.370757697911e+02
1.889734029770e+00	2.500000000000e+02	7.370757762566e+02
1.908981800079e+00	2.500000000000e+02	7.370757820958e+02
1.929440498352e+00	2.500000000000e+02	7.370757823985e+02
1.948123931885e+00	1.500000000000e+02	7.370757849771e+02
1.969060897827e+00	2.000000000000e+02	7.370757917365e+02
1.989063978195e+00	3.500000000000e+02	7.370757982114e+02
2.008928298950e+00	2.500000000000e+02	7.370758020589e+02
2.028869152069e+00	2.000000000000e+02	7.370758020589e+02
2.048816442490e+00	6.500000000000e+02	7.370758075298e+02
2.069016218185e+00	2.000000000000e+02	7.370758138379e+02
2.088959932327e+00	3.000000000000e+02	7.370758195890e+02
2.108336210251e+00	2.000000000000e+02	7.370758220150e+02
2.128889560699e+00	2.000000000000e+02	7.370758230496e+02
2.149072408676e+00	3.000000000000e+02	7.370758296819e+02
2.169030666351e+00	1.500000000000e+02	7.370758316041e+02
2.189046144485e+00	2.000000000000e+02	7.370758316041e+02
2.208809375763e+00	2.000000000000e+02	7.370758316041e+02
2.229074716568e+00	2.500000000000e+02	7.370758388049e+02
2.249645709991e+00	2.500000000000e+02	7.370758508548e+02
2.269070863724e+00	1.000000000000e+02	7.370758584740e+02
2.289061307907e+00	2.000000000000e+02	7.370758622406e+02
2.308612346649e+00	3.000000000000e+02	7.370758622406e+02
2.329075098038e+00	2.000000000000e+02	7.370758679575e+02
2.349076271057e+00	5.000000000000e+01	7.370758742655e+02
2.368447303772e+00	1.000000000000e+02	7.370758805510e+02
2.388399124146e+00	5.000000000000e+01	7.370758867319e+02
2.408318281174e+00	5.000000000000e+01	7.370758919322e+02
2.429045200348e+00	2.500000000000e+02	7.370758919322e+02
2.449156999588e+00	1.500000000000e+02	7.370758965931e+02
2.469050645828e+00	5.000000000000e+01	7.370759031876e+02
2.489068984985e+00	5.000000000000e+01	7.370759095889e+02
2.508817911148e+00	4.000000000000e+02	7.370759124454e+02
2.529233694077e+00	1.500000000000e+02	7.370759126747e+02
2.549034833908e+00	5.000000000000e+01	7.370759172574e+02
2.569062232971e+00	1.500000000000e+02	7.370759218924e+02
2.589019060135e+00	2.000000000000e+02	7.370759297029e+02
2.609096050262e+00	1.500000000000e+02	7.370759364758e+02
2.629033088684e+00	1.500000000000e+02	7.370759419286e+02
2.649942874908e+00	1.000000000000e+02	7.370759438021e+02
2.669068336487e+00	1.500000000000e+02	7.370759445591e+02
2.689073085785e+00	0.000000000000e+00	7.370759457118e+02
2.708238840103e+00	0.000000000000e+00	7.370759440355e+02
2.728723764420e+00	1.000000000000e+02	7.370759411258e+02
2.748669862747e+00	1.500000000000e+02	7.370759411258e+02
2.768621444702e+00	5.000000000000e+01	7.370759378368e+02
2.789028406143e+00	5.000000000000e+01	7.370759332136e+02
2.808618307114e+00	2.500000000000e+02	7.370759332136e+02
2.829185009003e+00	5.000000000000e+01	7.370759249064e+02
2.849034309387e+00	2.000000000000e+02	7.370759164798e+02
2.869057416916e+00	1.000000000000e+02	7.370759155159e+02
2.889038562775e+00	3.000000000000e+02	7.370759126218e+02
2.908838510513e+00	0.000000000000e+00	7.370759044418e+02
2.929203033447e+00	2.500000000000e+02	7.370758996831e+02
2.949080944061e+00	1.000000000000e+02	7.370758963577e+02
2.968276739120e+00	2.500000000000e+02	7.370758963577e+02
2.988947629929e+00	3.000000000000e+02	7.370758910835e+02
3.009204626083e+00	3.000000000000e+02	7.370758857181e+02
3.029125928879e+00	5.000000000000e+01	7.370758796677e+02
3.049021720886e+00	2.500000000000e+02	7.370758779382e+02
3.069056987762e+00	2.000000000000e+02	7.370758770790e+02
3.089049100876e+00	1.500000000000e+02	7.370758709004e+02
3.108998298645e+00	2.000000000000e+02	7.370758646584e+02
3.128913879395e+00	1.000000000000e+02	7.370758590045e+02
3.149146080017e+00	5.000000000000e+02	7.370758590045e+02
3.169851541519e+00	2.500000000000e+02	7.370758558839e+02
3.188931703568e+00	2.500000000000e+02	7.370758497103e+02
3.209189891815e+00	5.000000000000e+01	7.370758497103e+02
3.229072570801e+00	5.000000000000e+01	7.370758466477e+02
3.248925924301e+00	2.500000000000e+02	7.370758402703e+02
3.269053697586e+00	1.500000000000e+02	7.370758340388e+02
3.289060831070e+00	1.500000000000e+02	7.370758279065e+02
3.309162616730e+00	3.000000000000e+02	7.370758218061e+02
3.328804254532e+00	3.000000000000e+02	7.370758207698e+02
3.349065542221e+00	4.500000000000e+02	7.370758187348e+02
3.369049072266e+00	2.000000000000e+02	7.370758127691e+02
3.388874053955e+00	3.000000000000e+02	7.370758069716e+02
3.409049749374e+00	3.000000000000e+02	7.370758025519e+02
3.429010629654e+00	2.500000000000e+02	7.370758025519e+02
3.448819160461e+00	1.500000000000e+02	7.370757984948e+02
3.468760728836e+00	1.500000000000e+02	7.370757926578e+02
3.489029407501e+00	4.000000000000e+02	7.370757862393e+02
3.509159088135e+00	5.000000000000e+02	7.370757832067e+02
3.529125452042e+00	1.000000000000e+02	7.370757829800e+02
3.548852682114e+00	2.000000000000e+02	7.370757785801e+02
3.568634033203e+00	3.000000000000e+02	7.370757741682e+02
3.588668823242e+00	3.000000000000e+02	7.370757691754e+02
