#Saved Data from the class wavemeter_logger_logic on 22.11.2022 at 14h18m35s.
#
#Parameters:
#===========
#
#Start Time (s): 22.11.2022 14h:18min:00s
#Stop Time (s): 22.11.2022 14h:18min:35s
#
#Data:
#=====
#Measurement Time (s)	Signal (counts/s)	Interpolated Wavelength (nm)
9.860992431641e-04	1.750000000000e+03	7.370755673977e+02
2.032113075256e-02	1.100000000000e+03	7.370755673977e+02
4.080009460449e-02	1.200000000000e+03	7.370755673977e+02
6.132936477661e-02	1.150000000000e+03	7.370755673977e+02
8.079409599304e-02	9.500000000000e+02	7.370755673977e+02
1.008234024048e-01	1.100000000000e+03	7.370755673907e+02
1.258921623230e-01	1.550000000000e+03	7.370755673322e+02
2.164549827576e-01	1.300000000000e+03	7.370755671888e+02
3.544006347656e-01	1.700000000000e+03	7.370755671730e+02
4.101655483246e-01	1.500000000000e+03	7.370755671666e+02
4.111905097961e-01	1.450000000000e+03	7.370755671628e+02
4.111905097961e-01	1.600000000000e+03	7.370755671628e+02
4.121608734131e-01	1.000000000000e+03	7.370755671592e+02
4.121608734131e-01	1.000000000000e+03	7.370755671592e+02
4.121608734131e-01	1.550000000000e+03	7.370755671592e+02
4.131796360016e-01	1.350000000000e+03	7.370755671554e+02
4.131796360016e-01	1.050000000000e+03	7.370755671554e+02
4.131796360016e-01	1.200000000000e+03	7.370755671554e+02
4.131796360016e-01	9.000000000000e+02	7.370755671554e+02
4.131796360016e-01	1.300000000000e+03	7.370755671554e+02
4.131796360016e-01	1.850000000000e+03	7.370755671554e+02
4.209644794464e-01	1.400000000000e+03	7.370755671264e+02
4.408814907074e-01	1.650000000000e+03	7.370755670521e+02
4.608266353607e-01	6.500000000000e+02	7.370755669825e+02
4.807736873627e-01	1.400000000000e+03	7.370755669239e+02
5.007517337799e-01	1.150000000000e+03	7.370755669475e+02
5.207180976868e-01	1.400000000000e+03	7.370755669581e+02
5.404095649719e-01	1.100000000000e+03	7.370755669581e+02
5.603773593903e-01	1.550000000000e+03	7.370755670486e+02
5.802962779999e-01	1.400000000000e+03	7.370755670846e+02
6.002643108368e-01	1.650000000000e+03	7.370755670802e+02
6.201896667480e-01	1.150000000000e+03	7.370755670658e+02
6.406900882721e-01	1.550000000000e+03	7.370755676215e+02
6.607434749603e-01	1.200000000000e+03	7.370755701048e+02
6.807229518890e-01	1.150000000000e+03	7.370755742603e+02
7.006692886353e-01	1.250000000000e+03	7.370755797759e+02
7.205927371979e-01	9.000000000000e+02	7.370755852463e+02
7.405588626862e-01	1.200000000000e+03	7.370755874371e+02
7.603414058685e-01	7.500000000000e+02	7.370755879954e+02
7.804729938507e-01	7.000000000000e+02	7.370755964693e+02
8.009319305420e-01	8.000000000000e+02	7.370755968903e+02
8.207952976227e-01	1.050000000000e+03	7.370755996349e+02
8.405249118805e-01	9.500000000000e+02	7.370756045929e+02
8.607673645020e-01	5.500000000000e+02	7.370756106450e+02
8.803205490112e-01	7.000000000000e+02	7.370756166907e+02
9.004456996918e-01	7.500000000000e+02	7.370756166907e+02
9.206888675690e-01	9.500000000000e+02	7.370756213893e+02
9.406356811523e-01	1.050000000000e+03	7.370756278220e+02
9.606084823608e-01	8.500000000000e+02	7.370756334184e+02
9.805293083191e-01	1.250000000000e+03	7.370756359330e+02
1.000475883484e+00	1.200000000000e+03	7.370756359330e+02
1.020422220230e+00	1.300000000000e+03	7.370756411785e+02
1.040369510651e+00	1.200000000000e+03	7.370756480611e+02
1.060316324234e+00	5.500000000000e+02	7.370756559200e+02
1.080262899399e+00	9.000000000000e+02	7.370756559200e+02
1.100208759308e+00	3.000000000000e+02	7.370756580589e+02
1.120764255524e+00	4.500000000000e+02	7.370756629571e+02
1.141059875488e+00	5.000000000000e+02	7.370756688311e+02
1.160674333572e+00	5.000000000000e+02	7.370756757708e+02
1.181507587433e+00	5.000000000000e+02	7.370756828306e+02
1.200448751450e+00	5.000000000000e+02	7.370756862018e+02
1.220311641693e+00	4.000000000000e+02	7.370756862018e+02
1.240803241730e+00	4.500000000000e+02	7.370756917979e+02
1.260798454285e+00	1.200000000000e+03	7.370756985925e+02
1.280340671539e+00	7.000000000000e+02	7.370757055373e+02
1.301270246506e+00	8.000000000000e+02	7.370757055373e+02
1.320756196976e+00	2.000000000000e+02	7.370757073639e+02
1.340028524399e+00	7.500000000000e+02	7.370757140169e+02
1.360290050507e+00	3.500000000000e+02	7.370757204781e+02
1.381367206573e+00	3.500000000000e+02	7.370757270189e+02
1.400307178497e+00	4.000000000000e+02	7.370757328987e+02
1.420252799988e+00	5.000000000000e+02	7.370757350582e+02
1.440021991730e+00	6.000000000000e+02	7.370757354117e+02
1.460808277130e+00	7.500000000000e+02	7.370757427792e+02
1.481538057327e+00	7.000000000000e+02	7.370757490687e+02
1.501017808914e+00	5.000000000000e+02	7.370757539029e+02
1.520144701004e+00	4.500000000000e+02	7.370757539029e+02
1.540165662766e+00	4.000000000000e+02	7.370757574988e+02
1.560154438019e+00	5.500000000000e+02	7.370757641065e+02
1.580435037613e+00	5.000000000000e+02	7.370757697399e+02
1.600766420364e+00	4.500000000000e+02	7.370757725033e+02
1.620613813400e+00	4.500000000000e+02	7.370757725033e+02
1.640989542007e+00	4.000000000000e+02	7.370757742268e+02
1.660670757294e+00	5.000000000000e+01	7.370757810295e+02
1.680667638779e+00	1.000000000000e+02	7.370757892591e+02
1.700804471970e+00	5.000000000000e+02	7.370757946484e+02
1.720751047134e+00	4.000000000000e+02	7.370757985304e+02
1.740714550018e+00	2.500000000000e+02	7.370758010547e+02
1.761213541031e+00	3.500000000000e+02	7.370758010547e+02
1.780720710754e+00	2.500000000000e+02	7.370758102811e+02
1.800898313522e+00	3.000000000000e+02	7.370758108846e+02
1.819900751114e+00	4.000000000000e+02	7.370758132833e+02
1.840149164200e+00	1.000000000000e+02	7.370758184120e+02
1.861540317535e+00	3.500000000000e+02	7.370758245314e+02
1.880939483643e+00	5.000000000000e+01	7.370758298500e+02
1.900809764862e+00	3.000000000000e+02	7.370758298500e+02
1.920734405518e+00	0.000000000000e+00	7.370758352139e+02
1.940671443939e+00	4.000000000000e+02	7.370758414842e+02
1.960787057877e+00	1.000000000000e+02	7.370758460681e+02
1.980076551437e+00	1.500000000000e+02	7.370758509373e+02
2.000957489014e+00	3.500000000000e+02	7.370758578145e+02
2.020940542221e+00	2.500000000000e+02	7.370758597963e+02
2.040791511536e+00	3.500000000000e+02	7.370758620185e+02
2.060732841492e+00	1.500000000000e+02	7.370758701128e+02
2.080281019211e+00	2.000000000000e+02	7.370758755835e+02
2.100146055222e+00	5.000000000000e+01	7.370758800191e+02
2.120094060898e+00	3.500000000000e+02	7.370758800191e+02
2.140911102295e+00	3.000000000000e+02	7.370758841102e+02
2.160301923752e+00	2.000000000000e+02	7.370758903225e+02
2.180166006088e+00	2.500000000000e+02	7.370758975574e+02
2.200805664062e+00	3.000000000000e+02	7.370758997174e+02
2.220419168472e+00	3.000000000000e+02	7.370759000673e+02
2.240809440613e+00	2.500000000000e+02	7.370759070772e+02
2.260871887207e+00	1.500000000000e+02	7.370759129451e+02
2.282102108002e+00	2.000000000000e+02	7.370759182669e+02
2.300678014755e+00	4.000000000000e+02	7.370759195207e+02
2.320793628693e+00	5.000000000000e+01	7.370759223064e+02
2.340806484222e+00	2.500000000000e+02	7.370759288284e+02
2.360403776169e+00	1.000000000000e+02	7.370759354401e+02
2.380523443222e+00	4.000000000000e+02	7.370759420001e+02
2.400746345520e+00	2.000000000000e+02	7.370759480110e+02
2.421534299850e+00	2.000000000000e+02	7.370759496207e+02
2.440821409225e+00	1.000000000000e+02	7.370759505866e+02
2.460022211075e+00	2.000000000000e+02	7.370759571038e+02
2.480345726013e+00	5.000000000000e+01	7.370759637371e+02
2.500347375870e+00	3.000000000000e+02	7.370759697804e+02
2.520808696747e+00	5.000000000000e+01	7.370759697804e+02
2.540810823441e+00	1.000000000000e+02	7.370759731741e+02
2.560842037201e+00	5.000000000000e+01	7.370759792598e+02
2.580307006836e+00	1.500000000000e+02	7.370759854994e+02
