#Saved Data from the class wavemeter_logger_logic on 22.11.2022 at 14h11m33s.
#
#Parameters:
#===========
#
#Start Time (s): 22.11.2022 14h:11min:12s
#Stop Time (s): 22.11.2022 14h:11min:34s
#
#Data:
#=====
#Measurement Time (s)	Signal (counts/s)	Interpolated Wavelength (nm)
3.522396087646e-03	2.600000000000e+03	7.370755544955e+02
2.346873283386e-02	1.550000000000e+03	7.370755544955e+02
4.375076293945e-02	1.800000000000e+03	7.370755544955e+02
6.369256973267e-02	2.050000000000e+03	7.370755543861e+02
8.334612846375e-02	1.950000000000e+03	7.370755542658e+02
1.051039695740e-01	2.500000000000e+03	7.370755544530e+02
1.239652633667e-01	2.050000000000e+03	7.370755546327e+02
1.442248821259e-01	1.950000000000e+03	7.370755548257e+02
1.661655902863e-01	2.050000000000e+03	7.370755546509e+02
1.897583007812e-01	1.850000000000e+03	7.370755546030e+02
2.096893787384e-01	1.800000000000e+03	7.370755546030e+02
2.823610305786e-01	2.200000000000e+03	7.370755547051e+02
4.066131114960e-01	1.650000000000e+03	7.370755548798e+02
4.076199531555e-01	1.550000000000e+03	7.370755548812e+02
4.086077213287e-01	2.650000000000e+03	7.370755548640e+02
4.086077213287e-01	2.050000000000e+03	7.370755548640e+02
4.086077213287e-01	1.750000000000e+03	7.370755548640e+02
4.086077213287e-01	2.450000000000e+03	7.370755548640e+02
4.086077213287e-01	1.950000000000e+03	7.370755548640e+02
4.096281528473e-01	1.900000000000e+03	7.370755548463e+02
4.096281528473e-01	9.000000000000e+02	7.370755548463e+02
4.236567020416e-01	1.550000000000e+03	7.370755546025e+02
4.436604976654e-01	2.050000000000e+03	7.370755545529e+02
4.636027812958e-01	1.950000000000e+03	7.370755546638e+02
4.838907718658e-01	1.200000000000e+03	7.370755548895e+02
5.029640197754e-01	1.800000000000e+03	7.370755550217e+02
5.238881111145e-01	1.600000000000e+03	7.370755546569e+02
5.438580513000e-01	1.600000000000e+03	7.370755545352e+02
5.648288726807e-01	1.400000000000e+03	7.370755546099e+02
5.845828056335e-01	1.300000000000e+03	7.370755547574e+02
6.036980152130e-01	1.100000000000e+03	7.370755549563e+02
6.243662834167e-01	1.550000000000e+03	7.370755551747e+02
6.437122821808e-01	1.600000000000e+03	7.370755551747e+02
6.637213230133e-01	1.900000000000e+03	7.370755564999e+02
6.844177246094e-01	2.150000000000e+03	7.370755592312e+02
7.039911746979e-01	1.500000000000e+03	7.370755649627e+02
7.237956523895e-01	1.650000000000e+03	7.370755679162e+02
7.438864707947e-01	1.550000000000e+03	7.370755679162e+02
7.630324363708e-01	2.750000000000e+03	7.370755724471e+02
7.837789058685e-01	2.300000000000e+03	7.370755771435e+02
8.036806583405e-01	1.900000000000e+03	7.370755771435e+02
8.241121768951e-01	1.850000000000e+03	7.370755771435e+02
8.430519104004e-01	1.450000000000e+03	7.370755796822e+02
8.634319305420e-01	2.150000000000e+03	7.370755926553e+02
8.833744525909e-01	1.800000000000e+03	7.370755999450e+02
9.032981395721e-01	2.050000000000e+03	7.370756052536e+02
9.232835769653e-01	1.950000000000e+03	7.370756057918e+02
9.433825016022e-01	2.400000000000e+03	7.370756091840e+02
9.637660980225e-01	1.900000000000e+03	7.370756153541e+02
9.837052822113e-01	1.500000000000e+03	7.370756219856e+02
1.003798007965e+00	1.700000000000e+03	7.370756279045e+02
1.023492097855e+00	1.750000000000e+03	7.370756331658e+02
1.043800830841e+00	1.300000000000e+03	7.370756336616e+02
1.063788175583e+00	1.450000000000e+03	7.370756363940e+02
1.083742141724e+00	2.050000000000e+03	7.370756429947e+02
1.103809595108e+00	1.750000000000e+03	7.370756490100e+02
1.124808549881e+00	1.200000000000e+03	7.370756527847e+02
1.142982006073e+00	1.900000000000e+03	7.370756527847e+02
1.163474559784e+00	1.850000000000e+03	7.370756576164e+02
1.183660984039e+00	1.750000000000e+03	7.370756637250e+02
1.203745603561e+00	1.350000000000e+03	7.370756692607e+02
1.223690986633e+00	1.900000000000e+03	7.370756711845e+02
1.243656396866e+00	9.500000000000e+02	7.370756711845e+02
1.263695716858e+00	1.650000000000e+03	7.370756773347e+02
1.283757448196e+00	1.300000000000e+03	7.370756828827e+02
1.303397178650e+00	2.200000000000e+03	7.370756874137e+02
1.323634624481e+00	1.650000000000e+03	7.370756900370e+02
1.343648433685e+00	1.250000000000e+03	7.370756912200e+02
1.363782167435e+00	1.250000000000e+03	7.370756959617e+02
1.383750438690e+00	1.450000000000e+03	7.370757010451e+02
1.403756618500e+00	1.350000000000e+03	7.370757082763e+02
1.423743009567e+00	1.500000000000e+03	7.370757141661e+02
1.442938804626e+00	1.400000000000e+03	7.370757190632e+02
1.463776588440e+00	2.200000000000e+03	7.370757190632e+02
1.483668804169e+00	1.250000000000e+03	7.370757234326e+02
1.503669738770e+00	1.000000000000e+03	7.370757302127e+02
1.523783206940e+00	1.000000000000e+03	7.370757370165e+02
1.545421361923e+00	7.500000000000e+02	7.370757399502e+02
1.563633918762e+00	1.350000000000e+03	7.370757421360e+02
1.583353519440e+00	1.400000000000e+03	7.370757469786e+02
1.603828668594e+00	1.200000000000e+03	7.370757532865e+02
1.622993707657e+00	8.500000000000e+02	7.370757602256e+02
