#Saved Data from the class wavemeter_logger_logic on 22.11.2022 at 14h14m06s.
#
#Parameters:
#===========
#
#Start Time (s): 22.11.2022 14h:13min:33s
#Stop Time (s): 22.11.2022 14h:14min:06s
#
#Data:
#=====
#Measurement Time (s)	Signal (counts/s)	Interpolated Wavelength (nm)
1.997089385986e-02	2.150000000000e+03	7.370756024087e+02
4.004788398743e-02	2.300000000000e+03	7.370756024087e+02
6.012010574341e-02	3.000000000000e+03	7.370756023391e+02
8.010005950928e-02	2.900000000000e+03	7.370756020493e+02
1.007039546967e-01	3.200000000000e+03	7.370756019603e+02
1.255674362183e-01	2.050000000000e+03	7.370756018801e+02
1.435217857361e-01	2.850000000000e+03	7.370756018222e+02
1.652917861938e-01	3.300000000000e+03	7.370756017807e+02
1.821167469025e-01	2.650000000000e+03	7.370756017570e+02
2.051491737366e-01	2.350000000000e+03	7.370756017584e+02
2.221851348877e-01	2.900000000000e+03	7.370756018304e+02
2.401208877563e-01	2.900000000000e+03	7.370756019063e+02
2.971351146698e-01	1.700000000000e+03	7.370756021475e+02
3.260595798492e-01	2.350000000000e+03	7.370756020563e+02
3.579473495483e-01	2.450000000000e+03	7.370756019188e+02
3.689177036285e-01	3.100000000000e+03	7.370756018334e+02
3.928539752960e-01	3.000000000000e+03	7.370756016469e+02
4.028522968292e-01	2.800000000000e+03	7.370756015691e+02
4.038245677948e-01	3.000000000000e+03	7.370756015615e+02
4.048211574554e-01	2.500000000000e+03	7.370756015757e+02
4.198048114777e-01	2.100000000000e+03	7.370756017892e+02
4.397475719452e-01	2.600000000000e+03	7.370756019604e+02
4.597907066345e-01	2.350000000000e+03	7.370756011230e+02
4.800002574921e-01	3.150000000000e+03	7.370756010396e+02
5.002746582031e-01	2.850000000000e+03	7.370756010978e+02
5.202608108521e-01	1.700000000000e+03	7.370756016819e+02
5.401914119720e-01	2.150000000000e+03	7.370756017965e+02
5.601334571838e-01	2.900000000000e+03	7.370756015573e+02
5.800948143005e-01	3.000000000000e+03	7.370756015573e+02
6.003563404083e-01	3.200000000000e+03	7.370756015084e+02
6.196753978729e-01	2.850000000000e+03	7.370756014076e+02
6.402292251587e-01	2.300000000000e+03	7.370756014620e+02
6.601231098175e-01	2.700000000000e+03	7.370756014968e+02
6.801998615265e-01	2.200000000000e+03	7.370756014830e+02
7.001466751099e-01	2.550000000000e+03	7.370756013442e+02
7.200942039490e-01	7.000000000000e+02	7.370756012909e+02
7.400383949280e-01	2.400000000000e+03	7.370756014935e+02
7.601830959320e-01	3.200000000000e+03	7.370756015126e+02
7.794458866119e-01	2.650000000000e+03	7.370756014574e+02
8.002154827118e-01	2.500000000000e+03	7.370756012378e+02
8.193745613098e-01	1.800000000000e+03	7.370756011386e+02
8.398609161377e-01	2.250000000000e+03	7.370756010992e+02
8.601880073547e-01	2.850000000000e+03	7.370756010992e+02
8.794558048248e-01	2.450000000000e+03	7.370756009631e+02
9.002361297607e-01	2.500000000000e+03	7.370756007571e+02
9.199819564819e-01	2.250000000000e+03	7.370756007077e+02
9.398415088654e-01	2.850000000000e+03	7.370756007349e+02
9.593007564545e-01	2.600000000000e+03	7.370756008225e+02
9.794361591339e-01	2.900000000000e+03	7.370756008315e+02
1.000205278397e+00	3.200000000000e+03	7.370756000104e+02
1.019625425339e+00	1.850000000000e+03	7.370755976013e+02
1.039571285248e+00	2.150000000000e+03	7.370755934074e+02
1.059518098831e+00	2.600000000000e+03	7.370755896799e+02
1.079496145248e+00	2.950000000000e+03	7.370755896799e+02
1.099987030029e+00	3.100000000000e+03	7.370755887720e+02
1.119515895844e+00	2.100000000000e+03	7.370755834694e+02
1.140290975571e+00	2.850000000000e+03	7.370755767562e+02
1.160154819489e+00	3.050000000000e+03	7.370755703073e+02
1.180126428604e+00	1.550000000000e+03	7.370755651723e+02
1.200122117996e+00	1.950000000000e+03	7.370755626581e+02
1.219813346863e+00	2.750000000000e+03	7.370755626581e+02
1.240299940109e+00	2.250000000000e+03	7.370755534894e+02
1.259441852570e+00	2.100000000000e+03	7.370755487544e+02
1.280074834824e+00	2.800000000000e+03	7.370755439018e+02
1.300104856491e+00	1.900000000000e+03	7.370755431370e+02
1.319302558899e+00	2.500000000000e+03	7.370755412668e+02
1.340099573135e+00	2.300000000000e+03	7.370755347930e+02
1.360128402710e+00	2.400000000000e+03	7.370755288291e+02
1.380476474762e+00	2.100000000000e+03	7.370755234414e+02
1.400395393372e+00	2.050000000000e+03	7.370755234414e+02
1.419344425201e+00	2.100000000000e+03	7.370755234414e+02
1.440006017685e+00	2.750000000000e+03	7.370755173197e+02
1.459510326385e+00	1.700000000000e+03	7.370755040631e+02
1.480225086212e+00	2.250000000000e+03	7.370755032438e+02
1.500122547150e+00	2.300000000000e+03	7.370755014741e+02
1.519598245621e+00	2.350000000000e+03	7.370754957376e+02
1.540073633194e+00	2.100000000000e+03	7.370754895835e+02
1.560290813446e+00	2.700000000000e+03	7.370754833977e+02
1.580075502396e+00	2.500000000000e+03	7.370754760793e+02
1.599460363388e+00	2.450000000000e+03	7.370754721033e+02
1.619352817535e+00	2.350000000000e+03	7.370754721033e+02
1.640088319778e+00	2.500000000000e+03	7.370754660425e+02
1.660120010376e+00	2.400000000000e+03	7.370754594810e+02
1.680288553238e+00	2.200000000000e+03	7.370754534020e+02
1.700218677521e+00	2.700000000000e+03	7.370754521869e+02
1.720286607742e+00	3.150000000000e+03	7.370754498771e+02
1.739645481110e+00	2.150000000000e+03	7.370754428729e+02
1.759594202042e+00	1.750000000000e+03	7.370754372762e+02
1.779568433762e+00	2.400000000000e+03	7.370754328627e+02
1.800127267838e+00	2.400000000000e+03	7.370754328627e+02
1.819312810898e+00	6.000000000000e+02	7.370754288891e+02
1.840124368668e+00	1.650000000000e+03	7.370754221408e+02
1.859602212906e+00	2.550000000000e+03	7.370754163141e+02
1.880514144897e+00	2.450000000000e+03	7.370754135899e+02
1.899437427521e+00	3.400000000000e+03	7.370754135899e+02
1.919872522354e+00	2.600000000000e+03	7.370754071987e+02
1.940129756927e+00	2.100000000000e+03	7.370754014099e+02
1.960325956345e+00	2.500000000000e+03	7.370753966645e+02
1.979203939438e+00	1.800000000000e+03	7.370753945650e+02
1.999845504761e+00	1.500000000000e+03	7.370753919153e+02
2.020359754562e+00	2.050000000000e+03	7.370753861872e+02
2.040125370026e+00	2.350000000000e+03	7.370753804754e+02
2.060128688812e+00	2.600000000000e+03	7.370753761565e+02
2.080075740814e+00	1.950000000000e+03	7.370753761565e+02
2.100033521652e+00	1.850000000000e+03	7.370753717143e+02
2.120000839233e+00	2.200000000000e+03	7.370753651922e+02
2.139947414398e+00	2.200000000000e+03	7.370753596200e+02
2.160034179688e+00	2.100000000000e+03	7.370753534233e+02
2.180712938309e+00	1.900000000000e+03	7.370753473131e+02
2.200221538544e+00	2.250000000000e+03	7.370753473131e+02
2.219599008560e+00	2.100000000000e+03	7.370753441478e+02
2.240135431290e+00	1.750000000000e+03	7.370753381958e+02
2.259901285172e+00	2.050000000000e+03	7.370753341497e+02
2.280433654785e+00	1.900000000000e+03	7.370753300401e+02
2.300191164017e+00	2.250000000000e+03	7.370753286235e+02
2.320133686066e+00	1.900000000000e+03	7.370753257022e+02
2.340076923370e+00	1.950000000000e+03	7.370753203787e+02
2.359406471252e+00	2.250000000000e+03	7.370753130065e+02
2.380267381668e+00	2.050000000000e+03	7.370753079154e+02
2.400040626526e+00	1.550000000000e+03	7.370753079154e+02
2.420117139816e+00	1.750000000000e+03	7.370753016148e+02
2.439984798431e+00	1.600000000000e+03	7.370752950338e+02
2.459947824478e+00	1.650000000000e+03	7.370752887161e+02
2.479895591736e+00	1.600000000000e+03	7.370752880845e+02
2.499870300293e+00	1.250000000000e+03	7.370752859103e+02
2.520206451416e+00	1.550000000000e+03	7.370752809997e+02
2.540081501007e+00	1.800000000000e+03	7.370752756330e+02
2.560066938400e+00	1.350000000000e+03	7.370752691598e+02
2.580486536026e+00	1.450000000000e+03	7.370752673014e+02
2.600573301315e+00	1.700000000000e+03	7.370752632536e+02
2.620128631592e+00	1.700000000000e+03	7.370752581167e+02
2.639653205872e+00	2.350000000000e+03	7.370752508928e+02
2.659669399261e+00	1.700000000000e+03	7.370752434233e+02
2.679697275162e+00	1.450000000000e+03	7.370752376274e+02
2.700222015381e+00	1.500000000000e+03	7.370752309622e+02
2.720165252686e+00	1.700000000000e+03	7.370752243789e+02
2.739772319794e+00	1.900000000000e+03	7.370752243789e+02
2.759834289551e+00	1.600000000000e+03	7.370752196638e+02
2.779635429382e+00	1.300000000000e+03	7.370752144962e+02
2.800722837448e+00	1.450000000000e+03	7.370752077737e+02
2.820153951645e+00	1.350000000000e+03	7.370752036410e+02
2.839958906174e+00	1.300000000000e+03	7.370752036410e+02
2.859902620316e+00	1.500000000000e+03	7.370751977608e+02
2.880073308945e+00	1.350000000000e+03	7.370751912584e+02
2.900974988937e+00	1.350000000000e+03	7.370751847022e+02
2.920276880264e+00	1.600000000000e+03	7.370751830273e+02
2.940221786499e+00	1.200000000000e+03	7.370751812857e+02
2.960933923721e+00	1.250000000000e+03	7.370751740516e+02
2.979746103287e+00	1.300000000000e+03	7.370751668174e+02
2.999518394470e+00	4.000000000000e+02	7.370751624223e+02
3.020134449005e+00	1.500000000000e+03	7.370751624223e+02
3.039618730545e+00	1.300000000000e+03	7.370751578571e+02
3.060180664062e+00	1.500000000000e+03	7.370751508713e+02
3.080127716064e+00	1.150000000000e+03	7.370751441427e+02
3.100161075592e+00	1.050000000000e+03	7.370751414015e+02
3.120180130005e+00	9.500000000000e+02	7.370751408310e+02
3.139921665192e+00	1.400000000000e+03	7.370751351835e+02
3.160188674927e+00	1.150000000000e+03	7.370751286663e+02
3.179483890533e+00	1.400000000000e+03	7.370751211694e+02
