#Saved Data from the class wavemeter_logger_logic on 22.11.2022 at 14h12m24s.
#
#Parameters:
#===========
#
#Start Time (s): 22.11.2022 14h:11min:59s
#Stop Time (s): 22.11.2022 14h:12min:25s
#
#Data:
#=====
#Measurement Time (s)	Signal (counts/s)	Interpolated Wavelength (nm)
6.431341171265e-03	1.600000000000e+03	7.370753791151e+02
2.695608139038e-02	1.500000000000e+03	7.370753791151e+02
4.632234573364e-02	1.700000000000e+03	7.370753791151e+02
6.624674797058e-02	1.300000000000e+03	7.370753791151e+02
8.719444274902e-02	1.100000000000e+03	7.370753784454e+02
1.129252910614e-01	1.050000000000e+03	7.370753698257e+02
1.308774948120e-01	1.000000000000e+03	7.370753638118e+02
1.488296985626e-01	1.200000000000e+03	7.370753577980e+02
1.727652549744e-01	1.150000000000e+03	7.370753497797e+02
1.980588436127e-01	1.150000000000e+03	7.370753455572e+02
2.276799678802e-01	9.500000000000e+02	7.370753406121e+02
2.570497989655e-01	1.200000000000e+03	7.370753357091e+02
2.914886474609e-01	1.150000000000e+03	7.370753299598e+02
3.481671810150e-01	1.150000000000e+03	7.370753204977e+02
3.491551876068e-01	8.000000000000e+02	7.370753199346e+02
3.810687065125e-01	8.000000000000e+02	7.370753017442e+02
3.820662498474e-01	1.150000000000e+03	7.370753011756e+02
3.820662498474e-01	7.500000000000e+02	7.370753011756e+02
3.840606212616e-01	6.500000000000e+02	7.370752997596e+02
3.890471458435e-01	1.000000000000e+03	7.370752962192e+02
4.070105552673e-01	9.500000000000e+02	7.370752912533e+02
4.269459247589e-01	8.500000000000e+02	7.370752912533e+02
4.469158649445e-01	1.050000000000e+03	7.370752848184e+02
4.668927192688e-01	1.050000000000e+03	7.370752781656e+02
4.866204261780e-01	6.500000000000e+02	7.370752717443e+02
5.065670013428e-01	6.500000000000e+02	7.370752711027e+02
5.264246463776e-01	8.500000000000e+02	7.370752694073e+02
5.485045909882e-01	5.500000000000e+02	7.370752632024e+02
5.664288997650e-01	5.500000000000e+02	7.370752574320e+02
5.871639251709e-01	8.000000000000e+02	7.370752516043e+02
6.073629856110e-01	6.500000000000e+02	7.370752516043e+02
6.268591880798e-01	9.500000000000e+02	7.370752474605e+02
6.473102569580e-01	1.150000000000e+03	7.370752411463e+02
6.675293445587e-01	4.000000000000e+02	7.370752346349e+02
6.870181560516e-01	6.500000000000e+02	7.370752317377e+02
7.069373130798e-01	9.500000000000e+02	7.370752317377e+02
7.279114723206e-01	8.000000000000e+02	7.370752254171e+02
7.469427585602e-01	8.500000000000e+02	7.370752196107e+02
7.666416168213e-01	9.500000000000e+02	7.370752134756e+02
7.866160869598e-01	6.000000000000e+02	7.370752078218e+02
8.069806098938e-01	5.500000000000e+02	7.370752022011e+02
8.269469738007e-01	5.500000000000e+02	7.370752016427e+02
8.470840454102e-01	5.500000000000e+02	7.370751961715e+02
8.673942089081e-01	1.000000000000e+03	7.370751895294e+02
8.869383335114e-01	9.500000000000e+02	7.370751850986e+02
9.070222377777e-01	6.500000000000e+02	7.370751805455e+02
9.270257949829e-01	6.000000000000e+02	7.370751737608e+02
9.479269981384e-01	4.000000000000e+02	7.370751694173e+02
9.669477939606e-01	9.000000000000e+02	7.370751694173e+02
9.869732856750e-01	7.500000000000e+02	7.370751597843e+02
1.007128953934e+00	3.500000000000e+02	7.370751543895e+02
1.026471376419e+00	5.000000000000e+02	7.370751497734e+02
1.046953678131e+00	8.500000000000e+02	7.370751485366e+02
