#Saved Data from the class wavemeter_logger_logic on 22.11.2022 at 14h15m04s.
#
#Parameters:
#===========
#
#Start Time (s): 22.11.2022 14h:14min:32s
#Stop Time (s): 22.11.2022 14h:15min:05s
#
#Data:
#=====
#Measurement Time (s)	Signal (counts/s)	Interpolated Wavelength (nm)
1.501560211182e-02	2.300000000000e+03	7.370758048516e+02
3.315854072571e-02	1.800000000000e+03	7.370758048516e+02
5.249071121216e-02	2.600000000000e+03	7.370758048516e+02
7.301330566406e-02	3.050000000000e+03	7.370758048516e+02
9.254193305969e-02	2.050000000000e+03	7.370758048516e+02
1.189846992493e-01	2.550000000000e+03	7.370758173010e+02
1.442596912384e-01	2.050000000000e+03	7.370758358349e+02
1.562035083771e-01	2.050000000000e+03	7.370758445932e+02
1.751525402069e-01	1.900000000000e+03	7.370758445932e+02
2.387545108795e-01	2.250000000000e+03	7.370758526200e+02
3.305108547211e-01	2.250000000000e+03	7.370758772034e+02
3.783826828003e-01	1.900000000000e+03	7.370758900292e+02
3.983297348022e-01	2.950000000000e+03	7.370758953734e+02
3.993268013000e-01	1.450000000000e+03	7.370758956405e+02
3.993268013000e-01	2.500000000000e+03	7.370758956405e+02
4.003243446350e-01	2.050000000000e+03	7.370758966336e+02
4.003243446350e-01	2.100000000000e+03	7.370758966336e+02
4.003243446350e-01	1.650000000000e+03	7.370758966336e+02
4.013216495514e-01	1.750000000000e+03	7.370758976265e+02
4.013216495514e-01	2.350000000000e+03	7.370758976265e+02
4.130461215973e-01	1.800000000000e+03	7.370759063202e+02
4.330465793610e-01	2.500000000000e+03	7.370759063202e+02
4.530158042908e-01	2.250000000000e+03	7.370759100556e+02
4.729397296906e-01	7.500000000000e+02	7.370759162622e+02
4.929087162018e-01	2.000000000000e+03	7.370759231652e+02
5.130989551544e-01	2.550000000000e+03	7.370759270238e+02
5.330517292023e-01	1.550000000000e+03	7.370759270238e+02
5.539710521698e-01	1.450000000000e+03	7.370759335967e+02
5.739145278931e-01	1.650000000000e+03	7.370759402848e+02
5.928907394409e-01	1.450000000000e+03	7.370759467850e+02
6.130406856537e-01	2.250000000000e+03	7.370759478004e+02
6.327943801880e-01	1.550000000000e+03	7.370759491777e+02
6.524109840393e-01	2.100000000000e+03	7.370759558849e+02
6.732521057129e-01	1.750000000000e+03	7.370759626702e+02
6.937398910522e-01	1.650000000000e+03	7.370759689822e+02
7.130956649780e-01	1.250000000000e+03	7.370759737345e+02
7.331864833832e-01	1.950000000000e+03	7.370759784224e+02
7.530274391174e-01	1.500000000000e+03	7.370759784224e+02
7.731800079346e-01	1.650000000000e+03	7.370759854491e+02
7.931005954742e-01	2.150000000000e+03	7.370759886814e+02
8.130834102631e-01	1.500000000000e+03	7.370759886814e+02
8.331701755524e-01	1.200000000000e+03	7.370759933020e+02
8.527457714081e-01	1.950000000000e+03	7.370759980605e+02
8.723475933075e-01	1.600000000000e+03	7.370760045984e+02
8.930909633636e-01	1.850000000000e+03	7.370760117191e+02
9.131090641022e-01	1.300000000000e+03	7.370760187127e+02
9.330558776855e-01	1.450000000000e+03	7.370760190609e+02
9.530029296875e-01	1.750000000000e+03	7.370760194910e+02
9.733974933624e-01	2.200000000000e+03	7.370760285247e+02
