#Saved Data from the class wavemeter_logger_logic on 02.12.2022 at 16h57m29s.
#
#Parameters:
#===========
#
#Start Time (s): 02.12.2022 16h:56min:49s
#Stop Time (s): 02.12.2022 16h:57min:29s
#
#Data:
#=====
#Measurement Time (s)	Signal (counts/s)	Interpolated Wavelength (nm)
1.199197769165e-02	4.350000000000e+03	7.370373254985e+02
2.992010116577e-02	4.600000000000e+03	7.370373254985e+02
4.988765716553e-02	5.100000000000e+03	7.370373254985e+02
6.983613967896e-02	3.400000000000e+03	7.370373254985e+02
8.979606628418e-02	4.600000000000e+03	7.370373254985e+02
1.157400608063e-01	4.750000000000e+03	7.370373254985e+02
1.347112655640e-01	3.950000000000e+03	7.370373254985e+02
1.546607017517e-01	2.900000000000e+03	7.370373254985e+02
1.815633773804e-01	2.000000000000e+03	7.370373254985e+02
2.164700031281e-01	4.300000000000e+03	7.370373254985e+02
2.174680233002e-01	2.300000000000e+03	7.370373254985e+02
2.294359207153e-01	4.650000000000e+03	7.370373254985e+02
2.493829727173e-01	3.850000000000e+03	7.370373254985e+02
2.693293094635e-01	3.200000000000e+03	7.370373254985e+02
2.892754077911e-01	2.900000000000e+03	7.370373254985e+02
3.092441558838e-01	3.650000000000e+03	7.370373254985e+02
3.291685581207e-01	5.450000000000e+03	7.370373254985e+02
3.491160869598e-01	3.500000000000e+03	7.370373254985e+02
3.690845966339e-01	3.550000000000e+03	7.370373254985e+02
3.900053501129e-01	6.000000000000e+02	7.370373254985e+02
4.099524021149e-01	4.600000000000e+03	7.370373254985e+02
4.298989772797e-01	2.650000000000e+03	7.370373254985e+02
4.491958618164e-01	5.050000000000e+03	7.370373254985e+02
4.693846702576e-01	2.650000000000e+03	7.370373254985e+02
4.894909858704e-01	3.100000000000e+03	7.370373254985e+02
5.093507766724e-01	4.850000000000e+03	7.370373254985e+02
5.293073654175e-01	2.800000000000e+03	7.370373254985e+02
5.492539405823e-01	3.500000000000e+03	7.370373254985e+02
5.691721439362e-01	4.300000000000e+03	7.370373254985e+02
5.891492366791e-01	3.550000000000e+03	7.370373254985e+02
6.091156005859e-01	2.750000000000e+03	7.370373254985e+02
6.290616989136e-01	4.300000000000e+03	7.370373254985e+02
6.497588157654e-01	3.850000000000e+03	7.370373254391e+02
6.696829795837e-01	3.200000000000e+03	7.370373253789e+02
6.896529197693e-01	4.250000000000e+03	7.370373253668e+02
7.095763683319e-01	4.050000000000e+03	7.370373253668e+02
7.295219898224e-01	3.650000000000e+03	7.370373253668e+02
7.494688034058e-01	2.650000000000e+03	7.370373253668e+02
7.694153785706e-01	4.050000000000e+03	7.370373253668e+02
7.893621921539e-01	4.650000000000e+03	7.370373253668e+02
8.093094825745e-01	2.050000000000e+03	7.370373253668e+02
8.292555809021e-01	2.450000000000e+03	7.370373253668e+02
8.492021560669e-01	3.750000000000e+03	7.370373253668e+02
8.695831298828e-01	4.300000000000e+03	7.370373253668e+02
