#Saved Data from the class wavemeter_logger_logic on 02.12.2022 at 17h01m40s.
#
#Parameters:
#===========
#
#Start Time (s): 02.12.2022 17h:00min:39s
#Stop Time (s): 02.12.2022 17h:01min:41s
#
#Data:
#=====
#Measurement Time (s)	Signal (counts/s)	Interpolated Wavelength (nm)
1.995205879211e-02	6.700000000000e+03	7.370373056623e+02
3.790736198425e-02	5.900000000000e+03	7.370373056623e+02
5.782222747803e-02	5.800000000000e+03	7.370373056623e+02
7.776808738708e-02	6.350000000000e+03	7.370373056623e+02
9.871292114258e-02	3.600000000000e+03	7.370373056623e+02
1.186816692352e-01	7.750000000000e+03	7.370373056623e+02
1.386389732361e-01	6.050000000000e+03	7.370373056623e+02
1.635615825653e-01	6.050000000000e+03	7.370373056623e+02
1.955103874207e-01	5.150000000000e+03	7.370373056623e+02
2.014944553375e-01	5.950000000000e+03	7.370373056623e+02
2.184491157532e-01	9.350000000000e+03	7.370373056623e+02
2.543482780457e-01	7.050000000000e+03	7.370373056623e+02
2.593116760254e-01	7.650000000000e+03	7.370373056623e+02
2.782850265503e-01	6.150000000000e+03	7.370373056623e+02
2.982070446014e-01	7.200000000000e+03	7.370373056623e+02
3.181533813477e-01	5.500000000000e+03	7.370373056623e+02
3.391211032867e-01	7.100000000000e+03	7.370373056623e+02
3.581399917603e-01	6.550000000000e+03	7.370373056623e+02
3.783130645752e-01	6.350000000000e+03	7.370373056623e+02
3.996753692627e-01	3.150000000000e+03	7.370373056623e+02
4.187734127045e-01	6.800000000000e+03	7.370373056623e+02
4.376883506775e-01	6.850000000000e+03	7.370373056623e+02
4.581611156464e-01	6.800000000000e+03	7.370373056623e+02
4.785583019257e-01	5.200000000000e+03	7.370373056623e+02
4.985048770905e-01	3.400000000000e+03	7.370373056623e+02
5.185976028442e-01	6.950000000000e+03	7.370373056623e+02
5.385670661926e-01	7.000000000000e+03	7.370373056623e+02
5.585086345673e-01	8.550000000000e+03	7.370373056623e+02
