#Saved Data from the class wavemeter_logger_logic on 02.12.2022 at 16h55m32s.
#
#Parameters:
#===========
#
#Start Time (s): 02.12.2022 16h:54min:52s
#Stop Time (s): 02.12.2022 16h:55min:32s
#
#Data:
#=====
#Measurement Time (s)	Signal (counts/s)	Interpolated Wavelength (nm)
1.994371414185e-03	8.000000000000e+02	7.370372485782e+02
2.094841003418e-02	7.000000000000e+02	7.370372485782e+02
3.889560699463e-02	1.850000000000e+03	7.370372485782e+02
5.884265899658e-02	2.400000000000e+03	7.370372485782e+02
7.878947257996e-02	1.600000000000e+03	7.370372485782e+02
9.873509407043e-02	3.500000000000e+02	7.370372485782e+02
1.186821460724e-01	7.500000000000e+02	7.370372485782e+02
1.446135044098e-01	1.800000000000e+03	7.370372485782e+02
1.645798683167e-01	1.550000000000e+03	7.370372485782e+02
1.815364360809e-01	5.000000000000e+02	7.370372485782e+02
2.044754028320e-01	3.500000000000e+02	7.370372485782e+02
2.214317321777e-01	7.000000000000e+02	7.370372485782e+02
2.393994331360e-01	6.000000000000e+02	7.370372485782e+02
2.583312988281e-01	6.500000000000e+02	7.370372485782e+02
2.782549858093e-01	2.000000000000e+03	7.370372485782e+02
2.991998195648e-01	1.650000000000e+03	7.370372485782e+02
3.191699981689e-01	1.300000000000e+03	7.370372485782e+02
3.392670154572e-01	4.000000000000e+02	7.370372485782e+02
3.583824634552e-01	1.000000000000e+03	7.370372485782e+02
3.794727325439e-01	3.350000000000e+03	7.370372485782e+02
3.984277248383e-01	1.550000000000e+03	7.370372485782e+02
4.183330535889e-01	5.000000000000e+02	7.370372485782e+02
4.382798671722e-01	9.500000000000e+02	7.370372485782e+02
4.582257270813e-01	1.650000000000e+03	7.370372485782e+02
4.781732559204e-01	1.150000000000e+03	7.370372485782e+02
4.991419315338e-01	3.000000000000e+02	7.370372485782e+02
5.180890560150e-01	2.500000000000e+02	7.370372485782e+02
5.390374660492e-01	1.300000000000e+03	7.370372485782e+02
5.589802265167e-01	1.500000000000e+03	7.370372485782e+02
5.789308547974e-01	1.050000000000e+03	7.370372485782e+02
5.988726615906e-01	6.500000000000e+02	7.370372485782e+02
6.197936534882e-01	6.500000000000e+02	7.370372485782e+02
6.387684345245e-01	1.450000000000e+03	7.370372485782e+02
6.587224006653e-01	3.000000000000e+02	7.370372485782e+02
6.786575317383e-01	4.000000000000e+02	7.370372488525e+02
6.985826492310e-01	3.000000000000e+02	7.370372493261e+02
7.185597419739e-01	6.000000000000e+02	7.370372493261e+02
7.387657165527e-01	7.500000000000e+02	7.370372493261e+02
7.587130069733e-01	2.000000000000e+02	7.370372493261e+02
7.786362171173e-01	4.000000000000e+02	7.370372493261e+02
7.986049652100e-01	1.050000000000e+03	7.370372493261e+02
8.195507526398e-01	6.500000000000e+02	7.370372493261e+02
8.385052680969e-01	1.000000000000e+02	7.370372493261e+02
8.584496974945e-01	5.000000000000e+01	7.370372493261e+02
8.784046173096e-01	2.500000000000e+02	7.370372493261e+02
8.983151912689e-01	3.000000000000e+02	7.370372493261e+02
9.202754497528e-01	3.500000000000e+02	7.370372493261e+02
9.385020732880e-01	2.000000000000e+02	7.370372493261e+02
9.584972858429e-01	2.500000000000e+02	7.370372493261e+02
9.781084060669e-01	6.000000000000e+02	7.370372492909e+02
9.991204738617e-01	2.000000000000e+02	7.370372490678e+02
1.020083665848e+00	0.000000000000e+00	7.370372489541e+02
1.056986570358e+00	5.000000000000e+01	7.370372488496e+02
1.068953990936e+00	0.000000000000e+00	7.370372488157e+02
1.101864814758e+00	0.000000000000e+00	7.370372488077e+02
1.107863903046e+00	5.000000000000e+01	7.370372488333e+02
1.135770320892e+00	0.000000000000e+00	7.370372489528e+02
1.138744354248e+00	5.000000000000e+01	7.370372489655e+02
1.158723354340e+00	2.450000000000e+03	7.370372490187e+02
1.178659915924e+00	2.750000000000e+03	7.370372487262e+02
1.198606014252e+00	2.800000000000e+03	7.370372484336e+02
1.219526767731e+00	3.150000000000e+03	7.370372484356e+02
1.238475799561e+00	2.950000000000e+03	7.370372485195e+02
1.258448123932e+00	3.600000000000e+03	7.370372485305e+02
1.278393268585e+00	3.700000000000e+03	7.370372485618e+02
1.298339605331e+00	1.750000000000e+03	7.370372485899e+02
1.318262577057e+00	2.150000000000e+03	7.370372485899e+02
1.338232517242e+00	3.450000000000e+03	7.370372486116e+02
1.359153985977e+00	3.500000000000e+03	7.370372486652e+02
1.379100561142e+00	2.600000000000e+03	7.370372487319e+02
1.399046659470e+00	1.650000000000e+03	7.370372487676e+02
1.418996810913e+00	3.250000000000e+03	7.370372487825e+02
1.438940048218e+00	2.450000000000e+03	7.370372487511e+02
1.458886146545e+00	1.300000000000e+03	7.370372487323e+02
1.478864431381e+00	2.500000000000e+03	7.370372487323e+02
1.498829603195e+00	2.800000000000e+03	7.370372485985e+02
1.518750190735e+00	3.300000000000e+03	7.370372485319e+02
1.538696527481e+00	3.250000000000e+03	7.370372486329e+02
1.558620214462e+00	1.700000000000e+03	7.370372485976e+02
1.578566312790e+00	1.900000000000e+03	7.370372485753e+02
1.598535776138e+00	3.050000000000e+03	7.370372488232e+02
1.618487358093e+00	3.400000000000e+03	7.370372488850e+02
1.638933658600e+00	2.800000000000e+03	7.370372488773e+02
1.658929347992e+00	2.800000000000e+03	7.370372488275e+02
1.678405284882e+00	3.400000000000e+03	7.370372488711e+02
1.698494195938e+00	3.050000000000e+03	7.370372489404e+02
1.718468427658e+00	2.500000000000e+03	7.370372486434e+02
1.738415479660e+00	3.000000000000e+03	7.370372484510e+02
1.758373498917e+00	3.400000000000e+03	7.370372484442e+02
1.778706073761e+00	3.000000000000e+03	7.370372483753e+02
1.799016475677e+00	3.450000000000e+03	7.370372484202e+02
1.819345474243e+00	2.650000000000e+03	7.370372486721e+02
1.838430643082e+00	2.950000000000e+03	7.370372487877e+02
1.858408451080e+00	3.400000000000e+03	7.370372488493e+02
1.878346681595e+00	3.950000000000e+03	7.370372487034e+02
1.898298025131e+00	3.800000000000e+03	7.370372486542e+02
1.918216943741e+00	1.350000000000e+03	7.370372486471e+02
1.939188003540e+00	3.250000000000e+03	7.370372486471e+02
1.958139657974e+00	1.900000000000e+03	7.370372487801e+02
1.979054689407e+00	3.600000000000e+03	7.370372489585e+02
1.999023437500e+00	4.000000000000e+03	7.370372488025e+02
2.018947601318e+00	2.800000000000e+03	7.370372486938e+02
2.038901567459e+00	3.000000000000e+03	7.370372486231e+02
2.058869838715e+00	3.250000000000e+03	7.370372486824e+02
2.078809738159e+00	2.050000000000e+03	7.370372487997e+02
2.098757266998e+00	2.950000000000e+03	7.370372489508e+02
2.118706941605e+00	3.550000000000e+03	7.370372489657e+02
2.138627052307e+00	2.600000000000e+03	7.370372490134e+02
2.158573627472e+00	3.150000000000e+03	7.370372491496e+02
2.178541421890e+00	3.050000000000e+03	7.370372485829e+02
2.198467493057e+00	3.350000000000e+03	7.370372474948e+02
2.218442440033e+00	2.400000000000e+03	7.370372455928e+02
2.238360166550e+00	3.050000000000e+03	7.370372452156e+02
2.259304285049e+00	2.550000000000e+03	7.370372445274e+02
2.278280973434e+00	3.550000000000e+03	7.370372423448e+02
2.298223257065e+00	3.200000000000e+03	7.370372401633e+02
2.318146944046e+00	2.150000000000e+03	7.370372380314e+02
2.339090585709e+00	1.500000000000e+03	7.370372354207e+02
2.359060525894e+00	1.400000000000e+03	7.370372325409e+02
2.378319263458e+00	2.850000000000e+03	7.370372297148e+02
2.398736238480e+00	2.200000000000e+03	7.370372279338e+02
2.419115066528e+00	2.750000000000e+03	7.370372261562e+02
2.439229249954e+00	3.650000000000e+03	7.370372258082e+02
2.458482027054e+00	3.300000000000e+03	7.370372231419e+02
2.478694677353e+00	2.150000000000e+03	7.370372202830e+02
2.498889684677e+00	8.500000000000e+02	7.370372181721e+02
2.518944978714e+00	2.100000000000e+03	7.370372158247e+02
2.538522005081e+00	2.900000000000e+03	7.370372129649e+02
2.558470487595e+00	1.450000000000e+03	7.370372122361e+02
2.578890800476e+00	2.500000000000e+03	7.370372110987e+02
2.598735570908e+00	1.550000000000e+03	7.370372091220e+02
2.618674516678e+00	2.000000000000e+03	7.370372067122e+02
2.638602018356e+00	3.050000000000e+03	7.370372040436e+02
2.658548831940e+00	2.400000000000e+03	7.370372007379e+02
2.678511381149e+00	2.550000000000e+03	7.370371975903e+02
2.698463439941e+00	2.500000000000e+03	7.370371947380e+02
2.718415021896e+00	2.100000000000e+03	7.370371924081e+02
2.738336563110e+00	1.450000000000e+03	7.370371908970e+02
2.759280681610e+00	1.550000000000e+03	7.370371906097e+02
2.779252767563e+00	1.500000000000e+03	7.370371877331e+02
2.798227310181e+00	1.250000000000e+03	7.370371854310e+02
2.818176746368e+00	1.650000000000e+03	7.370371833394e+02
2.839120388031e+00	1.100000000000e+03	7.370371810537e+02
2.859039306641e+00	1.300000000000e+03	7.370371788375e+02
2.879011154175e+00	1.550000000000e+03	7.370371753383e+02
2.898957729340e+00	1.400000000000e+03	7.370371743584e+02
2.918904781342e+00	1.950000000000e+03	7.370371741969e+02
2.938864469528e+00	1.900000000000e+03	7.370371709692e+02
2.958822727203e+00	2.050000000000e+03	7.370371682205e+02
2.978744506836e+00	1.350000000000e+03	7.370371657333e+02
2.998713970184e+00	4.500000000000e+02	7.370371629047e+02
3.018663883209e+00	2.150000000000e+03	7.370371602900e+02
3.038606405258e+00	1.100000000000e+03	7.370371578408e+02
3.058679342270e+00	1.650000000000e+03	7.370371574731e+02
3.078904867172e+00	1.450000000000e+03	7.370371559021e+02
3.099158525467e+00	1.000000000000e+03	7.370371533040e+02
3.119081497192e+00	2.050000000000e+03	7.370371504253e+02
3.138524293900e+00	1.250000000000e+03	7.370371477259e+02
3.158508062363e+00	1.700000000000e+03	7.370371454257e+02
3.178739547729e+00	1.100000000000e+03	7.370371426395e+02
3.198681831360e+00	1.250000000000e+03	7.370371402516e+02
3.219042062759e+00	1.750000000000e+03	7.370371402516e+02
3.238458156586e+00	1.500000000000e+03	7.370371383572e+02
3.258326292038e+00	1.600000000000e+03	7.370371355071e+02
3.278272390366e+00	2.800000000000e+03	7.370371325087e+02
3.298247337341e+00	1.600000000000e+03	7.370371294736e+02
3.318189382553e+00	1.350000000000e+03	7.370371264552e+02
3.339132547379e+00	1.850000000000e+03	7.370371238027e+02
3.359079837799e+00	1.200000000000e+03	7.370371212901e+02
