#Saved Data from the class wavemeter_logger_logic on 09.11.2022 at 10h13m06s.
#
#Parameters:
#===========
#
#Start Time (s): 09.11.2022 10h:10min:09s
#Stop Time (s): 09.11.2022 10h:13min:06s
#
#Data:
#=====
#Measurement Time (s)	Signal (counts/s)	Interpolated Wavelength (nm)
1.232176542282e+00	9.500000000000e+02	7.369798170542e+02
1.253028631210e+00	1.650000000000e+03	7.369798094420e+02
1.272274017334e+00	2.500000000000e+02	7.369798016571e+02
1.291663885117e+00	1.300000000000e+03	7.369797937227e+02
1.311679840088e+00	1.550000000000e+03	7.369797855270e+02
1.331982135773e+00	1.300000000000e+03	7.369797777137e+02
1.352886915207e+00	7.000000000000e+02	7.369797695163e+02
1.372180461884e+00	1.700000000000e+03	7.369797616433e+02
1.391819953918e+00	1.150000000000e+03	7.369797543226e+02
1.411488056183e+00	1.150000000000e+03	7.369797470918e+02
1.432215213776e+00	8.500000000000e+02	7.369797395105e+02
1.451722383499e+00	1.600000000000e+03	7.369797320933e+02
1.472201108932e+00	1.200000000000e+03	7.369797243708e+02
1.492165803909e+00	1.100000000000e+03	7.369797172183e+02
1.511602878571e+00	3.500000000000e+02	7.369797099031e+02
1.532221794128e+00	5.500000000000e+02	7.369797018375e+02
1.552139520645e+00	7.000000000000e+02	7.369796938366e+02
1.573070526123e+00	1.950000000000e+03	7.369796857801e+02
1.592101335526e+00	1.550000000000e+03	7.369796786082e+02
1.611684083939e+00	5.500000000000e+02	7.369796711988e+02
1.633009672165e+00	2.150000000000e+03	7.369796633211e+02
1.651550769806e+00	1.400000000000e+03	7.369796566013e+02
1.672226428986e+00	1.150000000000e+03	7.369796483191e+02
1.692166805267e+00	6.500000000000e+02	7.369796417128e+02
1.711436986923e+00	1.350000000000e+03	7.369796368281e+02
1.731458902359e+00	4.000000000000e+02	7.369796313838e+02
1.752188205719e+00	6.500000000000e+02	7.369796248025e+02
1.772127866745e+00	1.400000000000e+03	7.369796167583e+02
1.792215585709e+00	7.000000000000e+02	7.369796079287e+02
1.812657833099e+00	6.500000000000e+02	7.369796010017e+02
1.833362102509e+00	9.000000000000e+02	7.369795926384e+02
1.852162837982e+00	6.000000000000e+02	7.369795842215e+02
1.872220993042e+00	5.000000000000e+02	7.369795756293e+02
1.892099380493e+00	4.500000000000e+02	7.369795735887e+02
