#Saved Data from the class odmr_logic on 02.12.2022 at 14h27m34s.
#
#Parameters:
#===========
#
#Microwave CW Power (dBm): -4.0000000000000000e+00
#Microwave Sweep Power (dBm): -2.0000000000000000e+00
#Run Time (s): 6.0000000000000000e+03
#Number of frequency sweeps (#): 83
#Start Frequency (Hz): 5.4772000000000000e+09
#Stop Frequency (Hz): 5.4784000000000000e+09
#Step size (Hz): 2.0000000000000000e+04
#Clock Frequency (Hz): 20
#Channel: 0: /Dev1/Ctr3
#
#Data:
#=====
#count data (counts/s)
4.000000e+02	5.600000e+02	4.600000e+02	6.200000e+02	4.400000e+02	4.800000e+02	4.400000e+02	6.200000e+02	3.400000e+02	6.600000e+02	5.600000e+02	4.600000e+02	5.400000e+02	4.600000e+02	5.000000e+02	6.400000e+02	5.400000e+02	4.600000e+02	4.000000e+02	6.800000e+02	5.400000e+02	4.400000e+02	6.200000e+02	5.400000e+02	3.400000e+02	6.200000e+02	6.000000e+02	5.200000e+02	5.000000e+02	8.000000e+02	4.800000e+02	4.600000e+02	6.400000e+02	7.200000e+02	6.600000e+02	5.800000e+02	8.000000e+02	4.200000e+02	6.200000e+02	4.600000e+02	4.600000e+02	6.400000e+02	6.600000e+02	7.000000e+02	5.400000e+02	5.400000e+02	7.000000e+02	7.800000e+02	5.400000e+02	4.000000e+02	6.400000e+02	6.600000e+02	4.000000e+02	5.200000e+02	6.200000e+02	7.400000e+02	4.400000e+02	5.800000e+02	6.000000e+02	7.200000e+02	6.000000e+02
5.800000e+02	4.400000e+02	4.000000e+02	5.800000e+02	4.600000e+02	4.600000e+02	5.800000e+02	6.800000e+02	5.200000e+02	4.800000e+02	5.200000e+02	4.200000e+02	8.400000e+02	4.800000e+02	5.200000e+02	5.000000e+02	6.600000e+02	6.200000e+02	4.000000e+02	5.800000e+02	3.200000e+02	5.600000e+02	6.000000e+02	5.000000e+02	6.400000e+02	6.600000e+02	4.200000e+02	6.000000e+02	7.200000e+02	8.000000e+02	7.800000e+02	6.000000e+02	7.000000e+02	4.800000e+02	5.800000e+02	4.600000e+02	5.400000e+02	6.400000e+02	4.000000e+02	4.600000e+02	4.800000e+02	3.600000e+02	5.800000e+02	4.400000e+02	5.000000e+02	5.800000e+02	3.600000e+02	7.600000e+02	7.000000e+02	5.800000e+02	3.600000e+02	6.400000e+02	5.200000e+02	6.800000e+02	5.600000e+02	4.800000e+02	3.800000e+02	5.600000e+02	3.600000e+02	5.400000e+02	3.200000e+02
4.200000e+02	6.400000e+02	3.800000e+02	4.400000e+02	6.200000e+02	7.000000e+02	5.600000e+02	5.200000e+02	5.800000e+02	4.400000e+02	4.200000e+02	7.600000e+02	5.600000e+02	4.200000e+02	5.800000e+02	4.800000e+02	4.200000e+02	4.000000e+02	5.200000e+02	5.600000e+02	4.800000e+02	6.200000e+02	7.200000e+02	4.800000e+02	5.200000e+02	5.200000e+02	5.200000e+02	5.800000e+02	6.800000e+02	5.600000e+02	5.000000e+02	5.000000e+02	5.400000e+02	4.600000e+02	6.200000e+02	6.800000e+02	5.200000e+02	5.200000e+02	5.200000e+02	7.000000e+02	4.600000e+02	4.800000e+02	3.600000e+02	5.600000e+02	4.000000e+02	6.400000e+02	3.400000e+02	5.600000e+02	5.000000e+02	6.200000e+02	3.400000e+02	6.000000e+02	5.600000e+02	6.400000e+02	5.000000e+02	5.800000e+02	5.800000e+02	4.400000e+02	4.800000e+02	7.400000e+02	6.800000e+02
6.400000e+02	6.800000e+02	4.000000e+02	6.000000e+02	5.800000e+02	4.400000e+02	5.800000e+02	6.200000e+02	7.000000e+02	7.000000e+02	4.600000e+02	3.800000e+02	4.600000e+02	5.800000e+02	6.800000e+02	4.600000e+02	4.600000e+02	6.400000e+02	4.600000e+02	5.000000e+02	5.800000e+02	5.800000e+02	4.400000e+02	4.800000e+02	5.200000e+02	5.800000e+02	5.200000e+02	7.000000e+02	7.800000e+02	6.800000e+02	4.200000e+02	7.600000e+02	5.800000e+02	5.200000e+02	5.200000e+02	3.600000e+02	5.400000e+02	4.400000e+02	3.800000e+02	7.000000e+02	5.800000e+02	4.400000e+02	8.400000e+02	5.800000e+02	6.200000e+02	4.200000e+02	6.000000e+02	6.800000e+02	4.600000e+02	5.600000e+02	5.400000e+02	6.200000e+02	5.600000e+02	4.800000e+02	6.000000e+02	5.200000e+02	7.000000e+02	4.600000e+02	4.400000e+02	6.800000e+02	6.000000e+02
5.200000e+02	6.200000e+02	6.400000e+02	5.400000e+02	5.000000e+02	6.400000e+02	7.400000e+02	6.200000e+02	5.800000e+02	5.200000e+02	6.600000e+02	4.800000e+02	7.400000e+02	7.400000e+02	7.000000e+02	5.600000e+02	5.800000e+02	4.600000e+02	6.200000e+02	5.600000e+02	5.200000e+02	5.800000e+02	4.800000e+02	3.600000e+02	6.200000e+02	5.800000e+02	6.600000e+02	5.600000e+02	8.200000e+02	7.600000e+02	6.000000e+02	5.000000e+02	6.000000e+02	8.000000e+02	7.400000e+02	4.800000e+02	5.600000e+02	9.000000e+02	6.000000e+02	6.600000e+02	5.400000e+02	8.200000e+02	6.400000e+02	6.400000e+02	5.800000e+02	3.600000e+02	6.200000e+02	6.400000e+02	6.400000e+02	6.600000e+02	7.000000e+02	6.800000e+02	6.600000e+02	4.200000e+02	6.400000e+02	5.400000e+02	5.200000e+02	6.000000e+02	5.000000e+02	5.600000e+02	5.200000e+02
4.600000e+02	5.200000e+02	4.200000e+02	6.200000e+02	3.800000e+02	4.200000e+02	4.800000e+02	5.800000e+02	6.000000e+02	8.400000e+02	4.600000e+02	4.400000e+02	5.200000e+02	5.800000e+02	4.400000e+02	4.800000e+02	4.400000e+02	4.800000e+02	4.600000e+02	4.800000e+02	5.600000e+02	6.200000e+02	4.400000e+02	4.200000e+02	5.600000e+02	5.400000e+02	6.000000e+02	4.400000e+02	5.800000e+02	5.800000e+02	5.600000e+02	5.600000e+02	5.400000e+02	8.400000e+02	8.400000e+02	6.200000e+02	3.800000e+02	4.800000e+02	6.600000e+02	6.000000e+02	4.800000e+02	5.200000e+02	4.400000e+02	6.800000e+02	7.400000e+02	6.600000e+02	8.200000e+02	6.400000e+02	4.600000e+02	5.400000e+02	4.200000e+02	5.600000e+02	6.400000e+02	6.800000e+02	7.600000e+02	6.800000e+02	6.400000e+02	7.400000e+02	5.600000e+02	5.800000e+02	5.800000e+02
7.600000e+02	5.400000e+02	4.800000e+02	5.600000e+02	6.800000e+02	7.400000e+02	8.400000e+02	6.000000e+02	7.400000e+02	5.000000e+02	5.800000e+02	7.400000e+02	5.400000e+02	6.600000e+02	8.600000e+02	6.400000e+02	6.200000e+02	6.000000e+02	8.000000e+02	9.200000e+02	6.600000e+02	5.200000e+02	7.000000e+02	5.800000e+02	5.600000e+02	5.800000e+02	5.600000e+02	5.800000e+02	6.600000e+02	4.400000e+02	5.600000e+02	5.200000e+02	4.600000e+02	5.200000e+02	7.600000e+02	5.800000e+02	7.400000e+02	6.000000e+02	6.000000e+02	5.600000e+02	6.400000e+02	8.800000e+02	6.600000e+02	8.600000e+02	8.400000e+02	5.400000e+02	5.400000e+02	9.600000e+02	6.400000e+02	7.200000e+02	7.400000e+02	5.200000e+02	5.400000e+02	5.800000e+02	6.200000e+02	7.600000e+02	6.800000e+02	5.000000e+02	4.600000e+02	7.400000e+02	7.000000e+02
5.800000e+02	3.000000e+02	6.200000e+02	5.200000e+02	4.800000e+02	7.400000e+02	5.600000e+02	4.000000e+02	5.800000e+02	6.800000e+02	4.600000e+02	4.400000e+02	5.600000e+02	6.400000e+02	6.000000e+02	4.400000e+02	5.600000e+02	6.800000e+02	4.800000e+02	6.600000e+02	4.800000e+02	6.200000e+02	8.000000e+02	6.400000e+02	5.400000e+02	4.600000e+02	5.800000e+02	5.200000e+02	5.400000e+02	5.400000e+02	4.400000e+02	6.400000e+02	6.800000e+02	8.000000e+02	5.400000e+02	6.200000e+02	5.400000e+02	5.600000e+02	8.000000e+02	5.200000e+02	7.000000e+02	7.400000e+02	7.600000e+02	7.600000e+02	5.000000e+02	4.600000e+02	7.400000e+02	5.800000e+02	4.400000e+02	5.600000e+02	5.400000e+02	6.000000e+02	8.200000e+02	6.600000e+02	5.200000e+02	7.800000e+02	5.400000e+02	8.200000e+02	4.200000e+02	6.800000e+02	5.800000e+02
5.800000e+02	5.400000e+02	6.000000e+02	8.400000e+02	7.400000e+02	7.000000e+02	4.400000e+02	5.800000e+02	4.800000e+02	7.000000e+02	6.200000e+02	5.800000e+02	9.600000e+02	6.200000e+02	7.000000e+02	8.600000e+02	7.600000e+02	4.400000e+02	6.200000e+02	6.200000e+02	5.600000e+02	5.400000e+02	8.000000e+02	5.200000e+02	7.400000e+02	4.400000e+02	4.800000e+02	5.000000e+02	6.000000e+02	5.800000e+02	8.000000e+02	6.000000e+02	5.400000e+02	5.200000e+02	9.000000e+02	8.600000e+02	5.200000e+02	6.200000e+02	5.200000e+02	6.800000e+02	5.600000e+02	4.000000e+02	5.800000e+02	6.800000e+02	6.200000e+02	5.000000e+02	7.000000e+02	5.600000e+02	4.600000e+02	4.800000e+02	3.000000e+02	5.200000e+02	7.600000e+02	5.600000e+02	6.400000e+02	6.600000e+02	6.800000e+02	7.600000e+02	6.000000e+02	6.400000e+02	6.000000e+02
5.600000e+02	4.200000e+02	7.600000e+02	6.200000e+02	6.400000e+02	4.600000e+02	7.600000e+02	7.400000e+02	6.000000e+02	6.400000e+02	6.200000e+02	6.600000e+02	5.800000e+02	6.600000e+02	5.400000e+02	4.400000e+02	8.000000e+02	7.000000e+02	8.200000e+02	7.800000e+02	7.200000e+02	6.800000e+02	7.000000e+02	5.600000e+02	6.000000e+02	4.600000e+02	7.800000e+02	5.200000e+02	6.200000e+02	6.000000e+02	4.600000e+02	7.000000e+02	6.200000e+02	5.600000e+02	6.800000e+02	6.600000e+02	5.000000e+02	5.600000e+02	3.600000e+02	8.400000e+02	5.400000e+02	4.200000e+02	4.200000e+02	6.400000e+02	5.400000e+02	6.600000e+02	3.800000e+02	4.600000e+02	5.000000e+02	5.200000e+02	8.200000e+02	6.800000e+02	5.000000e+02	6.000000e+02	5.600000e+02	5.200000e+02	6.800000e+02	7.400000e+02	6.000000e+02	6.800000e+02	7.200000e+02
