time(ps)	counts
6340000	1112
6345000	1116
6350000	1082
6355000	1080
6360000	1130
6365000	1077
6370000	1059
6375000	1125
6380000	1082
6385000	1068
6390000	1103
6395000	1101
6400000	1108
6405000	1117
6410000	1092
6415000	1086
6420000	1108
6425000	1091
6430000	1079
6435000	1153
6440000	1067
6445000	1156
6450000	1106
6455000	1093
6460000	1055
6465000	1127
6470000	1115
6475000	1133
6480000	1088
6485000	1118
6490000	1093
6495000	1069
6500000	1065
6505000	1100
6510000	1048
6515000	1082
6520000	1075
6525000	1052
6530000	1082
6535000	1121
6540000	1053
6545000	1076
6550000	1077
6555000	1151
6560000	1122
6565000	1102
6570000	1096
6575000	1055
6580000	1060
6585000	1150
6590000	1284
6595000	1297
6600000	1248
6605000	1222
6610000	1203
6615000	1198
6620000	1215
6625000	1160
6630000	1158
6635000	1177
6640000	1178
6645000	1163
6650000	1174
6655000	1149
6660000	1130
6665000	1170
6670000	1124
6675000	1177
6680000	1140
6685000	1101
6690000	1120
6695000	1139
6700000	1171
6705000	1124
6710000	1192
6715000	1092
6720000	1097
6725000	1145
6730000	1130
6735000	1096
6740000	1115
6745000	1124
6750000	1159
6755000	1117
6760000	1072
6765000	1055
6770000	1155
6775000	1119
6780000	1112
6785000	1098
6790000	1159
6795000	1047
6800000	1097
6805000	1140
6810000	1108
6815000	1110
6820000	1102
6825000	1052
6830000	1076
6835000	1108
6840000	1111
6845000	1061
6850000	1093
6855000	1066
6860000	1130
6865000	1097
6870000	1145
6875000	1117
6880000	1100
6885000	1136
6890000	1123
6895000	1087
6900000	1040
6905000	1094
6910000	1099
6915000	1129
6920000	1127
6925000	1085
6930000	1048
6935000	1081
6940000	1095
6945000	1106
6950000	1170
6955000	1095
6960000	1093
6965000	1043
6970000	1124
6975000	1126
6980000	1109
6985000	1134
6990000	1125
6995000	1103
7000000	1085
7005000	1041
7010000	1117
7015000	1059
7020000	1114
7025000	1137
7030000	1150
7035000	1052
7040000	1100
7045000	1118
7050000	1094
7055000	1047
7060000	1091
7065000	1073
7070000	1107
7075000	1074
7080000	1055
7085000	1010
7090000	1145
7095000	1108
7100000	1026
7105000	1197
7110000	1277
7115000	1252
7120000	1273
7125000	1210
7130000	1253
7135000	1189
7140000	1273
7145000	1239
7150000	1236
7155000	1208
7160000	1187
7165000	1151
7170000	1185
7175000	1194
7180000	1182
7185000	1098
7190000	1075
7195000	1128
7200000	1132
7205000	1176
7210000	1171
7215000	1162
7220000	1064
7225000	1135
7230000	1059
7235000	1134
7240000	1067
7245000	1079
7250000	1142
7255000	1135
7260000	1150
7265000	1091
7270000	1073
7275000	1131
7280000	1117
7285000	1047
7290000	1100
7295000	1105
7300000	1144
7305000	1106
7310000	1143
7315000	1086
7320000	1137
7325000	1104
7330000	1048
7335000	1074
7340000	1057
7345000	1103
7350000	1133
7355000	1072
7360000	1070
7365000	1068
7370000	1095
7375000	1136
7380000	1068
7385000	1041
7390000	1069
7395000	1094
7400000	1094
7405000	1095
7410000	1117
7415000	1075
7420000	1089
7425000	1053
7430000	1131
7435000	1089
7440000	1134
7445000	1081
7450000	1082
7455000	1136
7460000	1073
7465000	1106
7470000	1069
7475000	1125
7480000	1120
7485000	1083
7490000	1087
7495000	1081
7500000	1146
7505000	1161
7510000	1112
7515000	1097
7520000	1088
7525000	1100
7530000	1059
7535000	1051
7540000	1137
7545000	1105
7550000	1109
7555000	1106
7560000	1164
7565000	1084
7570000	1077
7575000	1133
7580000	1162
7585000	1118
7590000	1079
7595000	1111
7600000	1068
7605000	1139
7610000	1103
7615000	1119
7620000	1068
7625000	1060
7630000	1029
7635000	1103
7640000	1040
7645000	1075
7650000	1229
7655000	1228
7660000	1235
7665000	1224
7670000	1213
7675000	1207
7680000	1169
7685000	1225
7690000	1294
7695000	1253
7700000	1085
7705000	1178
7710000	1187
7715000	1173
7720000	1210
7725000	1169
7730000	1111
7735000	1200
7740000	1093
7745000	1084
7750000	1124
7755000	1106
7760000	1199
7765000	1134
7770000	1102
7775000	1112
7780000	1164
7785000	1134
7790000	1114
7795000	1139
7800000	1118
7805000	1112
7810000	1119
7815000	1135
7820000	1155
7825000	1149
7830000	1115
7835000	1129
7840000	1119
7845000	1121
7850000	1084
7855000	1059
7860000	1088
7865000	1086
7870000	1141
7875000	1152
7880000	1056
7885000	1105
7890000	1133
7895000	1131
7900000	1099
7905000	1150
7910000	1083
7915000	1112
7920000	1114
7925000	1079
7930000	1102
7935000	1147
7940000	1144
7945000	1056
7950000	1123
7955000	1094
7960000	1084
7965000	1108
7970000	1073
7975000	1107
7980000	1103
7985000	1065
7990000	1103
7995000	1053
8000000	1050
8005000	1073
8010000	1061
8015000	1090
8020000	1081
8025000	1108
8030000	1118
8035000	1102
8040000	1078
8045000	1080
8050000	1115
8055000	1068
8060000	1122
8065000	1055
8070000	1067
8075000	1124
8080000	1182
8085000	1108
8090000	1103
8095000	1094
8100000	1110
8105000	1120
8110000	1090
8115000	1092
8120000	1125
8125000	1090
8130000	1138
8135000	1097
8140000	1092
8145000	1071
8150000	1126
8155000	1098
8160000	1063
8165000	1142
8170000	1123
8175000	1117
8180000	1069
8185000	1093
8190000	1106
8195000	1156
8200000	1075
8205000	1166
8210000	1193
8215000	1178
8220000	1241
8225000	1207
8230000	1203
8235000	1181
8240000	1146
8245000	1188
8250000	1193
8255000	1161
8260000	1121
8265000	1184
8270000	1156
8275000	1137
8280000	1210
8285000	1167
8290000	1152
8295000	1170
8300000	1142
8305000	1146
8310000	1088
8315000	1142
8320000	1029
8325000	1078
8330000	1259
8335000	1172
8340000	1107
8345000	1212
8350000	1170
8355000	1140
8360000	1101
8365000	1142
8370000	1086
8375000	1118
8380000	1122
8385000	1123
8390000	1100
8395000	1063
8400000	1180
8405000	1101
8410000	1125
8415000	1104
8420000	1139
8425000	1112
8430000	1119
8435000	1140
8440000	1049
8445000	1113
8450000	1085
8455000	1092
8460000	1098
8465000	1155
8470000	1105
8475000	1107
8480000	1173
8485000	1169
8490000	1091
8495000	1126
8500000	1071
8505000	1098
8510000	1130
8515000	1156
8520000	1057
8525000	1115
8530000	1065
8535000	1106
8540000	1164
8545000	1130
8550000	1097
8555000	1128
8560000	1057
8565000	1062
8570000	1112
8575000	1049
8580000	1104
8585000	1107
8590000	1065
8595000	1127
8600000	1065
8605000	1090
8610000	1148
8615000	1065
8620000	1078
8625000	1049
8630000	1096
8635000	1111
8640000	1156
8645000	1078
8650000	1072
8655000	1130
8660000	1089
8665000	1061
8670000	1061
8675000	1028
8680000	1060
8685000	1094
8690000	1113
8695000	1127
8700000	1100
8705000	1120
8710000	1071
8715000	1094
8720000	1114
8725000	1111
8730000	1099
8735000	1110
8740000	1147
8745000	1108
8750000	1137
8755000	1121
8760000	1079
8765000	1098
8770000	1078
8775000	1103
8780000	1103
8785000	1083
8790000	1107
8795000	1177
8800000	1151
8805000	1195
8810000	1109
8815000	1190
8820000	1119
8825000	1108
8830000	1193
8835000	1130
8840000	1143
8845000	1088
8850000	1174
8855000	1051
8860000	1092
8865000	1147
8870000	1111
8875000	1169
8880000	1135
8885000	1124
8890000	1077
8895000	1113
8900000	1133
8905000	1177
8910000	1107
8915000	1018
8920000	1145
8925000	1090
8930000	1077
8935000	1148
8940000	1097
8945000	1103
8950000	1136
8955000	1163
8960000	1123
8965000	1055
8970000	1124
8975000	1036
8980000	1122
8985000	1083
8990000	1089
8995000	1076
9000000	1075
9005000	1111
9010000	1134
9015000	1089
9020000	1155
9025000	1074
9030000	1097
9035000	1096
9040000	1184
9045000	1077
9050000	1063
9055000	1139
9060000	1117
9065000	1072
9070000	1081
9075000	1026
9080000	1071
9085000	1154
9090000	1074
9095000	1098
9100000	1074
9105000	1130
9110000	1067
9115000	1056
9120000	1077
9125000	1084
9130000	1066
9135000	1137
9140000	1099
9145000	1108
9150000	1074
9155000	1060
9160000	1079
9165000	1099
9170000	1100
9175000	1032
9180000	1109
9185000	1111
9190000	1108
9195000	1090
9200000	1102
9205000	1075
9210000	1076
9215000	1078
9220000	1084
9225000	1146
9230000	1141
9235000	1076
9240000	1088
9245000	1084
9250000	1116
9255000	1095
9260000	1091
9265000	1073
9270000	1089
9275000	1089
9280000	1074
9285000	1101
9290000	1104
9295000	1087
9300000	1080
9305000	1077
9310000	1110
9315000	1107
9320000	1081
9325000	1100
9330000	1116
9335000	1131
9340000	1109
9345000	1145
9350000	1127
9355000	1119
9360000	1098
9365000	983
9370000	1099
9375000	1070
9380000	1072
9385000	1109
9390000	1145
9395000	1103
9400000	1121
9405000	1097
9410000	1079
9415000	1045
9420000	1087
9425000	1096
